Finished setup, waiting to start, PID: p:0.02 i(x100):0.30 d(x10):0.01 iCap:100
UPLoading
1.00 3.00 8.00 4.00 10.00 1.00 1.00 
0 5000 10000 15000 20000 30000 35000 
0	1.13	0.00	nan	1	1
1	1.13	1.00	1.49	1	1
4	1.12	1.00	0.49	1	1
7	1.12	1.00	0.49	1	1
13	1.12	1.01	0.49	1	1
20	1.12	1.01	0.49	1	1
26	1.13	1.01	0.49	1	1
34	1.13	1.01	0.49	1	1
40	1.13	1.02	0.49	1	1
46	1.13	1.02	0.49	1	1
52	1.11	1.02	0.49	1	1
59	1.11	1.02	0.49	1	1
65	1.11	1.03	0.49	1	1
72	1.11	1.03	0.49	1	1
79	1.16	1.03	0.49	1	1
86	1.16	1.03	0.49	1	1
92	1.16	1.04	0.49	1	1
98	1.16	1.04	0.49	1	1
105	1.19	1.04	0.48	1	1
111	1.19	1.132	1.07	1.05	0119	1.19	1.05	0.48	1	1
.51	1	1
139	1.07	1.06	0.51	1	1
145	1.07	1.06	0.51	1	1
152	1.10	1.06	0.50	1	1
126	1.07	1.05	0.50	1	1
04	0.48	1	1
159	1.10	1.06	0.50	1	1
166	1.10	1.07	0.51	1	1
172	1.10	1.07	0.51	1	1
179	1.06	1.07	0.51	1	1
186	1.06	1.07	0.51	1	1
188	1.06	1.08	0.51	1	1
191	1.06	1.08	0.51	1	1
193	1.06	1.08	0.51	1	1
196	1.06	1.08	0.51	1	1
198	1.11	1.08	0.49	1	1
202	1.11	1.08	0.49	1	1
209	1.11	1.08	0.49	1	1
215	1.11	1.09	0.49	1	1
222	1.17	1.09	0.49	1	1
229	1.17	1.09	0.49	1	1
235	1.17	1.09	0.49	1	1
243	1.17	1.10	0.50	1	1
250	1.20	1.10	0.49	1	1
256	1.20	1.10	0.49	1	1
263	1.20	1.11	0.50	1	1
270	1.20	1.11	0.50	1	1
276	1.39	1.11	0.46	1	1
283	1.39	1.11	0.46	1	1
290	1.39	1.12	0.47	1	1
297	1.32	1.12	0.48	1	1
303	1.32	1.12	0.48	1	1
310	1.32	1.12	0.48	1	1
317	1.32	1.13	0.48	1	1
324	1.24	1.13	0.50	1	1
331	1.24	1.13	0.50	1	1
338	1.24	1.14	0.50	1	1
345	1.40	1.14	0.48	1	1
351	1.40	1.14	0.48	1	1
358	1.40	1.14	0.48	1	1
364	1.40	1.15	0.48	1	1
372	1.39	1.15	0.48	1	1
378	1.39	1.15	0.48	1	1
385	1.39	1.15	0.48	1	1
391	1.39	1.16	0.48	1	1
398	1.31	1.16	0.50	1	1
404	1.31	1.16	0.50	1	1
411	1.31	1.16	0.50	1	1
419	1.33	1.17	0.50	1	1
425	1.33	1.17	0.50	1	1
432	1.33	1.17	0.50	1	1
438	1.33	1.18	0.50	1	1
445	1.27	1.18	0.52	1	1
452	1.27	1.18	0.52	1	1
460	1.27	1.18	0.52	1	1
466	1.32	1.19	0.51	1	1
473	1.32	1.19	0.51	1	1
480	1.32	1.19	0.51	1	1
486	1.32	1.19	0.52	1	1
493	1.16	1.20	0.54	1	1
501	1.16	1.20	0.54	1	1
504	1.16	1.20	0.54	1	1
506	1.
519	1.09	1.21	0.55	1	1
522	1.0916	1.20	0.54	1	1
508	1.16	1.20	0.54	1	1
09	1.21	0.57	1	1
516	1.09	1.21	0.54	1	1	1.21	0.55	1	1
524	1.09	1.21	0.55	1	1
511	1.16	1.20	0.54	1	1
514	1.526	1.09	1.21	0.55	1	1
529	1.09	1.21	0.55	1	1
531	1.09	1.21	0.55	1	1
534	1.09	1.21	0.55	1	1
536	1.09	1.21	0.55	1	1
539	1.12	1.22	0.54	1	1
543	1.12	1.22	0.54	1	1
549	1.12	1.22	0.54	1	1
556	1.12	1.22	0.55	1	1
563	1.12	1.23	0.55	1	1
569	1.12	1.23	0.55	1	1
572	1.12	1.23	0.55	1	1
574	1.12	1.23	0.55	1	1
577	1.12	1.23	0.55	1	1
579	1.12	1.23	0.55	1	1
582	1.12	1.23	0.55	1	1
585	1.12	1.23	0.55	1	1
588	1.07	1.24	0.57	1	1
590	1.07	1.24	0.55	1	1
593	1.07	1.24	0.55	1	1
596	1.07	1.24	0.55	1	1
598	1.07	1.24	0.55	1	1
600	1.07	1.24	0.55	1	1
603	1.07	1.24	0.55	1	1
605	1.07	1.24	0.55	1	1
608	1.07	1.24	0.55	1	1
610	1.08	1.24	0.55	1	1
613	1.08	1.25	0.55	1	1
620	1.08	1.25	0.56	1	1
622	1.08	1.25	0.56	1	1
626	1.08	1.25	0.56	1	1
628	1.08	1.25	0.56	1	1
631	1.08	1.25	0.56	1	1
633	1.08	1.25	0.56	1	1
636	1.07	1.25	0.56	1	1
638	1.07	1.26	0.56	1	1
641	1.07	1.26	0.56	1	1
644	1.07	1.26	0.56	1	1
646	1.07	1.26	0.56	1	1
649	1.07	1.26	0.56	1	1
651	1.07	1.26	0.56	1	1
653	1.07	1.26	0.56	1	1
656	1.07	1.26	0.56	1	1
659	1.10	1.26	0.55	1	1
661	1.10	1.26	0.55	1	1
669	1.10	1.27	0.56	1	1
676	1.10	1.27	0.56	1	1
678	1.10	1.27	0.56	1	1
681	1.10	1.27	0.56	1	1
683	1.34	1.27	0.44	1	1
686	1.34	1.27	0.44	1	1
693	1.34	1.28	0.45	1	1
699	1.34	1.28	0.45	1	1
706	1.34	1.28	0.46	1	1
714	1.61	1.29	0.43	1	1
721	1.61	1.29	0.43	1	1
727	1.61	1.29	0.43	1	1
734	1.79	1.29	0.41	1	1
741	1.79	1.30	0.41	1	1
747	1.79	1.30	0.40	1	1
755	1.79	1.30	0.41	1	1
762	1.69	1.30	0.42	1	1
768	1.69	1.31	0.42	1	1
775	1.69	1.31	0.42	1	1
782	1.44	1.31	0.47	1	1
788	1.44	1.32	0.47	1	1
795	1.44	1.32	0.48	1	1
803	1.44	1.32	0.48	1	1
809	1.16	1.32	0.54	1	1
816	1.16	1.33	0.55	1	1
823	1.16	1.33	0.56	1	1
829	1.19	1.33	0.56	1	1
836	1.19	1.33	0.56	1	1
844	1.19	1.34	0.57	1	1
850	1.19	1.34	0.57	1	1
857	1.10	1.34	0.59	1	1
860	1.10	1.34	0.58	1	1
863	1.10	1.35	0.58	1	1
865	1.10	1.35	0.58	1	1
868	1.10	1.35	0.58	1	1
870	1.10	1.35	0.58	1	1
872	1.10	1.35	0.58	1	1
875	1.10	1.35	0.58	1	1
878	1.06	1.35	0.59	1	1
880	1.06	1.35	0.58	1	1
884	1.06	1.35	0.58	1	1
887	1.06	1.35	0.58	1	1
889	1.06	1.36	0.58	1	1
891	1.06	1.36	0.58	1	1
894	1.06	1.36	0.58	1	1
896	1.06	1.36	0.58	1	1
899	1.06	1.36	0.58	1	1
901	1.06	1.36	0.58	1	1
904	1.09	1.36	0.57	1	1
906	1.09	1.36	0.58	1	1
913	1.09	1.37	0.58	1	1
916	1.09	1.37	0.58	1	1
918	1.09	1.37	0.58	1	1
921	1.09	1.37	0.58	1	1
923	1.09	1.37	0.58	1	1
926	1.06	1.37	0.60	1	1
929	1.06	1.37	0.59	1	1
932	1.06	1.37	0.59	1	1
935	1.06	1.37	0.59	1	1
937	1.06	1.37	0.59	1	1
939	1.06	1.38	0.59	1	1
942	1.06	1.38	0.59	1	1
944	1.06	1.38	0.59	1	1
947	1.06	1.38	0.59	1	1
949	1.06	1.38	0.59	1	1
952	1.07	1.38	0.58	1	1
955	1.07	1.38	0.59	1	1
957	1.07	1.38	0.59	1	1
960	1.07	1.38	0.59	1	1
962	1.07	1.38	0.59	1	1
965	1.07	1.39	0.59	1	1
968	1.07	1.39	0.59	1	1
971	1.07	1.39	0.59	1	1
973	1.07	1.39	0.59	1	1
976	1.08	1.39	0.59	1	1
979	1.08	1.39	0.59	1	1
981	1.08	1.39	0.59	1	1
984	1.08	1.39	0.59	1	1
986	1.08	1.39	0.59	1	1
988	1.08	1.40	0.59	1	1
991	1.08	1.40	0.59	1	1
994	1.08	1.40	0.59	1	1
996	1.08	1.40	0.59	1	1
999	1.18	1.40	0.56	1	1
1001	1.18	1.40	0.56	1	1
1008	1.18	1.40	0.57	1	1
1016	1.18	1.41	0.58	1	1
1022	1.18	1.41	0.59	1	1
1029	1.16	1.41	0.60	1	1
1032	1.16	1.41	0.59	1	1
1035	1.16	1.41	0.59	1	1
1037	1.16	1.41	0.59	1	1
1040	1.16	1.42	0.59	1	1
1042	1.16	1.42	0.59	1	1
1044	1.16	1.42	0.59	1	1
1047	1.16	1.42	0.59	1	1
1050	1.16	1.42	0.59	1	1
1053	1.13	1.42	0.61	1	1
1056	1.13	1.42	0.60	1	1
1059	1.13	1.42	0.60	1	1
1061	1.13	1.42	0.60	1	1
1064	1.13	1.43	0.60	1	1
1066	1.13	1.43	0.60	1	1
1069	1.13	1.43	0.60	1	1
1071	1.13	1.43	0.60	1	1
1074	1.13	1.43	0.60	1	1
1076	1.17	1.43	0.57	1	1
1079	1.17	1.43	0.58	1	1
1086	1.17	1.43	0.59	1	1
1092	1.17	1.44	0.60	1	1
1100	1.23	1.44	0.59	1	1
1103	1.23	1.44	0.60	1	1
1110	1.23	1.44	0.60	1	1
1112	1.23	1.44	0.60	1	1
1115	1.23	1.45	0.60	1	1
1118	1.23	1.45	0.60	1	1
1120	1.23	1.45	0.60	1	1
1123	1.23	1.45	0.60	1	1
1125	1.22	1.45	0.61	1	1
1128	1.22	1.45	0.60	1	1
1131	1.22	1.45	0.60	1	1
1133	1.22	1.45	0.60	1	1
1136	1.22	1.45	0.60	1	1
1139	1.22	1.46	0.60	1	1
1142	1.22	1.46	0.60	1	1
1144	1.22	1.46	0.60	1	1
1147	1.22	1.46	0.60	1	1
1149	1.15	1.46	0.64	1	1
1152	1.15	1.46	0.60	1	1
1155	1.15	1.46	0.60	1	1
1157	1.15	1.46	0.60	1	1
1160	1.15	1.46	0.60	1	1
1162	1.15	1.46	0.61	1	1
1165	1.15	1.47	0.61	1	1
1167	1.15	1.47	0.61	1	1
1170	1.15	1.47	0.61	1	1
1173	1.15	1.47	0.61	1	1
1175	1.15	1.47	0.61	1	1
1177	1.15	1.47	0.61	1	1
1181	1.15	1.47	0.61	1	1
1184	1.15	1.47	0.61	1	1
1186	1.15	1.47	0.61	1	1
1189	1.15	1.48	0.61	1	1
1191	1.15	1.48	0.61	1	1
1194	1.15	1.48	0.61	1	1
1196	1.15	1.48	0.61	1	1
1199	1.19	1.48	0.59	1	1
1202	1.19	1.48	0.60	1	1
1208	1.19	1.48	0.61	1	1
1211	1.19	1.48	0.61	1	1
1214	1.19	1.49	0.61	1	1
1216	1.19	1.49	0.61	1	1
1219	1.19	1.49	0.61	1	1
1221	1.20	1.49	0.61	1	1
1225	1.20	1.49	0.61	1	1
1228	1.20	1.49	0.61	1	1
1231	1.20	1.49	0.61	1	1
1233	1.20	1.49	0.61	1	1
	0.59	1	1
1249	1.25	1.50	0.60	1	1
1235	1.20	1.49	0.61	1	1
1238	1.20	1.50	01255	1.25	1.50	0.61	1	1
1262	1.25	1.5043	1.20	1.50	0.61	1	1
1246	1.25	1.50.61	1	1
1240	1.20	1.50	0.61	1	1
12	0.61	1	1
1266	1.25	1.51	0.61	1	1
1268	1.25	1.51	0.61	1	1
1271	1.31	1.51	0.59	1	1
1274	1.31	1.51	0.60	1	1
1280	1.31	1.51	0.61	1	1
1287	1.31	1.51	0.61	1	1
1294	1.26	1.52	0.62	1	1
1297	1.26	1.52	0.62	1	1
1299	1.26	1.52	0.62	1	1
1302	1.26	1.52	0.62	1	1
1304	1.26	1.52	0.62	1	1
1307	1.26	1.52	0.62	1	1
1310	1.26	1.52	0.62	1	1
1313	1.26	1.53	0.62	1	1
1315	1.26	1.53	0.62	1	1
1318	1.26	1.53	0.62	1	1
1321	1.25	1.53	0.62	1	1
1323	1.25	1.53	0.62	1	1
1326	1.25	1.53	0.62	1	1
1329	1.25	1.53	0.62	1	1
1331	1.25	1.53	0.62	1	1
1333	1.25	1.53	0.62	1	1
1336	1.25	1.53	0.62	1	1
1339	1.25	1.54	0.62	1	1
1341	1.25	1.54	0.62	1	1
1344	1.27	1.54	0.61	1	1
1347	1.27	1.54	0.62	1	1
1354	1.27	1.54	0.62	1	1
1357	1.27	1.54	0.62	1	1
1359	1.27	1.54	0.62	1	1
1362	1.27	1.54	0.62	1	1
1364	1.27	1.55	0.62	1	1
1367	1.27	1.55	0.62	1	1
1370	1.27	1.55	0.62	1	1
1372	1.27	1.55	0.62	1	1
1375	1.27	1.55	0.62	1	1
1378	1.27	1.55	0.62	1	1
1380	1.27	1.55	0.62	1	1
1383	1.27	1.55	0.62	1	1
1385	1.27	1.55	0.62	1	1
1388	1.27	1.56	0.62	1	1
1390	1.27	1.56	0.62	1	1
1394	1.24	1.56	0.63	1	1
1397	1.24	1.56	0.62	1	1
1399	1.24	1.56	0.62	1	1
1402	1.24	1.56	0.62	1	1
1405	1.24	1.56	0.63	1	1
1407	1.24	1.56	0.63	1	1
1409	1.24	1.56	0.63	1	1
1412	1.24	1.56	0.63	1	1
1414	1.24	1.57	0.63	1	1
1417	1.23	1.57	0.63	1	1
1420	1.23	1.57	0.63	1	1
1423	1.23	1.57	0.63	1	1
1425	1.23	1.57	0.63	1	1
1428	1.23	1.57	0.63	1	1
1431	1.23	1.57	0.63	1	1
1433	1.23	1.57	0.63	1	1
1435	1.23	1.57	0.63	1	1
1439	1.23	1.58	0.63	1	1
1442	1.32	1.58	0.60	1	1
1445	1.32	1.58	0.60	1	1
1451	1.32	1.58	0.61	1	1
1458	1.32	1.58	0.62	1	1
1465	1.37	1.59	0.62	1	1
1471	1.37	1.59	0.63	1	1
1478	1.37	1.59	0.63	1	1
1482	1.37	1.59	0.63	1	1
1484	1.37	1.59	0.63	1	1
1487	1.37	1.59	0.63	1	1
1490	1.34	1.60	0.64	1	1
1492	1.34	1.60	0.63	1	1
1495	1.34	1.60	0.63	1	1
1498	1.34	1.60	0.63	1	1
1500	1.34	1.60	0.63	1	1
1502	1.34	1.60	0.63	1	1
1505	1.34	1.60	0.63	1	1
1508	1.34	1.60	0.63	1	1
1510	1.34	1.60	0.63	1	1
1513	1.28	1.61	0.65	1	1
1516	1.28	1.61	0.63	1	1
1518	1.28	1.61	0.63	1	1
1522	1.28	1.61	0.63	1	1
1525	1.28	1.61	0.63	1	1
1527	1.28	1.61	0.64	1	1
1529	1.28	1.61	0.64	1	1
1532	1.28	1.61	0.64	1	1
1534	1.28	1.61	0.64	1	1
1537	1.22	1.61	0.66	1	1
1540	1.22	1.62	0.64	1	1
1543	1.22	1.62	0.64	1	1
1545	1.22	1.62	0.64	1	1
1548	1.22	1.62	0.64	1	1
1550	1.22	1.62	0.64	1	1
1553	1.22	1.62	0.64	1	1
1555	1.22	1.62	0.64	1	1
1558	1.22	1.62	0.64	1	1
1560	1.22	1.62	0.64	1	1
1563	1.21	1.63	0.64	1	1
1567	1.21	1.63	0.64	1	1
1569	1.21	1.63	0.64	1	1
1572	1.21	1.63	0.64	1	1
1575	1.21	1.63	0.64	1	1
1577	1.21	1.63	0.64	1	1
1580	1.21	1.63	0.64	1	1
1582	1.21	1.63	0.64	1	1
1584	1.21	1.63	0.64	1	1
1587	1.23	1.63	0.63	1	1
1590	1.23	1.64	0.64	1	1
1593	1.23	1.64	0.64	1	1
1595	1.23	1.64	0.64	1	1
1598	1.23	1.64	0.64	1	1
1600	1.23	1.64	0.64	1	1
1603	1.23	1.64	0.64	1	1
1605	1.23	1.64	0.64	1	1
1609	1.23	1.64	0.64	1	1
1612	1.26	1.64	0.63	1	1
1614	1.26	1.65	0.64	1	1
1621	1.26	1.65	0.64	1	1
1624	1.26	1.65	0.64	1	1
1626	1.26	1.65	0.64	1	1
1629	1.26	1.65	0.64	1	1
1631	1.26	1.65	0.64	1	1
1634	1.33	1.65	0.62	1	1
1637	1.33	1.65	0.63	1	1
1643	1.33	1.66	0.64	1	1
1651	1.33	1.66	0.64	1	1
1654	1.33	1.66	0.65	1	1
1656	1.33	1.66	0.65	1	1
1659	1.37	1.66	0.63	1	1
1662	1.37	1.66	0.64	1	1
