x[0.04] y[0.96] z[4.25] mag[4.36] 73501ms, 1170.00RPM, 334.90avgRPM, 1.11V MTR_ENA NOT BRAKING
x[0.07] y[1.00] z[4.30] mag[4.41] 74001ms, 1175.00RPM, 340.57avgRPM, 1.11V MTR_ENA NOT BRAKING
x[0.02] y[0.91] z[4.25] mag[4.35] 74501ms, 1195.00RPM, 346.31avgRPM, 1.11V MTR_ENA NOT BRAKING
x[0.04] y[1.02] z[4.23] mag[4.35] 75001ms, 1175.00RPM, 351.83avgRPM, 1.11V MTR_ENA NOT BRAKING
x[0.13] y[1.01] z[4.33] mag[4.45] 75501ms, 1175.00RPM, 357.28avgRPM, 1.11V MTR_ENA NOT BRAKING
x[0.10] y[0.99] z[4.31] mag[4.42] 76001ms, 1175.00RPM, 362.66avgRPM, 1.11V MTR_ENA NOT BRAKING
x[0.07] y[0.92] z[4.27] mag[4.37] 76502ms, 1185.00RPM, 368.04avgRPM, 1.11V MTR_ENA NOT BRAKING
x[0.06] y[0.94] z[4.36] mag[4.46] 77001ms, 1190.00RPM, 373.38avgRPM, 1.11V MTR_ENA NOT BRAKING
x[0.00] y[0.97] z[4.32] mag[4.43] 77501ms, 1185.00RPM, 378.61avgRPM, 1.11V MTR_ENA NOT BRAKING
x[0.12] y[0.93] z[4.36] mag[4.46] 78001ms, 1200.00RPM, 383.88avgRPM, 1.11V MTR_ENA NOT BRAKING
x[0.06] y[0.99] z[4.40] mag[4.51] 78501ms, 1200.00RPM, 389.08avgRPM, 1.11V MTR_ENA NOT BRAKING
x[0.09] y[0.97] z[4.36] mag[4.46] 79001ms, 1225.00RPM, 394.37avgRPM, 1.11V MTR_ENA NOT BRAKING
x[0.09] y[0.95] z[4.31] mag[4.42] 79501ms, 1205.00RPM, 399.47avgRPM, 1.11V MTR_ENA NOT BRAKING
x[0.16] y[1.07] z[4.33] mag[4.46] 80001ms, 1215.00RPM, 404.56avgRPM, 1.11V MTR_ENA NOT BRAKING
x[0.15] y[0.94] z[4.10] mag[4.21] 80501ms, 1025.00RPM, 408.42avgRPM, 1.11V MTR_DIS NOT BRAKING
x[0.11] y[0.81] z[3.92] mag[4.01] 81001ms, 1115.00RPM, 412.78avgRPM, 1.11V MTR_DIS NOT BRAKING
x[0.11] y[0.79] z[3.70] mag[3.78] 81501ms, 1075.00RPM, 416.84avgRPM, 1.11V MTR_DIS NOT BRAKING
x[0.13] y[0.76] z[3.37] mag[3.45] 82001ms, 1035.00RPM, 420.61avgRPM, 1.11V MTR_DIS NOT BRAKING
x[0.11] y[0.70] z[3.17] mag[3.25] 82501ms, 1000.00RPM, 424.12avgRPM, 1.11V MTR_DIS NOT BRAKING
x[0.13] y[0.69] z[2.97] mag[3.05] 83001ms, 955.00RPM, 427.32avgRPM, 1.11V MTR_DIS NOT BRAKING
x[0.10] y[0.62] z[2.83] mag[2.90] 83501ms, 925.00RPM, 430.30avgRPM, 1.11V MTR_DIS NOT BRAKING
x[0.09] y[0.60] z[2.64] mag[2.71] 84001ms, 890.00RPM, 433.04avgRPM, 1.11V MTR_DIS NOT BRAKING
x[0.10] y[0.61] z[2.54] mag[2.61] 84501ms, 855.00RPM, 435.53avgRPM, 1.11V MTR_DIS NOT BRAKING
x[0.07] y[0.54] z[2.33] mag[2.39] 85001ms, 815.00RPM, 437.76avgRPM, 1.11V MTR_DIS NOT BRAKING
x[0.11] y[0.55] z[2.08] mag[2.15] 85501ms, 785.00RPM, 439.80avgRPM, 1.11V MTR_DIS NOT BRAKING
x[0.09] y[0.51] z[1.95] mag[2.02] 86001ms, 750.00RPM, 441.60avgRPM, 1.11V MTR_DIS NOT BRAKING
