Finished setup, waiting to start, PID: p:0.02 i(x100):0.00 d(x10):1.00 iCap:10000
UPLoading
1.10 4.00 2.00 10.00 5.00 1.00 0.00 
DOWNSLOPE10015 x:0.05 y:0.18 z:1.07 acc:1.08 inst:9.96 dt:6
DOWNSLOPE10019 x:0.05 y:0.18 z:1.07 acc:1.08 inst:9.95 dt:4
DOWNSLOPE10025 x:0.05 y:0.18 z:1.07 acc:1.08 inst:9.94 dt:6
DOWNSLOPE10030 x:0.05 y:0.18 z:1.07 acc:1.08 inst:9.93 dt:5
DOWNSLOPE10036 x:0.05 y:0.18 z:1.07 acc:1.08 inst:9.91 dt:6
DOWNSLOPE10041 x:0.06 y:0.20 z:1.07 acc:1.09 inst:9.90 dt:5
DOWNSLOPE10046 x:0.06 y:0.20 z:1.07 acc:1.09 inst:9.89 dt:5
DOWNSLOPE10051 x:0.06 y:0.20 z:1.07 acc:1.09 inst:9.87 dt:5
DOWNSLOPE10056 x:0.06 y:0.20 z:1.07 acc:1.09 inst:9.86 dt:5
DOWNSLOPE10061 x:0.09 y:0.23 z:1.10 acc:1.12 inst:9.85 dt:5
DOWNSLOPE10066 x:0.09 y:0.23 z:1.10 acc:1.12 inst:9.84 dt:5
DOWNSLOPE10071 x:0.09 y:0.23 z:1.10 acc:1.12 inst:9.82 dt:5
DOWNSLOPE10076 x:0.09 y:0.23 z:1.10 acc:1.12 inst:9.81 dt:5
DOWNSLOPE10082 x:0.09 y:0.23 z:1.10 acc:1.12 inst:9.80 dt:6
DOWNSLOPE10087 x:0.09 y:0.23 z:1.13 acc:1.16 inst:9.78 dt:5
DOWNSLOPE10092 x:0.09 y:0.23 z:1.13 acc:1.16 inst:9.77 dt:5
DOWNSLOPE10097 x:0.09 y:0.23 z:1.13 acc:1.16 inst:9.76 dt:5
DOWNSLOPE10102 x:0.09 y:0.23 z:1.13 acc:1.16 inst:9.75 dt:5
DOWNSLOPE10108 x:0.09 y:0.23 z:1.13 acc:1.16 inst:9.73 dt:6
DOWNSLOPE10113 x:0.07 y:0.22 z:1.10 acc:1.12 inst:9.72 dt:5
DOWNSLOPE10118 x:0.07 y:0.22 z:1.10 acc:1.12 inst:9.71 dt:5
DOWNSLOPE10124 x:0.07 y:0.22 z:1.10 acc:1.12 inst:9.69 dt:6
DOWNSLOPE10129 x:0.07 y:0.22 z:1.10 acc:1.12 inst:9.68 dt:5
DOWNSLOPE10134 x:0.07 y:0.22 z:1.10 acc:1.12 inst:9.67 dt:5
DOWNSLOPE10139 x:0.08 y:0.22 z:1.07 acc:1.10 inst:9.65 dt:5
DOWNSLOPE10144 x:0.08 y:0.22 z:1.07 acc:1.10 inst:9.64 dt:5
DOWNSLOPE10149 x:0.08 y:0.22 z:1.07 acc:1.10 inst:9.63 dt:5
DOWNSLOPE10154 x:0.08 y:0.22 z:1.07 acc:1.10 inst:9.61 dt:5
DOWNSLOPE10159 x:0.10 y:0.22 z:1.07 acc:1.10 inst:9.60 dt:5
DOWNSLOPE10165 x:0.10 y:0.22 z:1.07 acc:1.10 inst:9.59 dt:6
DOWNSLOPE10170 x:0.10 y:0.22 z:1.07 acc:1.10 inst:9.57 dt:5
DOWNSLOPE10175 x:0.10 y:0.22 z:1.07 acc:1.10 inst:9.56 dt:5
DOWNSLOPE10180 x:0.10 y:0.22 z:1.07 acc:1.10 inst:9.55 dt:5
DOWNSLOPE10186 x:0.10 y:0.22 z:1.09 acc:1.11 inst:9.53 dt:6
DOWNSLOPE10191 x:0.10 y:0.22 z:1.09 acc:1.11 inst:9.52 dt:5
DOWNSLOPE10196 x:0.10 y:0.22 z:1.09 acc:1.11 inst:9.51 dt:5
DOWNSLOPE10201 x:0.10 y:0.22 z:1.09 acc:1.11 inst:9.50 dt:5
DOWNSLOPE10207 x:0.10 y:0.22 z:1.09 acc:1.11 inst:9.48 dt:6
DOWNSLOPE10212 x:0.09 y:0.20 z:1.09 acc:1.11 inst:9.47 dt:5
DOWNSLOPE10217 x:0.09 y:0.20 z:1.09 acc:1.11 inst:9.46 dt:5
DOWNSLOPE10222 x:0.09 y:0.20 z:1.09 acc:1.11 inst:9.44 dt:5
DOWNSLOPE10227 x:0.09 y:0.20 z:1.09 acc:1.11 inst:9.43 dt:5
DOWNSLOPE10232 x:0.08 y:0.20 z:1.09 acc:1.11 inst:9.42 dt:5
DOWNSLOPE10237 x:0.08 y:0.20 z:1.09 acc:1.11 inst:9.41 dt:5
DOWNSLOPE10242 x:0.08 y:0.20 z:1.09 acc:1.11 inst:9.40 dt:5
DOWNSLOPE10248 x:0.08 y:0.20 z:1.09 acc:1.11 inst:9.38 dt:6
DOWNSLOPE10253 x:0.08 y:0.20 z:1.09 acc:1.11 inst:9.37 dt:5
DOWNSLOPE10259 x:0.07 y:0.21 z:1.07 acc:1.10 inst:9.35 dt:6
DOWNSLOPE10263 x:0.07 y:0.21 z:1.07 acc:1.10 inst:9.34 dt:4
DOWNSLOPE10268 x:0.07 y:0.21 z:1.07 acc:1.10 inst:9.33 dt:5
DOWNSLOPE10274 x:0.07 y:0.21 z:1.07 acc:1.10 inst:9.31 dt:6
DOWNSLOPE10279 x:0.07 y:0.21 z:1.07 acc:1.10 inst:9.30 dt:5
DOWNSLOPE10284 x:0.06 y:0.20 z:1.06 acc:1.08 inst:9.29 dt:5
DOWNSLOPE10289 x:0.06 y:0.20 z:1.06 acc:1.08 inst:9.28 dt:5
DOWNSLOPE10295 x:0.06 y:0.20 z:1.06 acc:1.08 inst:9.26 dt:6
DOWNSLOPE10300 x:0.06 y:0.20 z:1.06 acc:1.08 inst:9.25 dt:5
DOWNSLOPE10305 x:0.07 y:0.21 z:1.04 acc:1.07 inst:9.24 dt:5
DOWNSLOPE10310 x:0.07 y:0.21 z:1.04 acc:1.07 inst:9.23 dt:5
DOWNSLOPE10315 x:0.07 y:0.21 z:1.04 acc:1.07 inst:9.21 dt:5
DOWNSLOPE10320 x:0.07 y:0.21 z:1.04 acc:1.07 inst:9.20 dt:5
DOWNSLOPE10325 x:0.07 y:0.21 z:1.04 acc:1.07 inst:9.19 dt:5
DOWNSLOPE10330 x:0.05 y:0.21 z:1.04 acc:1.07 inst:9.18 dt:5
DOWNSLOPE10336 x:0.05 y:0.21 z:1.04 acc:1.07 inst:9.16 dt:6
DOWNSLOPE10341 x:0.05 y:0.21 z:1.04 acc:1.07 inst:9.15 dt:5
DOWNSLOPE10346 x:0.05 y:0.21 z:1.04 acc:1.07 inst:9.14 dt:5
DOWNSLOPE10352 x:0.05 y:0.21 z:1.04 acc:1.07 inst:9.12 dt:6
DOWNSLOPE10357 x:0.05 y:0.21 z:1.05 acc:1.07 inst:9.11 dt:5
DOWNSLOPE10362 x:0.05 y:0.21 z:1.05 acc:1.07 inst:9.10 dt:5
DOWNSLOPE10367 x:0.05 y:0.21 z:1.05 acc:1.07 inst:9.08 dt:5
DOWNSLOPE10372 x:0.05 y:0.21 z:1.05 acc:1.07 inst:9.07 dt:5
DOWNSLOPE10378 x:0.05 y:0.21 z:1.05 acc:1.07 inst:9.06 dt:6
DOWNSLOPE10383 x:0.05 y:0.21 z:1.05 acc:1.07 inst:9.04 dt:5
DOWNSLOPE10388 x:0.05 y:0.21 z:1.05 acc:1.07 inst:9.03 dt:5
DOWNSLOPE10393 x:0.05 y:0.21 z:1.05 acc:1.07 inst:9.02 dt:5
DOWNSLOPE10398 x:0.05 y:0.21 z:1.05 acc:1.07 inst:9.01 dt:5
DOWNSLOPE10403 x:0.05 y:0.21 z:1.05 acc:1.07 inst:8.99 dt:5
DOWNSLOPE10408 x:0.06 y:0.20 z:1.06 acc:1.08 inst:8.98 dt:5
DOWNSLOPE10413 x:0.06 y:0.20 z:1.06 acc:1.08 inst:8.97 dt:5
DOWNSLOPE10419 x:0.06 y:0.20 z:1.06 acc:1.08 inst:8.95 dt:6
DOWNSLOPE10424 x:0.06 y:0.20 z:1.06 acc:1.08 inst:8.94 dt:5
DOWNSLOPE10430 x:0.05 y:0.20 z:1.06 acc:1.08 inst:8.93 dt:6
DOWNSLOPE10435 x:0.05 y:0.20 z:1.06 acc:1.08 inst:8.91 dt:5
DOWNSLOPE10440 x:0.05 y:0.20 z:1.06 acc:1.08 inst:8.90 dt:5
DOWNSLOPE10445 x:0.05 y:0.20 z:1.06 acc:1.08 inst:8.89 dt:5
DOWNSLOPE10450 x:0.05 y:0.20 z:1.06 acc:1.08 inst:8.88 dt:5
DOWNSLOPE10455 x:0.07 y:0.20 z:1.06 acc:1.08 inst:8.86 dt:5
DOWNSLOPE10460 x:0.07 y:0.20 z:1.06 acc:1.08 inst:8.85 dt:5
DOWNSLOPE10466 x:0.07 y:0.20 z:1.06 acc:1.08 inst:8.84 dt:6
DOWNSLOPE10471 x:0.07 y:0.20 z:1.06 acc:1.08 inst:8.82 dt:5
DOWNSLOPE10476 x:0.07 y:0.20 z:1.06 acc:1.08 inst:8.81 dt:5
DOWNSLOPE10481 x:0.07 y:0.20 z:1.06 acc:1.08 inst:8.80 dt:5
DOWNSLOPE10486 x:0.07 y:0.20 z:1.06 acc:1.08 inst:8.78 dt:5
DOWNSLOPE10491 x:0.07 y:0.20 z:1.06 acc:1.08 inst:8.77 dt:5
DOWNSLOPE10496 x:0.07 y:0.20 z:1.06 acc:1.08 inst:8.76 dt:5
DOWNSLOPE10502 x:0.02 y:0.22 z:1.11 acc:1.13 inst:8.75 dt:6
DOWNSLOPE10507 x:0.02 y:0.22 z:1.11 acc:1.13 inst:8.73 dt:5
DOWNSLOPE10512 x:0.02 y:0.22 z:1.11 acc:1.13 inst:8.72 dt:5
DOWNSLOPE10518 x:0.02 y:0.22 z:1.11 acc:1.13 inst:8.71 dt:6
DOWNSLOPE10523 x:0.02 y:0.22 z:1.11 acc:1.13 inst:8.69 dt:5
DOWNSLOPE10528 x:-0.00 y:0.23 z:1.12 acc:1.15 inst:8.68 dt:5
DOWNSLOPE10533 x:-0.00 y:0.23 z:1.12 acc:1.15 inst:8.67 dt:5
DOWNSLOPE10538 x:-0.00 y:0.23 z:1.12 acc:1.15 inst:8.65 dt:5
DOWNSLOPE10543 x:-0.00 y:0.23 z:1.12 acc:1.15 inst:8.64 dt:5
DOWNSLOPE10549 x:-0.00 y:0.23 z:1.12 acc:1.15 inst:8.63 dt:6
DOWNSLOPE10555 x:0.02 y:0.21 z:1.09 acc:1.11 inst:8.61 dt:6
DOWNSLOPE10559 x:0.02 y:0.21 z:1.09 acc:1.11 inst:8.60 dt:4
DOWNSLOPE10565 x:0.02 y:0.21 z:1.09 acc:1.11 inst:8.59 dt:6
DOWNSLOPE10570 x:0.02 y:0.21 z:1.09 acc:1.11 inst:8.57 dt:5
DOWNSLOPE10575 x:0.02 y:0.21 z:1.09 acc:1.11 inst:8.56 dt:5
DOWNSLOPE10580 x:0.04 y:0.20 z:1.07 acc:1.09 inst:8.55 dt:5
DOWNSLOPE10585 x:0.04 y:0.20 z:1.07 acc:1.09 inst:8.54 dt:5
DOWNSLOPE10591 x:0.04 y:0.20 z:1.07 acc:1.09 inst:8.52 dt:6
DOWNSLOPE10596 x:0.04 y:0.20 z:1.07 acc:1.09 inst:8.51 dt:5
DOWNSLOPE10601 x:0.06 y:0.19 z:1.06 acc:1.08 inst:8.50 dt:5
DOWNSLOPE10606 x:0.06 y:0.19 z:1.06 acc:1.08 inst:8.48 dt:5
DOWNSLOPE10611 x:0.06 y:0.19 z:1.06 acc:1.08 inst:8.47 dt:5
DOWNSLOPE10616 x:0.06 y:0.19 z:1.06 acc:1.08 inst:8.46 dt:5
DOWNSLOPE10621 x:0.06 y:0.19 z:1.06 acc:1.08 inst:8.45 dt:5
DOWNSLOPE10626 x:0.02 y:0.25 z:1.08 acc:1.11 inst:8.44 dt:5
DOWNSLOPE10632 x:0.02 y:0.25 z:1.08 acc:1.11 inst:8.42 dt:6
DOWNSLOPE10637 x:0.02 y:0.25 z:1.08 acc:1.11 inst:8.41 dt:5
DOWNSLOPE10642 x:0.02 y:0.25 z:1.08 acc:1.11 inst:8.40 dt:5
DOWNSLOPE10648 x:0.02 y:0.25 z:1.08 acc:1.11 inst:8.38 dt:6
DOWNSLOPE10653 x:0.04 y:0.24 z:1.08 acc:1.11 inst:8.37 dt:5
DOWNSLOPE10658 x:0.04 y:0.24 z:1.08 acc:1.11 inst:8.35 dt:5
DOWNSLOPE10663 x:0.04 y:0.24 z:1.08 acc:1.11 inst:8.34 dt:5
DOWNSLOPE10668 x:0.04 y:0.24 z:1.08 acc:1.11 inst:8.33 dt:5
DOWNSLOPE10673 x:0.06 y:0.22 z:1.08 acc:1.10 inst:8.32 dt:5
DOWNSLOPE10679 x:0.06 y:0.22 z:1.08 acc:1.10 inst:8.30 dt:6
DOWNSLOPE10684 x:0.06 y:0.22 z:1.08 acc:1.10 inst:8.29 dt:5
DOWNSLOPE10689 x:0.06 y:0.22 z:1.08 acc:1.10 inst:8.28 dt:5
DOWNSLOPE10694 x:0.06 y:0.22 z:1.08 acc:1.10 inst:8.27 dt:5
DOWNSLOPE10699 x:0.06 y:0.22 z:1.08 acc:1.10 inst:8.25 dt:5
DOWNSLOPE10704 x:0.06 y:0.21 z:1.09 acc:1.11 inst:8.24 dt:5
DOWNSLOPE10709 x:0.06 y:0.21 z:1.09 acc:1.11 inst:8.23 dt:5
DOWNSLOPE10714 x:0.06 y:0.21 z:1.09 acc:1.11 inst:8.22 dt:5
DOWNSLOPE10720 x:0.06 y:0.21 z:1.09 acc:1.11 inst:8.20 dt:6
DOWNSLOPE10726 x:0.06 y:0.18 z:1.08 acc:1.09 inst:8.19 dt:6
DOWNSLOPE10731 x:0.06 y:0.18 z:1.08 acc:1.09 inst:8.17 dt:5
DOWNSLOPE10736 x:0.06 y:0.18 z:1.08 acc:1.09 inst:8.16 dt:5
DOWNSLOPE10741 x:0.06 y:0.18 z:1.08 acc:1.09 inst:8.15 dt:5
DOWNSLOPE10746 x:0.06 y:0.18 z:1.08 acc:1.09 inst:8.14 dt:5
DOWNSLOPE10751 x:0.06 y:0.21 z:1.07 acc:1.09 inst:8.12 dt:5
DOWNSLOPE10756 x:0.06 y:0.21 z:1.07 acc:1.09 inst:8.11 dt:5
DOWNSLOPE10762 x:0.06 y:0.21 z:1.07 acc:1.09 inst:8.10 dt:6
DOWNSLOPE10767 x:0.06 y:0.21 z:1.07 acc:1.09 inst:8.08 dt:5
DOWNSLOPE10772 x:0.06 y:0.21 z:1.07 acc:1.09 inst:8.07 dt:5
DOWNSLOPE10777 x:0.07 y:0.22 z:1.07 acc:1.10 inst:8.06 dt:5
DOWNSLOPE10782 x:0.07 y:0.22 z:1.07 acc:1.10 inst:8.05 dt:5
DOWNSLOPE10787 x:0.07 y:0.22 z:1.07 acc:1.10 inst:8.03 dt:5
DOWNSLOPE10792 x:0.07 y:0.22 z:1.07 acc:1.10 inst:8.02 dt:5
DOWNSLOPE10798 x:0.06 y:0.21 z:1.07 acc:1.09 inst:8.01 dt:6
DOWNSLOPE10803 x:0.06 y:0.21 z:1.07 acc:1.09 inst:7.99 dt:5
DOWNSLOPE10809 x:0.06 y:0.21 z:1.07 acc:1.09 inst:7.98 dt:6
DOWNSLOPE10814 x:0.06 y:0.21 z:1.07 acc:1.09 inst:7.97 dt:5
DOWNSLOPE10819 x:0.06 y:0.21 z:1.07 acc:1.09 inst:7.95 dt:5
DOWNSLOPE10824 x:0.07 y:0.20 z:1.08 acc:1.10 inst:7.94 dt:5
DOWNSLOPE10829 x:0.07 y:0.20 z:1.08 acc:1.10 inst:7.93 dt:5
DOWNSLOPE10834 x:0.07 y:0.20 z:1.08 acc:1.10 inst:7.92 dt:5
DOWNSLOPE10839 x:0.07 y:0.20 z:1.08 acc:1.10 inst:7.90 dt:5
DOWNSLOPE10844 x:0.07 y:0.20 z:1.08 acc:1.10 inst:7.89 dt:5
DOWNSLOPE10850 x:0.07 y:0.22 z:1.08 acc:1.10 inst:7.88 dt:6
DOWNSLOPE10855 x:0.07 y:0.22 z:1.08 acc:1.10 inst:7.86 dt:5
DOWNSLOPE10860 x:0.07 y:0.22 z:1.08 acc:1.10 inst:7.85 dt:5
DOWNSLOPE10865 x:0.07 y:0.22 z:1.08 acc:1.10 inst:7.84 dt:5
DOWNSLOPE10870 x:0.06 y:0.19 z:1.08 acc:1.10 inst:7.82 dt:5
DOWNSLOPE10875 x:0.06 y:0.19 z:1.08 acc:1.10 inst:7.81 dt:5
DOWNSLOPE10880 x:0.06 y:0.19 z:1.08 acc:1.10 inst:7.80 dt:5
DOWNSLOPE10885 x:0.06 y:0.19 z:1.08 acc:1.10 inst:7.79 dt:5
DOWNSLOPE10892 x:0.06 y:0.19 z:1.08 acc:1.10 inst:7.77 dt:7
DOWNSLOPE10897 x:0.06 y:0.19 z:1.07 acc:1.09 inst:7.76 dt:5
DOWNSLOPE10902 x:0.06 y:0.19 z:1.07 acc:1.09 inst:7.75 dt:5
DOWNSLOPE10907 x:0.06 y:0.19 z:1.07 acc:1.09 inst:7.73 dt:5
DOWNSLOPE10912 x:0.06 y:0.19 z:1.07 acc:1.09 inst:7.72 dt:5
DOWNSLOPE10917 x:0.06 y:0.19 z:1.07 acc:1.09 inst:7.71 dt:5
DOWNSLOPE10922 x:0.05 y:0.20 z:1.08 acc:1.10 inst:7.69 dt:5
DOWNSLOPE10927 x:0.05 y:0.20 z:1.08 acc:1.10 inst:7.68 dt:5
DOWNSLOPE10933 x:0.05 y:0.20 z:1.08 acc:1.10 inst:7.67 dt:6
DOWNSLOPE10938 x:0.05 y:0.20 z:1.08 acc:1.10 inst:7.65 dt:5
DOWNSLOPE10943 x:0.05 y:0.20 z:1.08 acc:1.10 inst:7.64 dt:5
DOWNSLOPE10948 x:0.05 y:0.20 z:1.08 acc:1.10 inst:7.63 dt:5
DOWNSLOPE10953 x:0.05 y:0.20 z:1.08 acc:1.10 inst:7.62 dt:5
DOWNSLOPE10958 x:0.05 y:0.20 z:1.08 acc:1.10 inst:7.61 dt:5
DOWNSLOPE10963 x:0.05 y:0.20 z:1.08 acc:1.10 inst:7.59 dt:5
DOWNSLOPE10969 x:0.07 y:0.20 z:1.11 acc:1.13 inst:7.58 dt:6
DOWNSLOPE10975 x:0.07 y:0.20 z:1.11 acc:1.13 inst:7.56 dt:6
DOWNSLOPE10980 x:0.07 y:0.20 z:1.11 acc:1.13 inst:7.55 dt:5
DOWNSLOPE10985 x:0.07 y:0.20 z:1.11 acc:1.13 inst:7.54 dt:5
DOWNSLOPE10990 x:0.07 y:0.20 z:1.11 acc:1.13 inst:7.53 dt:5
DOWNSLOPE10995 x:0.07 y:0.20 z:1.08 acc:1.10 inst:7.51 dt:5
DOWNSLOPE11000 x:0.07 y:0.20 z:1.08 acc:1.10 inst:7.50 dt:5
DOWNSLOPE11005 x:0.07 y:0.20 z:1.08 acc:1.10 inst:7.49 dt:5
DOWNSLOPE11010 x:0.07 y:0.20 z:1.08 acc:1.10 inst:7.48 dt:5
DOWNSLOPE11016 x:0.08 y:0.19 z:1.06 acc:1.08 inst:7.46 dt:6
DOWNSLOPE11021 x:0.08 y:0.19 z:1.06 acc:1.08 inst:7.45 dt:5
DOWNSLOPE11026 x:0.08 y:0.19 z:1.06 acc:1.08 inst:7.44 dt:5
DOWNSLOPE11031 x:0.08 y:0.19 z:1.06 acc:1.08 inst:7.42 dt:5
DOWNSLOPE11036 x:0.08 y:0.19 z:1.06 acc:1.08 inst:7.41 dt:5
DOWNSLOPE11042 x:0.08 y:0.19 z:1.06 acc:1.08 inst:7.40 dt:6
DOWNSLOPE11046 x:0.08 y:0.19 z:1.06 acc:1.08 inst:7.39 dt:4
DOWNSLOPE11051 x:0.08 y:0.19 z:1.06 acc:1.08 inst:7.37 dt:5
DOWNSLOPE11057 x:0.08 y:0.19 z:1.06 acc:1.08 inst:7.36 dt:6
DOWNSLOPE11063 x:0.08 y:0.19 z:1.06 acc:1.08 inst:7.34 dt:6
DOWNSLOPE11068 x:0.06 y:0.20 z:1.09 acc:1.11 inst:7.33 dt:5
DOWNSLOPE11073 x:0.06 y:0.20 z:1.09 acc:1.11 inst:7.32 dt:5
DOWNSLOPE11078 x:0.06 y:0.20 z:1.09 acc:1.11 inst:7.31 dt:5
DOWNSLOPE11083 x:0.06 y:0.20 z:1.09 acc:1.11 inst:7.29 dt:5
DOWNSLOPE11088 x:0.06 y:0.21 z:1.11 acc:1.13 inst:7.28 dt:5
DOWNSLOPE11093 x:0.06 y:0.21 z:1.11 acc:1.13 inst:7.27 dt:5
DOWNSLOPE11098 x:0.06 y:0.21 z:1.11 acc:1.13 inst:7.26 dt:5
DOWNSLOPE11104 x:0.06 y:0.21 z:1.11 acc:1.13 inst:7.24 dt:6
DOWNSLOPE11109 x:0.06 y:0.21 z:1.11 acc:1.13 inst:7.23 dt:5
DOWNSLOPE11114 x:0.06 y:0.20 z:1.09 acc:1.11 inst:7.22 dt:5
DOWNSLOPE11119 x:0.06 y:0.20 z:1.09 acc:1.11 inst:7.20 dt:5
DOWNSLOPE11124 x:0.06 y:0.20 z:1.09 acc:1.11 inst:7.19 dt:5
DOWNSLOPE11129 x:0.06 y:0.20 z:1.09 acc:1.11 inst:7.18 dt:5
DOWNSLOPE11135 x:0.06 y:0.20 z:1.09 acc:1.11 inst:7.16 dt:6
DOWNSLOPE11140 x:0.07 y:0.19 z:1.08 acc:1.10 inst:7.15 dt:5
DOWNSLOPE11146 x:0.07 y:0.19 z:1.08 acc:1.10 inst:7.14 dt:6
DOWNSLOPE11151 x:0.07 y:0.19 z:1.08 acc:1.10 inst:7.12 dt:5
DOWNSLOPE11156 x:0.07 y:0.19 z:1.08 acc:1.10 inst:7.11 dt:5
DOWNSLOPE11161 x:0.08 y:0.19 z:1.07 acc:1.09 inst:7.10 dt:5
DOWNSLOPE11166 x:0.08 y:0.19 z:1.07 acc:1.09 inst:7.09 dt:5
DOWNSLOPE11171 x:0.08 y:0.19 z:1.07 acc:1.09 inst:7.07 dt:5
DOWNSLOPE11176 x:0.08 y:0.19 z:1.07 acc:1.09 inst:7.06 dt:5
DOWNSLOPE11181 x:0.08 y:0.19 z:1.07 acc:1.09 inst:7.05 dt:5
DOWNSLOPE11187 x:0.08 y:0.21 z:1.07 acc:1.09 inst:7.03 dt:6
DOWNSLOPE11192 x:0.08 y:0.21 z:1.07 acc:1.09 inst:7.02 dt:5
DOWNSLOPE11197 x:0.08 y:0.21 z:1.07 acc:1.09 inst:7.01 dt:5
DOWNSLOPE11202 x:0.08 y:0.21 z:1.07 acc:1.09 inst:7.00 dt:5
DOWNSLOPE11207 x:0.08 y:0.21 z:1.07 acc:1.09 inst:6.98 dt:5
DOWNSLOPE11213 x:0.09 y:0.21 z:1.09 acc:1.12 inst:6.97 dt:6
DOWNSLOPE11218 x:0.09 y:0.21 z:1.09 acc:1.12 inst:6.96 dt:5
DOWNSLOPE11223 x:0.09 y:0.21 z:1.09 acc:1.12 inst:6.94 dt:5
DOWNSLOPE11228 x:0.09 y:0.21 z:1.09 acc:1.12 inst:6.93 dt:5
DOWNSLOPE11234 x:0.09 y:0.21 z:1.09 acc:1.12 inst:6.92 dt:6
DOWNSLOPE11239 x:0.08 y:0.21 z:1.09 acc:1.12 inst:6.90 dt:5
DOWNSLOPE11244 x:0.08 y:0.21 z:1.09 acc:1.12 inst:6.89 dt:5
DOWNSLOPE11249 x:0.08 y:0.21 z:1.09 acc:1.12 inst:6.88 dt:5
DOWNSLOPE11254 x:0.08 y:0.21 z:1.09 acc:1.12 inst:6.86 dt:5
DOWNSLOPE11259 x:0.08 y:0.20 z:1.07 acc:1.09 inst:6.85 dt:5
DOWNSLOPE11264 x:0.08 y:0.20 z:1.07 acc:1.09 inst:6.84 dt:5
DOWNSLOPE11269 x:0.08 y:0.20 z:1.07 acc:1.09 inst:6.83 dt:5
DOWNSLOPE11275 x:0.08 y:0.20 z:1.07 acc:1.09 inst:6.81 dt:6
DOWNSLOPE11280 x:0.08 y:0.20 z:1.07 acc:1.09 inst:6.80 dt:5
DOWNSLOPE11286 x:0.07 y:0.20 z:1.06 acc:1.08 inst:6.78 dt:6
DOWNSLOPE11290 x:0.07 y:0.20 z:1.06 acc:1.08 inst:6.78 dt:4
DOWNSLOPE11295 x:0.07 y:0.20 z:1.06 acc:1.08 inst:6.76 dt:5
DOWNSLOPE11301 x:0.07 y:0.20 z:1.06 acc:1.08 inst:6.75 dt:6
DOWNSLOPE11306 x:0.07 y:0.20 z:1.06 acc:1.08 inst:6.74 dt:5
DOWNSLOPE11311 x:0.07 y:0.21 z:1.07 acc:1.09 inst:6.72 dt:5
DOWNSLOPE11317 x:0.07 y:0.21 z:1.07 acc:1.09 inst:6.71 dt:6
DOWNSLOPE11322 x:0.07 y:0.21 z:1.07 acc:1.09 inst:6.70 dt:5
DOWNSLOPE11327 x:0.07 y:0.21 z:1.07 acc:1.09 inst:6.68 dt:5
DOWNSLOPE11332 x:0.07 y:0.20 z:1.07 acc:1.10 inst:6.67 dt:5
DOWNSLOPE11337 x:0.07 y:0.20 z:1.07 acc:1.10 inst:6.66 dt:5
DOWNSLOPE11342 x:0.07 y:0.20 z:1.07 acc:1.10 inst:6.65 dt:5
DOWNSLOPE11347 x:0.07 y:0.20 z:1.07 acc:1.10 inst:6.63 dt:5
DOWNSLOPE11352 x:0.07 y:0.20 z:1.07 acc:1.10 inst:6.62 dt:5
DOWNSLOPE11358 x:0.07 y:0.19 z:1.07 acc:1.09 inst:6.61 dt:6
DOWNSLOPE11363 x:0.07 y:0.19 z:1.07 acc:1.09 inst:6.59 dt:5
DOWNSLOPE11368 x:0.07 y:0.19 z:1.07 acc:1.09 inst:6.58 dt:5
DOWNSLOPE11373 x:0.07 y:0.19 z:1.07 acc:1.09 inst:6.57 dt:5
DOWNSLOPE11378 x:0.07 y:0.19 z:1.07 acc:1.09 inst:6.56 dt:5
DOWNSLOPE11384 x:0.07 y:0.20 z:1.07 acc:1.09 inst:6.54 dt:6
DOWNSLOPE11389 x:0.07 y:0.20 z:1.07 acc:1.09 inst:6.53 dt:5
DOWNSLOPE11394 x:0.07 y:0.20 z:1.07 acc:1.09 inst:6.52 dt:5
DOWNSLOPE11400 x:0.07 y:0.20 z:1.07 acc:1.09 inst:6.50 dt:6
DOWNSLOPE11405 x:0.07 y:0.20 z:1.07 acc:1.09 inst:6.49 dt:5
DOWNSLOPE11410 x:0.05 y:0.20 z:1.06 acc:1.08 inst:6.48 dt:5
DOWNSLOPE11415 x:0.05 y:0.20 z:1.06 acc:1.08 inst:6.46 dt:5
DOWNSLOPE11420 x:0.05 y:0.20 z:1.06 acc:1.08 inst:6.45 dt:5
DOWNSLOPE11425 x:0.05 y:0.20 z:1.06 acc:1.08 inst:6.44 dt:5
DOWNSLOPE11430 x:0.07 y:0.19 z:1.06 acc:1.08 inst:6.43 dt:5
DOWNSLOPE11435 x:0.07 y:0.19 z:1.06 acc:1.08 inst:6.41 dt:5
DOWNSLOPE11440 x:0.07 y:0.19 z:1.06 acc:1.08 inst:6.40 dt:5
DOWNSLOPE11446 x:0.07 y:0.19 z:1.06 acc:1.08 inst:6.39 dt:6
DOWNSLOPE11451 x:0.07 y:0.19 z:1.06 acc:1.08 inst:6.37 dt:5
DOWNSLOPE11457 x:0.07 y:0.18 z:1.06 acc:1.07 inst:6.36 dt:6
DOWNSLOPE11462 x:0.07 y:0.18 z:1.06 acc:1.07 inst:6.35 dt:5
DOWNSLOPE11467 x:0.07 y:0.18 z:1.06 acc:1.07 inst:6.33 dt:5
DOWNSLOPE11472 x:0.07 y:0.18 z:1.06 acc:1.07 inst:6.32 dt:5
DOWNSLOPE11477 x:0.07 y:0.18 z:1.06 acc:1.07 inst:6.31 dt:5
