Finished setup, waiting to start, PID: p:0.02 i(x100):0.00 d(x10):1.00 iCap:10000
UPLoading
1.10 4.00 2.00 10.00 5.00 1.00 0.00 
DOWNSLOPE10008 x:0.06 y:0.17 z:1.06 acc:1.08 inst:9.98 dt:5
DOWNSLOPE10013 x:0.08 y:0.20 z:1.08 acc:1.10 inst:9.97 dt:5
DOWNSLOPE10018 x:0.08 y:0.20 z:1.08 acc:1.10 inst:9.96 dt:5
DOWNSLOPE10023 x:0.08 y:0.20 z:1.08 acc:1.10 inst:9.94 dt:5
DOWNSLOPE10028 x:0.08 y:0.20 z:1.08 acc:1.10 instacc:1.10 inst:9.92 dt:6
DOWNSLOPE10039 x:0.06 y:0.21 z:1.08 acc:1.10 inst:9.90 dt:5
DOWNSLOPE10044 x:0.06 y:0.21 z:1.08 acc:1.10 inst:9.89 dt:5
DOWNSLOPE10049 x:0.06 y:0.21 z:1.08 acc:1.10 inst:9.88 dt:5
DOWNSLOPE10054 x:0.06 y:0.21 z:1.08 acc:1.10 inst:9.86 dt:5
DOWNSLOPE10060 x:0.05 y:0.23 z:1.07 acc:1.09 inst:9.85 dt:6
DOWNSLOPE10065 x:0.05 y:0.23 z:1.07 acc:1.09 inst:9.84 dt:5
DOWNSLOPE10070 x:0.05 y:0.23 z:1.07 acc:1.0:9.93 dt:5
DOWNSLOPE10034 x:0.06 y:0.21 z:1.08 9 inst:9.82 dt:5
DOWNSLOPE10076 x:0.05 y:0.23 z:1.07 acc:1.09 inst:9.81 dt:6
DOWNSLOPE10081 x:0.05 y:0.23 z:1.07 acc:1.09 inst:9.80 dt:5
DOWNSLOPE10086 x:0.07 y:0.23 z:1.07 acc:1.10 inst:9.78 dt:5
DOWNSLOPE10091 x:0.07 y:0.23 z:1.07 acc:1.10 inst:9.77 dt:5
DOWNSLOPE10096 x:0.07 y:0.23 z:1.07 acc:1.10 inst:9.76 dt:5
DOWNSLOPE10101 x:0.07 y:0.23 z:1.07 acc:1.10 inst:9.75 dt:5
DOWNSLOPE10106 x:0.08 y:0.21 z:1.07 acc:1.09 inst:9.73 dt:5
DOWNSLOPE10111 x:0.08 y:0.21 z:1.07 acc:1.09 inst:9.72 dt:5
DOWNSLOPE10116 x:0.08 y:0.21 z:1.07 acc:1.09 inst:9.71 dt:5
DOWNSLOPE10122 x:0.08 y:0.21 z:1.07 acc:1.09 inst:9.69 dt:6
DOWNSLOPE10127 x:0.08 y:0.21 z:1.07 acc:1.09 inst:9.68 dt:5
DOWNSLOPE10133 x:0.07 y:0.18 z:1.11 acc:1.12 inst:9.67 dt:6
DOWNSLOPE10137 x:0.07 y:0.18 z:1.11 acc:1.12 inst:9.66 dt:4
DOWNSLOPE10143 x:0.07 y:0.18 z:1.11 acc:1.12 inst:9.64 dt:6
DOWNSLOPE10148 x:0.07 y:0.18 z:1.11 acc:1.12 inst:9.63 dt:5
DOWNSLOPE10153 x:0.07 y:0.18 z:1.11 acc:1.12 inst:9.62 dt:5
DOWNSLOPE10158 x:0.08 y:0.21 z:1.08 acc:1.10 inst:9.60 dt:5
DOWNSLOPE10164 x:0.08 y:0.21 z:1.08 acc:1.10 inst:9.59 dt:6
DOWNSLOPE10169 x:0.08 y:0.21 z:1.08 acc:1.10 inst:9.58 dt:5
DOWNSLOPE10174 x:0.08 y:0.21 z:1.08 acc:1.10 inst:9.56 dt:5
DOWNSLOPE10179 x:0.08 y:0.21 z:1.08 acc:1.10 inst:9.55 dt:5
DOWNSLOPE10184 x:0.10 y:0.23 z:1.08 acc:1.10 inst:9.54 dt:5
DOWNSLOPE10189 x:0.10 y:0.23 z:1.08 acc:1.10 inst:9.53 dt:5
DOWNSLOPE10194 x:0.10 y:0.23 z:1.08 acc:1.10 inst:9.52 dt:5
DOWNSLOPE10199 x:0.10 y:0.23 z:1.08 acc:1.10 inst:9.50 dt:5
DOWNSLOPE10205 x:0.10 y:0.23 z:1.08 acc:1.11 inst:9.49 dt:6
DOWNSLOPE10210 x:0.10 y:0.23 z:1.08 acc:1.11 inst:9.48 dt:5
DOWNSLOPE10215 x:0.10 y:0.23 z:1.08 acc:1.11 inst:9.46 dt:5
DOWNSLOPE10220 x:0.10 y:0.23 z:1.08 acc:1.11 inst:9.45 dt:5
DOWNSLOPE10226 x:0.10 y:0.23 z:1.08 acc:1.11 inst:9.44 dt:6
DOWNSLOPE10231 x:0.05 y:0.24 z:1.12 acc:1.15 inst:9.42 dt:5
DOWNSLOPE10236 x:0.05 y:0.24 z:1.12 acc:1.15 inst:9.41 dt:5
DOWNSLOPE10241 x:0.05 y:0.24 z:1.12 acc:1.15 inst:9.40 dt:5
DOWNSLOPE10247 x:0.05 y:0.24 z:1.12 acc:1.15 inst:9.38 dt:6
DOWNSLOPE10252 x:0.05 y:0.24 z:1.12 acc:1.15 inst:9.37 dt:5
DOWNSLOPE10257 x:0.06 y:0.27 z:1.15 acc:1.18 inst:9.36 dt:5
DOWNSLOPE10262 x:0.06 y:0.27 z:1.15 acc:1.18 inst:9.35 dt:5
DOWNSLOPE10267 x:0.06 y:0.27 z:1.15 acc:1.18 inst:9.33 dt:5
DOWNSLOPE10272 x:0.06 y:0.27 z:1.15 acc:1.18 inst:9.32 dt:5
DOWNSLOPE10277 x:0.06 y:0.27 z:1.15 acc:1.18 inst:9.31 dt:5
DOWNSLOPE10282 x:0.07 y:0.26 z:1.10 acc:1.13 inst:9.30 dt:5
DOWNSLOPE10288 x:0.07 y:0.26 z:1.10 acc:1.13 inst:9.28 dt:6
DOWNSLOPE10293 x:0.07 y:0.26 z:1.10 acc:1.13 inst:9.27 dt:5
DOWNSLOPE10298 x:0.07 y:0.26 z:1.10 acc:1.13 inst:9.26 dt:5
DOWNSLOPE10304 x:0.07 y:0.26 z:1.07 acc:1.11 inst:9.24 dt:6
DOWNSLOPE10309 x:0.07 y:0.26 z:1.07 acc:1.11 inst:9.23 dt:5
DOWNSLOPE10314 x:0.07 y:0.26 z:1.07 acc:1.11 inst:9.22 dt:5
DOWNSLOPE10319 x:0.07 y:0.26 z:1.07 acc:1.11 inst:9.20 dt:5
DOWNSLOPE10324 x:0.07 y:0.26 z:1.07 acc:1.11 inst:9.19 dt:5
DOWNSLOPE10329 x:0.06 y:0.24 z:1.06 acc:1.09 inst:9.18 dt:5
DOWNSLOPE10335 x:0.06 y:0.24 z:1.06 acc:1.09 inst:9.16 dt:6
DOWNSLOPE10340 x:0.06 y:0.24 z:1.06 acc:1.09 inst:9.15 dt:5
DOWNSLOPE10345 x:0.06 y:0.24 z:1.06 acc:1.09 inst:9.14 dt:5
DOWNSLOPE10350 x:0.06 y:0.24 z:1.06 acc:1.09 inst:9.13 dt:5
DOWNSLOPE10355 x:0.12 y:0.21 z:1.07 acc:1.10 inst:9.11 dt:5
DOWNSLOPE10360 x:0.12 y:0.21 z:1.07 acc:1.10 inst:9.10 dt:5
DOWNSLOPE10365 x:0.12 y:0.21 z:1.07 acc:1.10 inst:9.09 dt:5
DOWNSLOPE10370 x:0.12 y:0.21 z:1.07 acc:1.10 inst:9.07 dt:5
DOWNSLOPE10377 x:0.08 y:0.23 z:1.07 acc:1.10 inst:9.06 dt:7
DOWNSLOPE10381 x:0.08 y:0.23 z:1.07 acc:1.10 inst:9.05 dt:4
DOWNSLOPE10386 x:0.08 y:0.23 z:1.07 acc:1.10 inst:9.03 dt:5
DOWNSLOPE10392 x:0.08 y:0.23 z:1.07 acc:1.10 inst:9.02 dt:6
DOWNSLOPE10397 x:0.08 y:0.23 z:1.07 acc:1.10 inst:9.01 dt:5
DOWNSLOPE10402 x:0.07 y:0.25 z:1.08 acc:1.11 inst:9.00 dt:5
DOWNSLOPE10407 x:0.07 y:0.25 z:1.08 acc:1.11 inst:8.98 dt:5
DOWNSLOPE10412 x:0.07 y:0.25 z:1.08 acc:1.11 inst:8.97 dt:5
DOWNSLOPE10418 x:0.07 y:0.25 z:1.08 acc:1.11 inst:8.96 dt:6
DOWNSLOPE10423 x:0.07 y:0.25 z:1.08 acc:1.11 inst:8.94 dt:5
DOWNSLOPE10428 x:0.07 y:0.24 z:1.07 acc:1.10 inst:8.93 dt:5
DOWNSLOPE10433 x:0.07 y:0.24 z:1.07 acc:1.10 inst:8.92 dt:5
DOWNSLOPE10438 x:0.07 y:0.24 z:1.07 acc:1.10 inst:8.90 dt:5
DOWNSLOPE10443 x:0.07 y:0.24 z:1.07 acc:1.10 inst:8.89 dt:5
DOWNSLOPE10448 x:0.06 y:0.25 z:1.08 acc:1.11 inst:8.88 dt:5
DOWNSLOPE10453 x:0.06 y:0.25 z:1.08 acc:1.11 inst:8.87 dt:5
DOWNSLOPE10459 x:0.06 y:0.25 z:1.08 acc:1.11 inst:8.85 dt:6
DOWNSLOPE10464 x:0.06 y:0.25 z:1.08 acc:1.11 inst:8.84 dt:5
DOWNSLOPE10470 x:0.06 y:0.25 z:1.08 acc:1.11 inst:8.82 dt:6
DOWNSLOPE10475 x:0.05 y:0.26 z:1.09 acc:1.13 inst:8.81 dt:5
DOWNSLOPE10480 x:0.05 y:0.26 z:1.09 acc:1.13 inst:8.80 dt:5
DOWNSLOPE10485 x:0.05 y:0.26 z:1.09 acc:1.13 inst:8.79 dt:5
DOWNSLOPE10490 x:0.05 y:0.26 z:1.09 acc:1.13 inst:8.77 dt:5
DOWNSLOPE10495 x:0.05 y:0.26 z:1.09 acc:1.13 inst:8.76 dt:5
DOWNSLOPE10500 x:0.07 y:0.25 z:1.09 acc:1.12 inst:8.75 dt:5
DOWNSLOPE10506 x:0.07 y:0.25 z:1.09 acc:1.12 inst:8.73 dt:6
DOWNSLOPE10511 x:0.07 y:0.25 z:1.09 acc:1.12 inst:8.72 dt:5
DOWNSLOPE10516 x:0.07 y:0.25 z:1.09 acc:1.12 inst:8.71 dt:5
DOWNSLOPE10521 x:0.07 y:0.25 z:1.09 acc:1.12 inst:8.70 dt:5
DOWNSLOPE10526 x:0.07 y:0.25 z:1.09 acc:1.12 inst:8.69 dt:5
DOWNSLOPE10531 x:0.07 y:0.25 z:1.09 acc:1.12 inst:8.67 dt:5
DOWNSLOPE10536 x:0.07 y:0.25 z:1.09 acc:1.12 inst:8.66 dt:5
DOWNSLOPE10541 x:0.07 y:0.25 z:1.09 acc:1.12 inst:8.65 dt:5
DOWNSLOPE10548 x:0.07 y:0.24 z:1.08 acc:1.11 inst:8.63 dt:7
DOWNSLOPE10553 x:0.07 y:0.24 z:1.08 acc:1.11 inst:8.62 dt:5
DOWNSLOPE10558 x:0.07 y:0.24 z:1.08 acc:1.11 inst:8.60 dt:5
DOWNSLOPE10563 x:0.07 y:0.24 z:1.08 acc:1.11 inst:8.59 dt:5
DOWNSLOPE10568 x:0.07 y:0.24 z:1.08 acc:1.11 inst:8.58 dt:5
DOWNSLOPE10573 x:0.08 y:0.23 z:1.07 acc:1.09 inst:8.57 dt:5
DOWNSLOPE10578 x:0.08 y:0.23 z:1.07 acc:1.09 inst:8.56 dt:5
DOWNSLOPE10583 x:0.08 y:0.23 z:1.07 acc:1.09 inst:8.54 dt:5
DOWNSLOPE10589 x:0.08 y:0.23 z:1.07 acc:1.09 inst:8.53 dt:6
DOWNSLOPE10594 x:0.08 y:0.23 z:1.07 acc:1.09 inst:8.52 dt:5
DOWNSLOPE10599 x:0.07 y:0.23 z:1.08 acc:1.11 inst:8.50 dt:5
DOWNSLOPE10604 x:0.07 y:0.23 z:1.08 acc:1.11 inst:8.49 dt:5
DOWNSLOPE10609 x:0.07 y:0.23 z:1.08 acc:1.11 inst:8.48 dt:5
DOWNSLOPE10614 x:0.07 y:0.23 z:1.08 acc:1.11 inst:8.47 dt:5
DOWNSLOPE10619 x:0.07 y:0.23 z:1.08 acc:1.11 inst:8.45 dt:5
DOWNSLOPE10625 x:0.06 y:0.22 z:1.08 acc:1.10 inst:8.44 dt:6
DOWNSLOPE10630 x:0.06 y:0.22 z:1.08 acc:1.10 inst:8.43 dt:5
DOWNSLOPE10636 x:0.06 y:0.22 z:1.08 acc:1.10 inst:8.41 dt:6
DOWNSLOPE10641 x:0.06 y:0.22 z:1.08 acc:1.10 inst:8.40 dt:5
DOWNSLOPE10646 x:0.06 y:0.22 z:1.08 acc:1.10 inst:8.39 dt:5
DOWNSLOPE10651 x:0.07 y:0.23 z:1.08 acc:1.10 inst:8.37 dt:5
DOWNSLOPE10656 x:0.07 y:0.23 z:1.08 acc:1.10 inst:8.36 dt:5
DOWNSLOPE10661 x:0.07 y:0.23 z:1.08 acc:1.10 inst:8.35 dt:5
DOWNSLOPE10666 x:0.07 y:0.23 z:1.08 acc:1.10 inst:8.34 dt:5
DOWNSLOPE10672 x:0.07 y:0.23 z:1.08 acc:1.11 inst:8.32 dt:6
DOWNSLOPE10677 x:0.07 y:0.23 z:1.08 acc:1.11 inst:8.31 dt:5
DOWNSLOPE10682 x:0.07 y:0.23 z:1.08 acc:1.11 inst:8.30 dt:5
DOWNSLOPE10687 x:0.07 y:0.23 z:1.08 acc:1.11 inst:8.28 dt:5
DOWNSLOPE10692 x:0.07 y:0.23 z:1.08 acc:1.11 inst:8.27 dt:5
DOWNSLOPE10697 x:0.07 y:0.21 z:1.08 acc:1.11 inst:8.26 dt:5
DOWNSLOPE10702 x:0.07 y:0.21 z:1.08 acc:1.11 inst:8.25 dt:5
DOWNSLOPE10707 x:0.07 y:0.21 z:1.08 acc:1.11 inst:8.23 dt:5
DOWNSLOPE10712 x:0.07 y:0.21 z:1.08 acc:1.11 inst:8.22 dt:5
DOWNSLOPE10719 x:0.07 y:0.21 z:1.08 acc:1.11 inst:8.20 dt:7
DOWNSLOPE10724 x:0.09 y:0.20 z:1.08 acc:1.10 inst:8.19 dt:5
DOWNSLOPE10729 x:0.09 y:0.20 z:1.08 acc:1.10 inst:8.18 dt:5
DOWNSLOPE10734 x:0.09 y:0.20 z:1.08 acc:1.10 inst:8.17 dt:5
DOWNSLOPE10739 x:0.09 y:0.20 z:1.08 acc:1.10 inst:8.15 dt:5
DOWNSLOPE10744 x:0.10 y:0.21 z:1.07 acc:1.10 inst:8.14 dt:5
DOWNSLOPE10749 x:0.10 y:0.21 z:1.07 acc:1.10 inst:8.13 dt:5
DOWNSLOPE10754 x:0.10 y:0.21 z:1.07 acc:1.10 inst:8.11 dt:5
DOWNSLOPE10760 x:0.10 y:0.21 z:1.07 acc:1.10 inst:8.10 dt:6
DOWNSLOPE10765 x:0.10 y:0.21 z:1.07 acc:1.10 inst:8.09 dt:5
DOWNSLOPE10770 x:0.08 y:0.21 z:1.07 acc:1.09 inst:8.07 dt:5
DOWNSLOPE10775 x:0.08 y:0.21 z:1.07 acc:1.09 inst:8.06 dt:5
DOWNSLOPE10780 x:0.08 y:0.21 z:1.07 acc:1.09 inst:8.05 dt:5
DOWNSLOPE10785 x:0.08 y:0.21 z:1.07 acc:1.09 inst:8.04 dt:5
DOWNSLOPE10790 x:0.08 y:0.21 z:1.07 acc:1.09 inst:8.02 dt:5
DOWNSLOPE10796 x:0.06 y:0.24 z:1.08 acc:1.10 inst:8.01 dt:6
DOWNSLOPE10802 x:0.06 y:0.24 z:1.08 acc:1.10 inst:8.00 dt:6
DOWNSLOPE10807 x:0.06 y:0.24 z:1.08 acc:1.10 inst:7.98 dt:5
DOWNSLOPE10812 x:0.06 y:0.24 z:1.08 acc:1.10 inst:7.97 dt:5
DOWNSLOPE10817 x:0.04 y:0.23 z:1.07 acc:1.09 inst:7.96 dt:5
DOWNSLOPE10822 x:0.04 y:0.23 z:1.07 acc:1.09 inst:7.94 dt:5
DOWNSLOPE10827 x:0.04 y:0.23 z:1.07 acc:1.09 inst:7.93 dt:5
DOWNSLOPE10832 x:0.04 y:0.23 z:1.07 acc:1.09 inst:7.92 dt:5
DOWNSLOPE10837 x:0.04 y:0.23 z:1.07 acc:1.09 inst:7.91 dt:5
DOWNSLOPE10843 x:0.04 y:0.23 z:1.06 acc:1.08 inst:7.89 dt:6
DOWNSLOPE10848 x:0.04 y:0.23 z:1.06 acc:1.08 inst:7.88 dt:5
DOWNSLOPE10853 x:0.04 y:0.23 z:1.06 acc:1.08 inst:7.87 dt:5
DOWNSLOPE10858 x:0.04 y:0.23 z:1.06 acc:1.08 inst:7.86 dt:5
DOWNSLOPE10863 x:0.04 y:0.23 z:1.06 acc:1.08 inst:7.84 dt:5
DOWNSLOPE10869 x:0.04 y:0.22 z:1.05 acc:1.08 inst:7.83 dt:6
DOWNSLOPE10873 x:0.04 y:0.22 z:1.05 acc:1.08 inst:7.82 dt:4
DOWNSLOPE10879 x:0.04 y:0.22 z:1.05 acc:1.08 inst:7.80 dt:6
DOWNSLOPE10884 x:0.04 y:0.22 z:1.05 acc:1.08 inst:7.79 dt:5
DOWNSLOPE10890 x:0.05 y:0.21 z:1.06 acc:1.08 inst:7.78 dt:6
DOWNSLOPE10895 x:0.05 y:0.21 z:1.06 acc:1.08 inst:7.76 dt:5
DOWNSLOPE10900 x:0.05 y:0.21 z:1.06 acc:1.08 inst:7.75 dt:5
DOWNSLOPE10905 x:0.05 y:0.21 z:1.06 acc:1.08 inst:7.74 dt:5
DOWNSLOPE10910 x:0.05 y:0.21 z:1.06 acc:1.08 inst:7.73 dt:5
DOWNSLOPE10915 x:0.04 y:0.14 z:1.04 acc:1.05 inst:7.71 dt:5
DOWNSLOPE10920 x:0.04 y:0.14 z:1.04 acc:1.05 inst:7.70 dt:5
DOWNSLOPE10925 x:0.04 y:0.14 z:1.04 acc:1.05 inst:7.69 dt:5
DOWNSLOPE10931 x:0.04 y:0.14 z:1.04 acc:1.05 inst:7.67 dt:6
DOWNSLOPE10936 x:0.04 y:0.14 z:1.04 acc:1.05 inst:7.66 dt:5
DOWNSLOPE10941 x:0.05 y:0.17 z:1.05 acc:1.07 inst:7.65 dt:5
DOWNSLOPE10946 x:0.05 y:0.17 z:1.05 acc:1.07 inst:7.64 dt:5
DOWNSLOPE10951 x:0.05 y:0.17 z:1.05 acc:1.07 inst:7.62 dt:5
DOWNSLOPE10956 x:0.05 y:0.17 z:1.05 acc:1.07 inst:7.61 dt:5
DOWNSLOPE10962 x:0.07 y:0.19 z:1.05 acc:1.07 inst:7.60 dt:6
DOWNSLOPE10967 x:0.07 y:0.19 z:1.05 acc:1.07 inst:7.58 dt:5
DOWNSLOPE10973 x:0.07 y:0.19 z:1.05 acc:1.07 inst:7.57 dt:6
DOWNSLOPE10978 x:0.07 y:0.19 z:1.05 acc:1.07 inst:7.56 dt:5
DOWNSLOPE10983 x:0.07 y:0.19 z:1.05 acc:1.07 inst:7.54 dt:5
DOWNSLOPE10988 x:0.09 y:0.19 z:1.05 acc:1.08 inst:7.53 dt:5
DOWNSLOPE10993 x:0.09 y:0.19 z:1.05 acc:1.08 inst:7.52 dt:5
DOWNSLOPE10998 x:0.09 y:0.19 z:1.05 acc:1.08 inst:7.51 dt:5
DOWNSLOPE11003 x:0.09 y:0.19 z:1.05 acc:1.08 inst:7.49 dt:5
DOWNSLOPE11008 x:0.09 y:0.19 z:1.05 acc:1.08 inst:7.48 dt:5
DOWNSLOPE11014 x:0.11 y:0.24 z:1.09 acc:1.12 inst:7.47 dt:6
DOWNSLOPE11019 x:0.11 y:0.24 z:1.09 acc:1.12 inst:7.45 dt:5
DOWNSLOPE11024 x:0.11 y:0.24 z:1.09 acc:1.12 inst:7.44 dt:5
DOWNSLOPE11029 x:0.11 y:0.24 z:1.09 acc:1.12 inst:7.43 dt:5
DOWNSLOPE11035 x:0.10 y:0.29 z:1.10 acc:1.14 inst:7.41 dt:6
DOWNSLOPE11039 x:0.10 y:0.29 z:1.10 acc:1.14 inst:7.40 dt:4
DOWNSLOPE11045 x:0.10 y:0.29 z:1.10 acc:1.14 inst:7.39 dt:6
DOWNSLOPE11050 x:0.10 y:0.29 z:1.10 acc:1.14 inst:7.38 dt:5
DOWNSLOPE11056 x:0.10 y:0.29 z:1.10 acc:1.14 inst:7.36 dt:6
DOWNSLOPE11061 x:0.09 y:0.26 z:1.10 acc:1.13 inst:7.35 dt:5
DOWNSLOPE11066 x:0.09 y:0.26 z:1.10 acc:1.13 inst:7.34 dt:5
DOWNSLOPE11071 x:0.09 y:0.26 z:1.10 acc:1.13 inst:7.32 dt:5
DOWNSLOPE11076 x:0.09 y:0.26 z:1.10 acc:1.13 inst:7.31 dt:5
DOWNSLOPE11081 x:0.09 y:0.26 z:1.10 acc:1.13 inst:7.30 dt:5
DOWNSLOPE11086 x:0.08 y:0.22 z:1.09 acc:1.12 inst:7.28 dt:5
DOWNSLOPE11091 x:0.08 y:0.22 z:1.09 acc:1.12 inst:7.27 dt:5
DOWNSLOPE11096 x:0.08 y:0.22 z:1.09 acc:1.12 inst:7.26 dt:5
DOWNSLOPE11102 x:0.08 y:0.22 z:1.09 acc:1.12 inst:7.25 dt:6
DOWNSLOPE11108 x:0.07 y:0.22 z:1.07 acc:1.10 inst:7.23 dt:6
DOWNSLOPE11112 x:0.07 y:0.22 z:1.07 acc:1.10 inst:7.22 dt:4
DOWNSLOPE11117 x:0.07 y:0.22 z:1.07 acc:1.10 inst:7.21 dt:5
DOWNSLOPE11123 x:0.07 y:0.22 z:1.07 acc:1.10 inst:7.19 dt:6
DOWNSLOPE11128 x:0.07 y:0.22 z:1.07 acc:1.10 inst:7.18 dt:5
DOWNSLOPE11133 x:0.07 y:0.23 z:1.07 acc:1.09 inst:7.17 dt:5
DOWNSLOPE11138 x:0.07 y:0.23 z:1.07 acc:1.09 inst:7.15 dt:5
DOWNSLOPE11144 x:0.07 y:0.23 z:1.07 acc:1.09 inst:7.14 dt:6
DOWNSLOPE11149 x:0.07 y:0.23 z:1.07 acc:1.09 inst:7.13 dt:5
DOWNSLOPE11154 x:0.07 y:0.23 z:1.07 acc:1.09 inst:7.11 dt:5
DOWNSLOPE11159 x:0.07 y:0.24 z:1.07 acc:1.10 inst:7.10 dt:5
DOWNSLOPE11164 x:0.07 y:0.24 z:1.07 acc:1.10 inst:7.09 dt:5
DOWNSLOPE11169 x:0.07 y:0.24 z:1.07 acc:1.10 inst:7.08 dt:5
DOWNSLOPE11174 x:0.07 y:0.24 z:1.07 acc:1.10 inst:7.07 dt:5
DOWNSLOPE11179 x:0.07 y:0.24 z:1.07 acc:1.10 inst:7.05 dt:5
DOWNSLOPE11185 x:0.08 y:0.22 z:1.08 acc:1.11 inst:7.04 dt:6
DOWNSLOPE11190 x:0.08 y:0.22 z:1.08 acc:1.11 inst:7.03 dt:5
DOWNSLOPE11195 x:0.08 y:0.22 z:1.08 acc:1.11 inst:7.01 dt:5
DOWNSLOPE11200 x:0.08 y:0.22 z:1.08 acc:1.11 inst:7.00 dt:5
DOWNSLOPE11206 x:0.08 y:0.21 z:1.08 acc:1.11 inst:6.99 dt:6
DOWNSLOPE11211 x:0.08 y:0.21 z:1.08 acc:1.11 inst:6.97 dt:5
DOWNSLOPE11216 x:0.08 y:0.21 z:1.08 acc:1.11 inst:6.96 dt:5
DOWNSLOPE11221 x:0.08 y:0.21 z:1.08 acc:1.11 inst:6.95 dt:5
DOWNSLOPE11227 x:0.08 y:0.21 z:1.08 acc:1.11 inst:6.93 dt:6
DOWNSLOPE11232 x:0.07 y:0.21 z:1.07 acc:1.09 inst:6.92 dt:5
DOWNSLOPE11237 x:0.07 y:0.21 z:1.07 acc:1.09 inst:6.91 dt:5
DOWNSLOPE11242 x:0.07 y:0.21 z:1.07 acc:1.09 inst:6.90 dt:5
DOWNSLOPE11247 x:0.07 y:0.21 z:1.07 acc:1.09 inst:6.88 dt:5
DOWNSLOPE11252 x:0.07 y:0.21 z:1.07 acc:1.09 inst:6.87 dt:5
DOWNSLOPE11257 x:0.05 y:0.22 z:1.06 acc:1.09 inst:6.86 dt:5
DOWNSLOPE11262 x:0.05 y:0.22 z:1.06 acc:1.09 inst:6.85 dt:5
DOWNSLOPE11267 x:0.05 y:0.22 z:1.06 acc:1.09 inst:6.83 dt:5
DOWNSLOPE11273 x:0.05 y:0.22 z:1.06 acc:1.09 inst:6.82 dt:6
DOWNSLOPE11279 x:0.07 y:0.23 z:1.07 acc:1.10 inst:6.80 dt:6
DOWNSLOPE11283 x:0.07 y:0.23 z:1.07 acc:1.10 inst:6.79 dt:4
DOWNSLOPE11289 x:0.07 y:0.23 z:1.07 acc:1.10 inst:6.78 dt:6
DOWNSLOPE11294 x:0.07 y:0.23 z:1.07 acc:1.10 inst:6.77 dt:5
DOWNSLOPE11299 x:0.07 y:0.23 z:1.07 acc:1.10 inst:6.75 dt:5
DOWNSLOPE11304 x:0.09 y:0.23 z:1.08 acc:1.11 inst:6.74 dt:5
DOWNSLOPE11309 x:0.09 y:0.23 z:1.08 acc:1.11 inst:6.73 dt:5
DOWNSLOPE11315 x:0.09 y:0.23 z:1.08 acc:1.11 inst:6.71 dt:6
DOWNSLOPE11320 x:0.09 y:0.23 z:1.08 acc:1.11 inst:6.70 dt:5
DOWNSLOPE11325 x:0.09 y:0.23 z:1.08 acc:1.11 inst:6.69 dt:5
DOWNSLOPE11330 x:0.08 y:0.22 z:1.08 acc:1.11 inst:6.68 dt:5
DOWNSLOPE11335 x:0.08 y:0.22 z:1.08 acc:1.11 inst:6.66 dt:5
DOWNSLOPE11340 x:0.08 y:0.22 z:1.08 acc:1.11 inst:6.65 dt:5
DOWNSLOPE11345 x:0.08 y:0.22 z:1.08 acc:1.11 inst:6.64 dt:5
DOWNSLOPE11350 x:0.07 y:0.23 z:1.08 acc:1.11 inst:6.63 dt:5
DOWNSLOPE11356 x:0.07 y:0.23 z:1.08 acc:1.11 inst:6.61 dt:6
DOWNSLOPE11361 x:0.07 y:0.23 z:1.08 acc:1.11 inst:6.60 dt:5
DOWNSLOPE11366 x:0.07 y:0.23 z:1.08 acc:1.11 inst:6.59 dt:5
DOWNSLOPE11372 x:0.07 y:0.23 z:1.08 acc:1.11 inst:6.57 dt:6
DOWNSLOPE11377 x:0.10 y:0.19 z:1.08 acc:1.10 inst:6.56 dt:5
DOWNSLOPE11382 x:0.10 y:0.19 z:1.08 acc:1.10 inst:6.55 dt:5
DOWNSLOPE11387 x:0.10 y:0.19 z:1.08 acc:1.10 inst:6.53 dt:5
DOWNSLOPE11392 x:0.10 y:0.19 z:1.08 acc:1.10 inst:6.52 dt:5
DOWNSLOPE11398 x:0.10 y:0.19 z:1.08 acc:1.10 inst:6.51 dt:6
DOWNSLOPE11403 x:0.10 y:0.21 z:1.06 acc:1.09 inst:6.49 dt:5
DOWNSLOPE11408 x:0.10 y:0.21 z:1.06 acc:1.09 inst:6.48 dt:5
DOWNSLOPE11413 x:0.10 y:0.21 z:1.06 acc:1.09 inst:6.47 dt:5
DOWNSLOPE11418 x:0.10 y:0.21 z:1.06 acc:1.09 inst:6.46 dt:5
DOWNSLOPE11423 x:0.10 y:0.22 z:1.05 acc:1.08 inst:6.44 dt:5
DOWNSLOPE11428 x:0.10 y:0.22 z:1.05 acc:1.08 inst:6.43 dt:5
DOWNSLOPE11433 x:0.10 y:0.22 z:1.05 acc:1.08 inst:6.42 dt:5
DOWNSLOPE11438 x:0.10 y:0.22 z:1.05 acc:1.08 inst:6.40 dt:5
DOWNSLOPE11444 x:0.10 y:0.22 z:1.05 acc:1.08 inst:6.39 dt:6
DOWNSLOPE11450 x:0.11 y:0.23 z:1.06 acc:1.10 inst:6.38 dt:6
DOWNSLOPE11455 x:0.11 y:0.23 z:1.06 acc:1.10 inst:6.36 dt:5
DOWNSLOPE11460 x:0.11 y:0.23 z:1.06 acc:1.10 inst:6.35 dt:5
DOWNSLOPE11465 x:0.11 y:0.23 z:1.06 acc:1.10 inst:6.34 dt:5
DOWNSLOPE11470 x:0.11 y:0.23 z:1.06 acc:1.10 inst:6.32 dt:5
DOWNSLOPE11475 x:0.09 y:0.25 z:1.09 acc:1.12 inst:6.31 dt:5
