Finished setup, waiting to start, PID: p:0.02 i(x100):0.03 d(x10):1.00 iCap:1000
UPLoading
1.10 4.00 2.00 10.00 5.00 1.00 0.00 
0 1000 4000 10000 12000 15000 20000 
NO_BISECT[1.12]310	1.37	2.00	1.17	1	1
NO_BISECT[1.12]313	1.37	2.01	1.19	1	1
NO_BISECT[1.13]316	1.37	2.02	1.19	1	1
NO_BISECT[1.13]319	1.37	2.03	1.19	1	1
NO_BISECT[1.13]323	1.37	2.04	1.20	1	1
NO_BISECT[1.14]327	1.37	2.05	1.20	1	1
NO_BISECT[1.14]330	1.37	2.06	1.20	1	1
NO_BISECT[1.14]334	1.54	2.07	1.20	1	1
NO_BISECT[1.14]337	1.54	2.08	1.21	1	1
NO_BISECT[1.15]340	1.54	2.09	1.21	1	1
NO_BISECT[1.15]343	1.54	2.09	1.21	1	1
NO_BISECT[1.15]346	1.54	2.10	1.22	1	1
NO_BISECT[1.15]350	1.54	2.12	1.22	1	1
NO_BISECT[1.16]353	1.54	2.12	1.22	1	1
NO_BISECT[1.16]356	1.54	2.13	1.23	1	1
NO_BISECT[1.16]359	1.78	2.14	1.22	1	1
NO_BISECT[1.17]363	1.78	2.15	1.23	1	1
NO_BISECT[1.17]366	1.78	2.16	1.23	1	1
NO_BISECT[1.17]370	1.78	2.17	1.24	1	1
NO_BISECT[1.17]373	1.78	2.18	1.24	1	1
NO_BISECT[1.18]376	1.78	2.19	1.24	1	1
NO_BISECT[1.18]380	1.78	2.20	1.25	1	1
NO_BISECT[1.18]383	2.30	2.21	1.22	1	1
NO_BISECT[1.18]386	2.30	2.22	1.24	1	1
NO_BISECT[1.19]389	2.30	2.23	1.24	1	1
NO_BISECT[1.19]393	2.30	2.24	1.25	1	1
NO_BISECT[1.19]396	2.30	2.25	1.25	1	1
NO_BISECT[1.19]399	2.30	2.26	1.25	1	1
NO_BISECT[1.20]402	2.30	2.27	1.25	1	1
NO_BISECT[1.20]406	1.63	2.28	1.29	1	1
NO_BISECT[1.20]409	1.63	2.29	1.27	1	1
NO_BISECT[1.20]413	1.63	2.30	1.28	1	1
NO_BISECT[1.21]416	1.63	2.31	1.28	1	1
NO_BISECT[1.21]419	1.63	2.32	1.28	1	1
NO_BISECT[1.21]423	1.63	2.33	1.29	1	1
NO_BISECT[1.21]426	1.63	2.34	1.29	1	1
NO_BISECT[1.22]429	1.63	2.34	1.29	1	1
NO_BISECT[1.22]433	1.62	2.36	1.30	1	1
NO_BISECT[1.22]436	1.62	2.36	1.30	1	1
NO_BISECT[1.22]439	1.62	2.37	1.31	1	1
NO_BISECT[1.23]442	1.62	2.38	1.31	1	1
NO_BISECT[1.23]445	1.62	2.39	1.31	1	1
NO_BISECT[1.23]449	1.62	2.40	1.32	1	1
NO_BISECT[1.23]452	1.62	2.41	1.32	1	1
NO_BISECT[1.24]456	1.82	2.42	1.31	1	1
NO_BISECT[1.24]459	1.82	2.43	1.32	1	1
NO_BISECT[1.24]463	1.82	2.44	1.33	1	1
NO_BISECT[1.24]466	1.82	2.45	1.33	1	1
NO_BISECT[1.25]469	1.82	2.46	1.33	1	1
NO_BISECT[1.25]472	1.82	2.47	1.34	1	1
NO_BISECT[1.25]476	1.82	2.48	1.34	1	1
NO_BISECT[1.25]479	1.76	2.49	1.35	1	1
NO_BISECT[1.26]482	1.76	2.50	1.35	1	1
NO_BISECT[1.26]485	1.76	2.51	1.35	1	1
NO_BISECT[1.26]488	1.76	2.52	1.35	1	1
NO_BISECT[1.26]492	1.76	2.53	1.36	1	1
NO_BISECT[1.27]495	1.76	2.54	1.36	1	1
NO_BISECT[1.27]499	1.76	2.55	1.36	1	1
NO_BISECT[1.27]502	1.76	2.56	1.37	1	1
NO_BISECT[1.27]506	1.80	2.57	1.37	1	1
NO_BISECT[1.28]509	1.80	2.58	1.37	1	1
NO_BISECT[1.28]512	1.80	2.58	1.38	1	1
NO_BISECT[1.28]515	1.80	2.59	1.38	1	1
NO_BISECT[1.28]519	1.80	2.61	1.38	1	1
NO_BISECT[1.29]522	1.80	2.61	1.39	1	1
NO_BISECT[1.29]525	1.80	2.62	1.39	1	1
NO_BISECT[1.29]529	1.91	2.63	1.39	1	1
NO_BISECT[1.29]532	1.91	2.64	1.39	1	1
NO_BISECT[1.30]535	1.91	2.65	1.40	1	1
NO_BISECT[1.30]539	1.91	2.66	1.40	1	1
NO_BISECT[1.30]542	1.91	2.67	1.40	1	1
NO_BISECT[1.30]546	1.91	2.68	1.41	1	1
NO_BISECT[1.31]549	1.91	2.69	1.41	1	1
NO_BISECT[1.31]552	1.74	2.70	1.42	1	1
NO_BISECT[1.31]555	1.74	2.71	1.42	1	1
NO_BISECT[1.31]558	1.74	2.72	1.42	1	1
NO_BISECT[1.31]562	1.74	2.73	1.43	1	1
NO_BISECT[1.32]565	1.74	2.74	1.43	1	1
NO_BISECT[1.32]568	1.74	2.75	1.44	1	1
NO_BISECT[1.32]571	1.74	2.76	1.44	1	1
NO_BISECT[1.32]575	1.74	2.77	1.44	1	1
NO_BISECT[1.33]578	2.07	2.78	1.43	1	1
NO_BISECT[1.33]582	2.07	2.79	1.44	1	1
NO_BISECT[1.33]585	2.07	2.80	1.45	1	1
NO_BISECT[1.33]589	2.07	2.81	1.45	1	1
NO_BISECT[1.34]592	2.07	2.82	1.45	1	1
NO_BISECT[1.34]595	2.07	2.83	1.46	1	1
NO_BISECT[1.34]598	2.07	2.83	1.46	1	1
NO_BISECT[1.34]602	2.07	2.85	1.46	1	1
NO_BISECT[1.34]605	2.09	2.85	1.46	1	1
NO_BISECT[1.35]608	2.09	2.86	1.47	1	1
NO_BISECT[1.35]611	2.09	2.87	1.47	1	1
NO_BISECT[1.35]614	2.09	2.88	1.47	1	1
NO_BISECT[1.35]618	2.09	2.89	1.48	1	1
NO_BISECT[1.36]621	2.09	2.90	1.48	1	1
NO_BISECT[1.36]625	2.09	2.91	1.48	1	1
NO_BISECT[1.36]629	2.03	2.92	1.49	1	1
NO_BISECT[1.36]632	2.03	2.93	1.49	1	1
NO_BISECT[1.37]635	2.03	2.94	1.50	1	1
NO_BISECT[1.37]638	2.03	2.95	1.50	1	1
NO_BISECT[1.37]641	2.03	2.96	1.50	1	1
NO_BISECT[1.37]645	2.03	2.97	1.51	1	1
NO_BISECT[1.37]648	2.03	2.98	1.51	1	1
NO_BISECT[1.38]651	2.03	2.99	1.51	1	1
NO_BISECT[1.38]655	2.39	3.00	1.50	1	1
NO_BISECT[1.38]658	2.39	3.01	1.51	1	1
NO_BISECT[1.38]661	2.39	3.02	1.51	1	1
NO_BISECT[1.39]664	2.39	3.03	1.52	1	1
NO_BISECT[1.39]668	2.39	3.04	1.52	1	1
NO_BISECT[1.39]672	2.39	3.05	1.52	1	1
NO_BISECT[1.39]675	2.39	3.06	1.53	1	1
NO_BISECT[1.39]678	2.67	3.07	1.52	1	1
NO_BISECT[1.40]681	2.67	3.07	1.53	1	1
NO_BISECT[1.40]684	2.67	3.08	1.53	1	1
NO_BISECT[1.40]688	2.67	3.10	1.53	1	1
NO_BISECT[1.40]691	2.67	3.10	1.54	1	1
NO_BISECT[1.41]694	2.67	3.11	1.54	1	1
NO_BISECT[1.41]697	2.67	3.12	1.54	1	1
NO_BISECT[1.41]701	2.51	3.13	1.55	1	1
NO_BISECT[1.41]704	2.51	3.14	1.55	1	1
NO_BISECT[1.41]707	2.51	3.15	1.55	1	1
NO_BISECT[1.42]711	2.51	3.16	1.56	1	1
NO_BISECT[1.42]715	2.51	3.17	1.56	1	1
NO_BISECT[1.42]718	2.51	3.18	1.56	1	1
NO_BISECT[1.42]721	2.51	3.19	1.57	1	1
NO_BISECT[1.42]724	2.51	3.20	1.57	1	1
NO_BISECT[1.43]728	2.44	3.21	1.57	1	1
NO_BISECT[1.43]731	2.44	3.22	1.58	1	1
NO_BISECT[1.43]734	2.44	3.23	1.58	1	1
NO_BISECT[1.43]737	2.44	3.24	1.58	1	1
NO_BISECT[1.44]741	2.44	3.25	1.59	1	1
NO_BISECT[1.44]744	2.44	3.26	1.59	1	1
NO_BISECT[1.44]747	2.44	3.27	1.59	1	1
NO_BISECT[1.44]750	2.83	3.28	1.57	1	1
NO_BISECT[1.44]755	2.83	3.29	1.59	1	1
NO_BISECT[1.45]758	2.83	3.30	1.59	1	1
NO_BISECT[1.45]761	2.83	3.31	1.60	1	1
NO_BISECT[1.45]764	2.83	3.32	1.60	1	1
NO_BISECT[1.45]767	2.83	3.32	1.60	1	1
NO_BISECT[1.46]771	2.83	3.34	1.60	1	1
NO_BISECT[1.46]774	3.15	3.34	1.59	1	1
NO_BISECT[1.46]777	3.15	3.35	1.60	1	1
NO_BISECT[1.46]780	3.15	3.36	1.60	1	1
NO_BISECT[1.46]784	3.15	3.37	1.61	1	1
NO_BISECT[1.47]787	3.15	3.38	1.61	1	1
NO_BISECT[1.47]790	3.15	3.39	1.61	1	1
NO_BISECT[1.47]793	3.15	3.40	1.61	1	1
NO_BISECT[1.47]798	3.15	3.41	1.62	1	1
NO_BISECT[1.47]801	3.15	3.42	1.62	1	1
NO_BISECT[1.48]804	3.15	3.43	1.62	1	1
NO_BISECT[1.48]807	3.15	3.44	1.63	1	1
NO_BISECT[1.48]810	3.15	3.45	1.63	1	1
NO_BISECT[1.48]814	3.15	3.46	1.63	1	1
NO_BISECT[1.48]817	3.15	3.47	1.63	1	1
NO_BISECT[1.49]820	3.15	3.48	1.64	1	1
NO_BISECT[1.49]824	3.24	3.49	1.63	1	1
NO_BISECT[1.49]827	3.24	3.50	1.64	1	1
NO_BISECT[1.49]830	3.24	3.51	1.64	1	1
NO_BISECT[1.49]833	3.24	3.52	1.64	1	1
NO_BISECT[1.50]836	3.24	3.52	1.65	1	1
NO_BISECT[1.50]841	3.24	3.54	1.65	1	1
NO_BISECT[1.50]844	3.24	3.55	1.65	1	1
NO_BISECT[1.50]847	3.55	3.56	1.64	1	1
NO_BISECT[1.50]850	3.55	3.57	1.65	1	1
NO_BISECT[1.51]854	3.55	3.58	1.65	1	1
NO_BISECT[1.51]857	3.55	3.59	1.65	1	1
NO_BISECT[1.51]860	3.55	3.59	1.66	1	1
NO_BISECT[1.51]863	3.55	3.60	1.66	1	1
NO_BISECT[1.52]867	3.55	3.61	1.66	1	1
NO_BISECT[1.52]870	3.55	3.62	1.66	1	1
NO_BISECT[1.52]873	3.59	3.63	1.66	1	1
NO_BISECT[1.52]876	3.59	3.64	1.67	1	1
NO_BISECT[1.52]879	3.59	3.65	1.67	1	1
NO_BISECT[1.53]884	3.59	3.66	1.67	1	1
NO_BISECT[1.53]887	3.59	3.67	1.67	1	1
NO_BISECT[1.53]890	3.59	3.68	1.68	1	1
NO_BISECT[1.53]893	3.59	3.69	1.68	1	1
NO_BISECT[1.53]897	3.59	3.70	1.68	1	1
NO_BISECT[1.54]900	3.61	3.71	1.68	1	1
NO_BISECT[1.54]903	3.61	3.72	1.68	1	1
NO_BISECT[1.54]906	3.61	3.73	1.69	1	1
NO_BISECT[1.54]910	3.61	3.74	1.69	1	1
NO_BISECT[1.54]913	3.61	3.75	1.69	1	1
NO_BISECT[1.54]916	3.61	3.76	1.69	1	1
NO_BISECT[1.55]919	3.61	3.77	1.70	1	1
NO_BISECT[1.55]924	3.54	3.78	1.70	1	1
NO_BISECT[1.55]927	3.54	3.79	1.70	1	1
NO_BISECT[1.55]930	3.54	3.80	1.71	1	1
NO_BISECT[1.56]933	3.54	3.81	1.71	1	1
NO_BISECT[1.56]937	3.54	3.82	1.71	1	1
NO_BISECT[1.56]940	3.54	3.83	1.71	1	1
NO_BISECT[1.56]943	3.54	3.83	1.72	1	1
NO_BISECT[1.56]946	3.54	3.84	1.72	1	1
NO_BISECT[1.57]950	3.93	3.86	1.70	1	1
NO_BISECT[1.57]953	3.93	3.86	1.71	1	1
NO_BISECT[1.57]956	3.93	3.87	1.72	1	1
NO_BISECT[1.57]959	3.93	3.88	1.72	1	1
NO_BISECT[1.57]962	3.93	3.89	1.72	1	1
NO_BISECT[1.58]967	3.93	3.90	1.72	1	1
NO_BISECT[1.58]970	3.93	3.91	1.73	1	1
NO_BISECT[1.58]973	3.87	3.92	1.73	1	1
NO_BISECT[1.58]976	3.87	3.93	1.73	1	1
NO_BISECT[1.58]980	3.87	3.94	1.73	1	1
NO_BISECT[1.58]983	3.87	3.95	1.73	1	1
NO_BISECT[1.59]986	3.87	3.96	1.74	1	1
NO_BISECT[1.59]989	3.87	3.97	1.74	1	1
NO_BISECT[1.59]993	3.87	3.98	1.74	1	1
NO_BISECT[1.59]996	3.90	3.99	1.74	1	1
NO_BISECT[1.59]999	3.90	4.00	1.74	1	1
1002	3.90	4.00	1.74	1	0
1004	3.90	4.00	1.74	1	0
1006	3.90	4.00	1.74	1	0
1009	3.90	3.99	1.74	1	0
1012	3.90	3.99	1.74	1	0
1014	3.90	3.99	1.74	1	0
1016	3.90	3.99	1.74	1	0
1018	3.90	3.99	1.74	1	0
1020	3.90	3.99	1.74	1	0
1022	4.06	3.99	1.74	0	0
1024	4.06	3.98	1.74	0	0
1026	4.06	3.98	1.74	0	0
1028	4.06	3.98	1.74	0	0
1030	4.06	3.98	1.74	0	0
1032	4.06	3.98	1.74	0	0
1034	4.06	3.98	1.74	0	0
1036	4.06	3.98	1.74	0	0
1039	4.06	3.97	1.74	0	0
1041	4.06	3.97	1.74	0	0
1043	4.06	3.97	1.74	0	0
1045	4.25	3.97	1.74	0	0
1047	4.25	3.97	1.74	0	0
1049	4.25	3.97	1.74	0	0
1052	4.25	3.97	1.74	0	0
1054	4.25	3.96	1.74	0	0
1056	4.25	3.96	1.74	0	0
1058	4.25	3.96	1.74	0	0
1060	4.25	3.96	1.74	0	0
1062	4.25	3.96	1.74	0	0
1064	4.25	3.96	1.74	0	0
1067	4.25	3.96	1.74	0	0
1069	4.25	3.95	1.74	0	0
1071	4.25	3.95	1.74	0	0
1073	4.50	3.95	1.74	0	0
1075	4.50	3.95	1.74	0	0
1077	4.50	3.95	1.74	0	0
1079	4.50	3.95	1.74	0	0
1081	4.50	3.95	1.74	0	0
1083	4.50	3.94	1.74	0	0
1085	4.50	3.94	1.74	0	0
1087	4.50	3.94	1.74	0	0
1089	4.50	3.94	1.74	0	0
1091	4.50	3.94	1.74	0	0
1094	4.50	3.94	1.74	0	0
1097	4.44	3.94	1.74	0	0
1099	4.44	3.93	1.74	0	0
1101	4.44	3.93	1.74	0	0
1103	4.44	3.93	1.74	0	0
1105	4.44	3.93	1.74	0	0
1107	4.44	3.93	1.74	0	0
1109	4.44	3.93	1.74	0	0
1111	4.44	3.93	1.74	0	0
1113	4.44	3.92	1.74	0	0
1115	4.44	3.92	1.74	0	0
1117	4.44	3.92	1.74	0	0
1120	4.47	3.92	1.74	0	0
1121	4.47	3.92	1.74	0	0
1124	4.47	3.92	1.74	0	0
1126	4.47	3.92	1.74	0	0
1128	4.47	3.91	1.74	0	0
1130	4.47	3.91	1.74	0	0
1132	4.47	3.91	1.74	0	0
1134	4.47	3.91	1.74	0	0
1137	4.47	3.91	1.74	0	0
1139	4.47	3.91	1.74	0	0
1141	4.47	3.91	1.74	0	0
1143	4.47	3.90	1.74	0	0
1145	4.54	3.90	1.74	0	0
1147	4.54	3.90	1.74	0	0
1149	4.54	3.90	1.74	0	0
1152	4.54	3.90	1.74	0	0
1154	4.54	3.90	1.74	0	0
1156	4.54	3.90	1.74	0	0
1158	4.54	3.89	1.74	0	0
1160	4.54	3.89	1.74	0	0
1162	4.54	3.89	1.74	0	0
1164	4.54	3.89	1.74	0	0
1166	4.54	3.89	1.74	0	0
1168	4.54	3.89	1.74	0	0
1170	4.54	3.89	1.74	0	0
1172	4.54	3.89	1.74	0	0
1174	4.54	3.88	1.74	0	0
1176	4.54	3.88	1.74	0	0
1179	4.54	3.88	1.74	0	0
1182	4.54	3.88	1.74	0	0
1184	4.54	3.88	1.74	0	0
1186	4.54	3.88	1.74	0	0
1188	4.54	3.87	1.74	0	0
1190	4.54	3.87	1.74	0	0
1192	4.54	3.87	1.74	0	0
1194	4.15	3.87	1.74	0	0
1196	4.15	3.87	1.74	0	0
1198	4.15	3.87	1.74	0	0
1200	4.15	3.87	1.74	0	0
1202	4.15	3.87	1.74	0	0
1204	4.15	3.86	1.74	0	0
1206	4.15	3.86	1.74	0	0
1209	4.15	3.86	1.74	0	0
1211	4.15	3.86	1.74	0	0
1213	4.15	3.86	1.74	0	0
1215	4.15	3.86	1.74	0	0
1217	4.33	3.86	1.74	0	0
1219	4.33	3.85	1.74	0	0
1222	4.33	3.85	1.74	0	0
1224	4.33	3.85	1.74	0	0
1226	4.33	3.85	1.74	0	0
1228	4.33	3.85	1.74	0	0
1230	4.33	3.85	1.74	0	0
1232	4.33	3.85	1.74	0	0
1234	4.33	3.84	1.74	0	0
1237	4.33	3.84	1.74	0	0
1239	4.33	3.84	1.74	0	0
1241	4.33	3.84	1.74	0	0
1243	4.44	3.84	1.74	0	0
1245	4.44	3.84	1.74	0	0
1247	4.44	3.84	1.74	0	0
1249	4.44	3.83	1.74	0	0
1251	4.44	3.83	1.74	0	0
1253	4.44	3.83	1.74	0	0
1255	4.44	3.83	1.74	0	0
1257	4.44	3.83	1.74	0	0
1259	4.44	3.83	1.74	0	0
1261	4.44	3.83	1.74	0	0
1265	4.44	3.82	1.74	0	0
1267	4.44	3.82	1.74	0	0
1269	4.16	3.82	1.74	0	0
1271	4.16	3.82	1.74	0	0
1273	4.16	3.82	1.74	0	0
1275	4.16	3.82	1.74	0	0
1277	4.16	3.82	1.74	0	0
1279	4.16	3.81	1.74	0	0
1281	4.16	3.81	1.74	0	0
1283	4.16	3.81	1.74	0	0
1285	4.16	3.81	1.74	0	0
1287	4.16	3.81	1.74	0	0
1289	4.16	3.81	1.74	0	0
1291	4.16	3.81	1.74	0	0
1294	3.74	3.80	1.74	1	0
1296	3.74	3.80	1.74	1	0
1298	3.74	3.80	1.74	1	0
1300	3.74	3.80	1.74	1	0
1302	3.74	3.80	1.74	1	0
1304	3.74	3.80	1.74	1	0
1307	3.74	3.80	1.74	1	0
1309	3.74	3.79	1.74	1	0
1311	3.74	3.79	1.74	1	0
1313	3.74	3.79	1.74	1	0
1315	3.74	3.79	1.74	1	0
1317	3.74	3.79	1.74	1	0
1320	3.73	3.79	1.74	1	0
1322	3.73	3.79	1.74	1	0
1324	3.73	3.78	1.74	1	0
1326	3.73	3.78	1.74	1	0
1328	3.73	3.78	1.74	1	0
1330	3.73	3.78	1.74	1	0
1332	3.73	3.78	1.74	1	0
1334	3.73	3.78	1.74	1	0
1336	3.73	3.78	1.74	1	0
1338	3.73	3.77	1.74	1	0
1340	3.73	3.77	1.74	1	0
1342	3.64	3.77	1.74	1	0
1344	3.64	3.77	1.74	1	0
1346	3.64	3.77	1.74	1	0
1350	3.64	3.77	1.74	1	0
1352	3.64	3.77	1.74	1	0
1354	3.64	3.76	1.74	1	0
1356	3.64	3.76	1.74	1	0
1358	3.64	3.76	1.74	1	0
1360	3.64	3.76	1.74	1	0
1362	3.64	3.76	1.74	1	0
1364	3.64	3.76	1.74	1	0
1366	3.32	3.76	1.74	1	0
1368	3.32	3.75	1.74	1	0
1370	3.32	3.75	1.74	1	0
1372	3.32	3.75	1.74	1	0
1374	3.32	3.75	1.74	1	0
1376	3.32	3.75	1.74	1	0
1379	3.32	3.75	1.74	1	0
1381	3.32	3.75	1.74	1	0
1383	3.32	3.74	1.74	1	0
1385	3.32	3.74	1.74	1	0
1387	3.32	3.74	1.74	1	0
1389	3.32	3.74	1.74	1	0
1391	3.17	3.74	1.74	1	0
1394	3.17	3.74	1.74	1	0
1396	3.17	3.74	1.74	1	0
1398	3.17	3.73	1.74	1	0
1400	3.17	3.73	1.74	1	0
1402	3.17	3.73	1.74	1	0
1404	3.17	3.73	1.74	1	0
1407	3.17	3.73	1.74	1	0
1409	3.17	3.73	1.74	1	0
1411	3.17	3.73	1.74	1	0
1413	3.17	3.72	1.74	1	0
1415	3.21	3.72	1.74	1	0
1417	3.21	3.72	1.74	1	0
1419	3.21	3.72	1.74	1	0
1421	3.21	3.72	1.74	1	0
1423	3.21	3.72	1.74	1	0
1425	3.21	3.72	1.74	1	0
1427	3.441	3.20	3.71	1.74	1	0
1443	3.20	3.70	1.74	1	03.21	3.71	1.74	1	0
1435	3.21	3.71	1.74	1	0
1437	3.21	3.71	1.74	1	0
1439	3.21	3.71	1.74	1	0
121	3.72	1.74	1	0
1429	3.21	3.71	1.74	1	0
1431	
1445	3.20	3.70	1.74	1	0
1447	3.20	3.70	1.74	1	0
1449	3.20	3.70	1.74	1	0
1451	3.20	3.70	1.74	1	0
1453	3.20	3.70	1.74	1	0
1455	3.20	3.70	1.74	1	0
1457	3.20	3.70	1.74	1	0
1459	3.20	3.69	1.74	1	0
1461	3.20	3.69	1.74	1	0
1464	3.19	3.69	1.74	1	0
1466	3.19	3.69	1.74	1	0
1468	3.19	3.69	1.74	1	0
1470	3.19	3.69	1.74	1	0
1472	3.19	3.69	1.74	1	0
1474	3.19	3.68	1.74	1	0
1476	3.19	3.68	1.74	1	0
1479	3.19	3.68	1.74	1	0
1481	3.19	3.68	1.74	1	0
1483	3.19	3.68	1.74	1	0
1485	3.19	3.68	1.74	1	0
1487	3.19	3.68	1.74	1	0
1490	3.19	3.67	1.74	1	0
1492	3.19	3.67	1.74	1	0
1494	3.19	3.67	1.74	1	0
1496	3.19	3.67	1.74	1	0
1498	3.19	3.67	1.74	1	0
1500	3.19	3.67	1.74	1	0
1502	3.19	3.67	1.74	1	0
1504	3.19	3.66	1.74	1	0
1506	3.19	3.66	1.74	1	0
1508	3.19	3.66	1.74	1	0
1510	3.19	3.66	1.74	1	0
1512	3.13	3.66	1.74	1	0
1514	3.13	3.66	1.74	1	0
1516	3.13	3.66	1.74	1	0
1519	3.13	3.65	1.74	1	0
1522	3.13	3.65	1.74	1	0
1524	3.13	3.65	1.74	1	0
1526	3.13	3.65	1.74	1	0
1528	3.13	3.65	1.74	1	0
1530	3.13	3.65	1.74	1	0
1532	3.13	3.65	1.74	1	0
1534	3.13	3.64	1.74	1	0
1536	3.18	3.64	1.74	1	0
1538	3.18	3.64	1.74	1	0
1540	3.18	3.64	1.74	1	0
1542	3.18	3.64	1.74	1	0
1544	3.18	3.64	1.74	1	0
1547	3.18	3.64	1.74	1	0
1549	3.18	3.63	1.74	1	0
1551	3.18	3.63	1.74	1	0
1553	3.18	3.63	1.74	1	0
1555	3.18	3.63	1.74	1	0
1557	3.18	3.63	1.74	1	0
1559	3.18	3.63	1.74	1	0
1561	3.18	3.63	1.74	1	0
1564	3.16	3.62	1.74	1	0
1566	3.16	3.62	1.74	1	0
1568	3.16	3.62	1.74	1	0
1570	3.16	3.62	1.74	1	0
1572	3.16	3.62	1.74	1	0
1574	3.16	3.62	1.74	1	0
