49	4.43	1.00
14521	4.34	4.38	1.03
14534	4.34	4.37	1.03
14577	4.42	4.34	0.92
14626	4.34	4.30	0.99
14658	4.36	4.27	0.97
14686	4.35	4.25	0.96
14747	4.36	4.20	0.85
14803	4.36	4.16	0.59
14866	4.30	4.11	0.40
14928	4.28	4.06	0.15
14986	4.08	4.01	0.78
15048	4.31	4.06	0.72
15111	4.31	4.13	0.17
15173	4.15	4.21	1.05
15187	4.11	4.22	1.11
15204	4.05	4.24	1.19
15219	4.05	4.26	1.21
15235	4.11	4.28	1.17
15251	4.16	4.30	1.14
15266	4.16	4.32	1.16
15283	4.16	4.34	1.19
15299	4.24	4.36	1.13
15314	4.24	4.38	1.15
15331	3.95	4.40	1.47
15346	3.95	4.42	1.49
15362	3.98	4.43	1.47
15378	3.98	4.45	1.50
15392	3.98	4.47	1.51
15409	4.02	4.49	1.51
15424	4.03	4.51	1.51
15440	4.03	4.53	1.53
15456	4.08	4.55	1.50
15472	4.05	4.57	1.55
15487	4.05	4.58	1.57
15504	4.09	4.60	1.55
15519	4.18	4.62	1.49
15534	4.18	4.64	1.51
15551	4.24	4.66	1.47
15566	4.28	4.68	1.45
15583	4.28	4.70	1.47
15597	4.30	4.72	1.47
15612	4.30	4.73	1.49
15629	4.32	4.75	1.50
15644	4.25	4.77	1.59
15660	4.25	4.79	1.61
15676	4.30	4.81	1.57
15692	4.28	4.83	1.62
15708	4.28	4.85	1.64
15723	4.23	4.87	1.72
15739	4.28	4.89	1.69
15755	4.28	4.91	1.71
15771	4.34	4.93	1.66
15786	4.34	4.94	1.68
15801	4.34	4.96	1.71
15817	4.53	4.98	1.54
15832	4.53	5.00	1.56
15848	4.58	5.02	1.53
15864	4.53	5.04	1.60
15880	4.53	5.06	1.62
15896	4.62	5.08	1.55
15911	4.62	5.09	1.57
15928	4.61	5.11	1.60
15943	4.66	5.13	1.58
15958	4.66	5.15	1.60
15975	4.71	5.17	1.57
15990	4.66	5.19	1.64
16006	4.66	5.21	1.66
16021	4.68	5.23	1.66
16037	4.78	5.24	1.58
16053	4.78	5.26	1.60
16068	4.78	5.28	1.62
16083	4.79	5.30	1.63
16100	4.79	5.32	1.65
16115	4.93	5.34	1.54
16131	4.93	5.36	1.56
16147	5.07	5.38	1.44
16163	5.18	5.40	1.35
16179	5.18	5.41	1.37
16206	4.85	5.45	1.74
16222	4.85	5.47	1.76
16237	4.98	5.48	1.65
16253	5.01	5.50	1.64
16269	5.01	5.52	1.66
16285	5.11	5.54	1.58
16300	5.11	5.56	1.60
16316	5.33	5.58	1.41
16332	5.23	5.60	1.53
16348	5.23	5.62	1.55
16363	5.09	5.64	1.71
16379	5.06	5.65	1.76
16407	5.09	5.69	1.76
16422	5.09	5.71	1.78
16438	5.15	5.73	1.75
16454	5.28	5.74	1.64
16469	5.28	5.76	1.66
16486	5.34	5.78	1.62
16501	5.30	5.80	1.68
16518	5.30	5.82	1.70
16533	5.43	5.84	1.60
16549	5.51	5.86	1.53
16565	5.51	5.88	1.55
16581	5.52	5.90	1.57
16609	5.50	5.93	1.62
16624	5.52	5.95	1.62
16639	5.52	5.97	1.64
16656	5.50	5.99	1.69
16671	5.45	6.01	1.76
16688	5.45	6.03	1.78
16703	5.50	6.04	1.75
16718	5.50	6.06	1.77
16735	5.52	6.08	1.77
16750	5.60	6.10	1.72
16766	5.60	6.12	1.74
16782	5.68	6.14	1.67
16809	5.67	6.17	1.73
16825	5.59	6.19	1.82
16841	5.59	6.21	1.84
16856	5.77	6.23	1.68
16873	5.77	6.25	1.71
16888	5.77	6.27	1.73
16904	5.73	6.28	1.79
16920	5.65	6.30	1.89
16935	5.65	6.32	1.91
16967	5.69	6.36	1.91
16952	5.62	6.34	1.96
16982	5.69	6.38	1.93
17010	5.76	6.41	1.90
17026	5.85	6.43	1.83
17042	5.85	6.45	1.85
