NO_BISECT[1.43]728	2.62	3.21	1.66
NO_BISECT[1.43]731	2.62	3.22	1.66
NO_BISECT[1.43]734	2.94	3.23	1.50
NO_BISECT[1.43]737	2.94	3.24	1.61
NO_BISECT[1.44]740	2.94	3.25	1.61
NO_BISECT[1.44]743	2.94	3.25	1.61
NO_BISECT[1.44]746	2.94	3.26	1.62
NO_BISECT[1.44]749	2.94	3.27	1.62
NO_BISECT[1.44]752	2.94	3.28	1.63
NO_BISECT[1.45]756	2.94	3.29	1.63
NO_BISECT[1.45]759	2.99	3.30	1.61
NO_BISECT[1.45]762	2.99	3.31	1.63
NO_BISECT[1.45]765	2.99	3.32	1.63
NO_BISECT[1.45]768	2.99	3.33	1.64
NO_BISECT[1.45]770	2.99	3.33	1.64
NO_BISECT[1.46]773	2.99	3.34	1.64
NO_BISECT[1.46]776	2.99	3.35	1.65
NO_BISECT[1.46]779	2.99	3.36	1.65
NO_BISECT[1.46]783	2.88	3.37	1.71
NO_BISECT[1.46]785	2.88	3.38	1.68
NO_BISECT[1.47]788	2.88	3.39	1.69
NO_BISECT[1.47]791	2.88	3.39	1.69
NO_BISECT[1.47]794	2.88	3.40	1.70
NO_BISECT[1.47]798	2.88	3.41	1.70
NO_BISECT[1.47]801	2.88	3.42	1.70
NO_BISECT[1.48]804	2.88	3.43	1.71
NO_BISECT[1.48]807	2.93	3.44	1.69
NO_BISECT[1.48]810	2.93	3.45	1.71
NO_BISECT[1.48]813	2.93	3.46	1.71
NO_BISECT[1.48]816	2.93	3.47	1.72
NO_BISECT[1.49]819	2.93	3.48	1.72
NO_BISECT[1.49]822	2.93	3.48	1.72
NO_BISECT[1.49]825	2.93	3.49	1.73
NO_BISECT[1.49]828	3.03	3.50	1.68
NO_BISECT[1.49]831	3.03	3.51	1.71
NO_BISECT[1.49]834	3.03	3.52	1.72
NO_BISECT[1.50]837	3.03	3.53	1.72
NO_BISECT[1.50]841	3.03	3.54	1.73
NO_BISECT[1.50]844	3.03	3.55	1.73
NO_BISECT[1.50]847	3.03	3.56	1.74
NO_BISECT[1.50]850	3.03	3.57	1.74
NO_BISECT[1.51]853	3.03	3.57	1.74
NO_BISECT[1.51]856	3.25	3.58	1.63
NO_BISECT[1.51]859	3.25	3.59	1.71
NO_BISECT[1.51]862	3.25	3.60	1.71
NO_BISECT[1.51]865	3.25	3.61	1.72
NO_BISECT[1.52]868	3.25	3.62	1.72
NO_BISECT[1.52]871	3.25	3.63	1.72
NO_BISECT[1.52]874	3.25	3.63	1.73
NO_BISECT[1.52]877	3.25	3.64	1.73
NO_BISECT[1.52]880	3.36	3.65	1.68
NO_BISECT[1.53]884	3.36	3.66	1.72
NO_BISECT[1.53]887	3.36	3.67	1.72
NO_BISECT[1.53]890	3.36	3.68	1.73
NO_BISECT[1.53]893	3.36	3.69	1.73
NO_BISECT[1.53]896	3.36	3.70	1.73
NO_BISECT[1.53]899	3.36	3.71	1.74
NO_BISECT[1.54]901	3.36	3.71	1.74
NO_BISECT[1.54]905	3.62	3.72	1.63
NO_BISECT[1.54]908	3.62	3.73	1.70
NO_BISECT[1.54]911	3.62	3.74	1.70
NO_BISECT[1.54]913	3.62	3.75	1.70
NO_BISECT[1.54]916	3.62	3.76	1.71
NO_BISECT[1.55]919	3.62	3.77	1.71
NO_BISECT[1.55]922	3.62	3.77	1.72
NO_BISECT[1.55]926	3.62	3.79	1.72
NO_BISECT[1.55]929	3.89	3.79	1.58
NO_BISECT[1.55]932	3.89	3.80	1.67
NO_BISECT[1.56]935	3.89	3.81	1.68
NO_BISECT[1.56]938	3.89	3.82	1.68
NO_BISECT[1.56]941	3.89	3.83	1.68
NO_BISECT[1.56]944	3.89	3.84	1.69
NO_BISECT[1.56]947	3.89	3.85	1.69
NO_BISECT[1.57]950	3.89	3.86	1.69
NO_BISECT[1.57]953	3.91	3.86	1.69
NO_BISECT[1.57]956	3.91	3.87	1.70
NO_BISECT[1.57]959	3.91	3.88	1.70
NO_BISECT[1.57]962	3.91	3.89	1.70
NO_BISECT[1.57]965	3.91	3.90	1.71
NO_BISECT[1.58]969	3.91	3.91	1.71
NO_BISECT[1.58]972	3.91	3.92	1.72
NO_BISECT[1.58]975	3.91	3.93	1.72
NO_BISECT[1.58]978	3.93	3.94	1.71
NO_BISECT[1.58]981	3.93	3.94	1.72
NO_BISECT[1.59]984	3.93	3.95	1.73
NO_BISECT[1.59]987	3.93	3.96	1.73
NO_BISECT[1.59]990	3.93	3.97	1.73
NO_BISECT[1.59]993	3.93	3.98	1.74
NO_BISECT[1.59]996	3.93	3.99	1.74
NO_BISECT[1.59]999	3.93	4.00	1.74
1002	4.08	4.00	1.74
1004	4.08	4.00	1.74
1005	4.08	4.00	1.74
1006	4.08	4.00	1.74
1008	4.08	3.99	1.74
1009	4.08	3.99	1.74
1012	4.08	3.99	1.74
1013	4.08	3.99	1.74
1015	4.08	3.99	1.74
1016	4.08	3.99	1.74
1018	4.08	3.99	1.74
1019	4.08	3.99	1.74
1021	4.08	3.99	1.74
1022	4.08	3.99	1.74
1024	4.08	3.98	1.74
1026	4.23	3.98	1.74
1027	4.23	3.98	1.74
1029	4.23	3.98	1.74
1030	4.23	3.98	1.74
1032	4.23	3.98	1.74
1033	4.23	3.98	1.74
1035	4.23	3.98	1.74
1036	4.23	3.98	1.74
1038	4.23	3.97	1.74
1040	4.23	3.97	1.74
1042	4.23	3.97	1.74
1043	4.23	3.97	1.74
1045	4.23	3.97	1.74
1047	4.23	3.97	1.74
1049	4.31	3.97	1.74
1050	4.31	3.97	1.74
1052	4.31	3.97	1.74
1055	4.31	3.96	1.74
1057	4.31	3.96	1.74
1058	4.31	3.96	1.74
1060	4.31	3.96	1.74
1062	4.31	3.96	1.74
1064	4.31	3.96	1.74
1065	4.31	3.96	1.74
1067	4.31	3.96	1.74
1069	4.31	3.95	1.74
1071	4.31	3.95	1.74
1072	4.31	3.95	1.74
1074	4.32	3.95	1.74
1076	4.32	3.95	1.74
1078	4.32	3.95	1.74
1079	4.32	3.95	1.74
1081	4.32	3.95	1.74
1083	4.32	3.94	1.74
1085	4.32	3.94	1.74
1086	4.32	3.94	1.74
1088	4.32	3.94	1.74
1090	4.32	3.94	1.74
1092	4.32	3.94	1.74
1093	4.32	3.94	1.74
1095	4.32	3.94	1.74
1098	4.32	3.93	1.74
1100	4.22	3.93	1.74
1101	4.22	3.93	1.74
1103	4.22	3.93	1.74
1105	4.22	3.93	1.74
1106	4.22	3.93	1.74
1108	4.22	3.93	1.74
1110	4.22	3.93	1.74
1112	4.22	3.93	1.74
1113	4.22	3.92	1.74
1115	4.22	3.92	1.74
1117	4.22	3.92	1.74
1119	4.22	3.92	1.74
1120	4.22	3.92	1.74
1122	4.19	3.92	1.74
1124	4.19	3.92	1.74
1126	4.19	3.92	1.74
1127	4.19	3.92	1.74
1129	4.19	3.91	1.74
1131	4.19	3.91	1.74
1133	4.19	3.91	1.74
1134	4.19	3.91	1.74
1136	4.19	3.91	1.74
1138	4.19	3.91	1.74
1141	4.19	3.91	1.74
1142	4.19	3.91	1.74
1144	4.19	3.90	1.74
1146	4.19	3.90	1.74
1148	4.20	3.90	1.74
1149	4.20	3.90	1.74
1151	4.20	3.90	1.74
1153	4.20	3.90	1.74
1155	4.20	3.90	1.74
1156	4.20	3.90	1.74
1158	4.20	3.89	1.74
1160	4.20	3.89	1.74
1162	4.20	3.89	1.74
1163	4.20	3.89	1.74
1165	4.20	3.89	1.74
1167	4.20	3.89	1.74
1168	4.20	3.89	1.74
1170	4.56	3.89	1.74
1172	4.56	3.89	1.74
1174	4.56	3.88	1.74
1175	4.56	3.88	1.74
1177	4.56	3.88	1.74
1179	4.56	3.88	1.74
1182	4.56	3.88	1.74
1183	4.56	3.88	1.74
1185	4.56	3.88	1.74
1187	4.56	3.88	1.74
1189	4.56	3.87	1.74
1190	4.56	3.87	1.74
1192	4.56	3.87	1.74
1194	4.56	3.87	1.74
1196	5.40	3.87	1.74
1197	5.40	3.87	1.74
1199	5.40	3.87	1.74
1201	5.40	3.87	1.74
1203	5.40	3.86	1.74
1204	5.40	3.86	1.74
1206	5.40	3.86	1.74
1208	5.40	3.86	1.74
1210	5.40	3.86	1.74
1211	5.40	3.86	1.74
1213	5.40	3.86	1.74
1215	5.40	3.86	1.74
1217	5.40	3.86	1.74
1218	5.40	3.85	1.74
1220	5.40	3.85	1.74
1222	5.39	3.85	1.74
1225	5.39	3.85	1.74
1226	5.39	3.85	1.74
1228	5.39	3.85	1.74
1230	5.39	3.85	1.74
1231	5.39	3.85	1.74
1233	5.39	3.84	1.74
1235	5.39	3.84	1.74
1237	5.39	3.84	1.74
1238	5.39	3.84	1.74
1240	5.39	3.84	1.74
1242	5.39	3.84	1.74
1244	5.39	3.84	1.74
1246	5.09	3.84	1.74
1247	5.09	3.84	1.74
1249	5.09	3.83	1.74
1251	5.09	3.83	1.74
1252	5.09	3.83	1.74
1254	5.09	3.83	1.74
1256	5.09	3.83	1.74
1258	5.09	3.83	1.74
1259	5.09	3.83	1.74
1261	5.09	3.83	1.74
1263	5.09	3.82	1.74
1265	5.09	3.82	1.74
1266	5.09	3.82	1.74
1269	5.09	3.82	1.74
1271	4.48	3.82	1.74
1273	4.48	3.82	1.74
1274	4.48	3.82	1.74
1276	4.48	3.82	1.74
1278	4.48	3.81	1.74
1280	4.48	3.81	1.74
1281	4.48	3.81	1.74
1283	4.48	3.81	1.74
1285	4.48	3.81	1.74
1287	4.48	3.81	1.74
1288	4.48	3.81	1.74
1290	4.48	3.81	1.74
1292	4.48	3.81	1.74
1294	4.48	3.80	1.74
1295	3.52	3.80	1.74
1297	3.52	3.80	1.74
1299	3.52	3.80	1.74
1300	3.52	3.80	1.74
1302	3.52	3.80	1.74
1304	3.52	3.80	1.74
1306	3.52	3.80	1.74
1307	3.52	3.80	1.74
1310	3.52	3.79	1.74
1312	3.52	3.79	1.74
1314	3.52	3.79	1.74
1315	3.52	3.79	1.74
1317	3.52	3.79	1.74
1319	3.25	3.79	1.74
1321	3.25	3.79	1.74
1322	3.25	3.79	1.74
1324	3.25	3.78	1.74
1326	3.25	3.78	1.74
1328	3.25	3.78	1.74
1329	3.25	3.78	1.74
1331	3.25	3.78	1.74
1333	3.25	3.78	1.74
1335	3.25	3.78	1.74
1336	3.25	3.78	1.74
1338	3.25	3.77	1.74
1340	3.25	3.77	1.74
1342	3.25	3.77	1.74
1343	3.32	3.77	1.74
1345	3.32	3.77	1.74
1347	3.32	3.77	1.74
1349	3.32	3.77	1.74
1350	3.32	3.77	1.74
1353	3.32	3.76	1.74
1355	3.32	3.76	1.74
1357	3.32	3.76	1.74
1358	3.32	3.76	1.74
1360	3.32	3.76	1.74
1362	3.32	3.76	1.74
1363	3.32	3.76	1.74
1365	3.32	3.76	1.74
1367	3.43	3.76	1.74
1369	3.43	3.75	1.74
1370	3.43	3.75	1.74
1372	3.43	3.75	1.74
1374	3.43	3.75	1.74
1376	3.43	3.75	1.74
1377	3.43	3.75	1.74
1379	3.43	3.75	1.74
1381	3.43	3.75	1.74
1383	3.43	3.74	1.74
1384	3.43	3.74	1.74
1386	3.43	3.74	1.74
1388	3.43	3.74	1.74
1390	3.43	3.74	1.74
1392	3.24	3.74	1.74
1393	3.24	3.74	1.74
1396	3.24	3.74	1.74
1398	3.24	3.73	1.74
1399	3.24	3.73	1.74
1401	3.24	3.73	1.74
1403	3.24	3.73	1.74
1405	3.24	3.73	1.74
1406	3.24	3.73	1.74
1408	3.24	3.73	1.74
1410	3.24	3.73	1.74
1412	3.24	3.73	1.74
1413	3.24	3.72	1.74
1415	3.24	3.72	1.74
1417	3.13	3.72	1.74
1419	3.13	3.72	1.74
1420	3.13	3.72	1.74
1422	3.13	3.72	1.74
1424	3.13	3.72	1.74
1425	3.13	3.72	1.74
1427	3.13	3.72	1.74
1429	3.13	3.71	1.74
1431	3.13	3.71	1.74
1432	3.13	3.71	1.74
1434	3.13	3.71	1.74
1436	3.13	3.71	1.74
1439	3.13	3.71	1.74
1441	3.13	3.71	1.74
1442	3.13	3.71	1.74
1444	3.13	3.70	1.74
1446	3.13	3.70	1.74
1447	3.13	3.70	1.74
1449	3.13	3.70	1.74
1451	3.13	3.70	1.74
1453	3.13	3.70	1.74
1454	3.13	3.70	1.74
1456	3.13	3.70	1.74
1458	3.13	3.69	1.74
1460	3.13	3.69	1.74
1461	3.13	3.69	1.74
1463	3.13	3.69	1.74
1465	3.12	3.69	1.74
1467	3.12	3.69	1.74
1468	3.12	3.69	1.74
1470	3.12	3.69	1.74
1472	3.12	3.69	1.74
1474	3.12	3.68	1.74
1475	3.12	3.68	1.74
1
1490	3.09	3.67	1.74
1492	3.09	3.67	1.74
1494	12	3.68	1.74
1483	3.12	3.68	1.74
1485	3.12	3.6.67	1.74
1499	3.09	3.67	1.74
1501	3.09	3.67	1.477	3.12	3.68	1.74
1479	3.12	3.68	1.74
1482	3.3.09	3.67	1.74
1495	3.09	3.67	1.74
1497	3.09	38	1.74
1487	3.12	3.68	1.74
1489	3.09	3.67	1.7474
1502	3.09	3.67	1.74
1504	3.09	3.66	1.74
1506	3.09	3.66	1.74
1508	3.09	3.66	1.74
1509	3.09	3.66	1.74
1511	3.09	3.66	1.74
1513	3.07	3.66	1.74
1515	3.07	3.66	1.74
1516	3.07	3.66	1.74
1518	3.07	3.65	1.74
1520	3.07	3.65	1.74
1522	3.07	3.65	1.74
1524	3.07	3.65	1.74
1526	3.07	3.65	1.74
1528	3.07	3.65	1.74
1530	3.07	3.65	1.74
1531	3.07	3.65	1.74
1533	3.07	3.64	1.74
1535	3.07	3.64	1.74
1537	3.07	3.64	1.74
1539	3.22	3.64	1.74
1540	3.22	3.64	1.74
1542	3.22	3.64	1.74
1544	3.22	3.64	1.74
1545	3.22	3.64	1.74
1547	3.22	3.64	1.74
1549	3.22	3.63	1.74
1551	3.22	3.63	1.74
1552	3.22	3.63	1.74
1554	3.22	3.63	1.74
1556	3.22	3.63	1.74
1557	3.22	3.63	1.74
1559	3.22	3.63	1.74
1561	3.19	3.63	1.74
1563	3.19	3.62	1.74
1564	3.19	3.62	1.74
1567	3.19	3.62	1.74
1569	3.19	3.62	1.74
1571	3.19	3.62	1.74
1572	3.19	3.62	1.74
1574	3.19	3.62	1.74
1576	3.19	3.62	1.74
1578	3.19	3.61	1.74
1579	3.19	3.61	1.74
1581	3.19	3.61	1.74
1583	3.19	3.61	1.74
1585	3.19	3.61	1.74
1587	3.08	3.61	1.74
1588	3.08	3.61	1.74
1590	3.08	3.61	1.74
1592	3.08	3.61	1.74
1593	3.08	3.60	1.74
1595	3.08	3.60	1.74
1597	3.08	3.60	1.74
1599	3.08	3.60	1.74
1600	3.08	3.60	1.74
1602	3.08	3.60	1.74
1604	3.08	3.60	1.74
1606	3.08	3.60	1.74
1607	3.08	3.60	1.74
1610	2.97	3.59	1.74
1612	2.97	3.59	1.74
1614	2.97	3.59	1.74
1615	2.97	3.59	1.74
1617	2.97	3.59	1.74
1619	2.97	3.59	1.74
1621	2.97	3.59	1.74
1622	2.97	3.59	1.74
1624	2.97	3.58	1.74
1626	2.97	3.58	1.74
1627	2.97	3.58	1.74
1629	2.97	3.58	1.74
1631	2.97	3.58	1.74
1633	2.97	3.58	1.74
1635	2.94	3.58	1.74
1636	2.94	3.58	1.74
1638	2.94	3.57	1.74
1640	2.94	3.57	1.74
1641	2.94	3.57	1.74
1643	2.94	3.57	1.74
1645	2.94	3.57	1.74
1647	2.94	3.57	1.74
1648	2.94	3.57	1.74
1650	2.94	3.57	1.74
1653	2.94	3.56	1.74
1655	2.94	3.56	1.74
1656	2.94	3.56	1.74
1658	2.94	3.56	1.74
1660	2.92	3.56	1.74
1662	2.92	3.56	1.74
1663	2.92	3.56	1.74
1665	2.92	3.56	1.74
1667	2.92	3.56	1.74
1669	2.92	3.55	1.74
1670	2.92	3.55	1.74
1672	2.92	3.55	1.74
1674	2.92	3.55	1.74
1676	2.92	3.55	1.74
1677	2.92	3.55	1.74
1679	2.92	3.55	1.74
1681	2.92	3.55	1.74
1683	2.92	3.54	1.74
1684	2.92	3.54	1.74
1686	2.92	3.54	1.74
1688	2.92	3.54	1.74
1689	2.92	3.54	1.74
1691	2.92	3.54	1.74
1694	2.92	3.54	1.74
1696	2.92	3.54	1.74
1697	2.92	3.54	1.74
1699	2.92	3.53	1.74
1701	2.92	3.53	1.74
1703	2.92	3.53	1.74
1704	2.92	3.53	1.74
1706	2.92	3.53	1.74
1708	2.86	3.53	1.74
1710	2.86	3.53	1.74
1711	2.86	3.53	1.74
1713	2.86	3.52	1.74
1715	2.86	3.52	1.74
1717	2.86	3.52	1.74
1718	2.86	3.52	1.74
1720	2.86	3.52	1.74
1722	2.86	3.52	1.74
1724	2.86	3.52	1.74
1725	2.86	3.52	1.74
1727	2.86	3.52	1.74
1729	2.86	3.51	1.74
1731	2.86	3.51	1.74
1733	2.77	3.51	1.74
1734	2.77	3.51	1.74
1737	2.77	3.51	1.74
1739	2.77	3.51	1.74
1740	2.77	3.51	1.74
1742	2.77	3.51	1.74
1744	2.77	3.50	1.74
1746	2.77	3.50	1.74
1747	2.77	3.50	1.74
1749	2.77	3.50	1.74
1751	2.77	3.50	1.74
1752	2.77	3.50	1.74
1754	2.77	3.50	1.74
1756	2.78	3.50	1.74
1758	2.78	3.49	1.74
1759	2.78	3.49	1.74
1761	2.78	3.49	1.74
1763	2.78	3.49	1.74
1765	2.78	3.49	1.74
1766	2.78	3.49	1.74
1768	2.78	3.49	1.74
1770	2.78	3.49	1.74
1772	2.78	3.49	1.74
1773	2.78	3.48	1.74
1775	2.78	3.48	1.74
1777	2.78	3.48	1.74
1780	2.78	3.48	1.74
1782	2.82	3.48	1.74
1783	2.82	3.48	1.74
1785	2.82	3.48	1.74
1787	2.82	3.48	1.74
1788	2.82	3.47	1.74
