x[0.08] y[0.38] z[1.06] mag[1.13] 2415001ms, 0.00RPM, 41.37avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.07] y[0.36] z[1.09] mag[1.15] 2415501ms, 0.00RPM, 41.37avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.06] y[0.38] z[1.08] mag[1.15] 2416001ms, 0.00RPM, 41.36avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.06] y[0.40] z[1.08] mag[1.15] 2416501ms, 0.00RPM, 41.35avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.06] y[0.39] z[1.06] mag[1.13] 2417001ms, 0.00RPM, 41.34avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.07] y[0.39] z[1.08] mag[1.15] 2417501ms, 0.00RPM, 41.33avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.05] y[0.42] z[1.06] mag[1.14] 2418001ms, 0.00RPM, 41.32avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.07] y[0.41] z[1.06] mag[1.14] 2418501ms, 0.00RPM, 41.31avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.04] y[0.36] z[1.09] mag[1.14] 2419001ms, 0.00RPM, 41.31avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.08] y[0.41] z[1.08] mag[1.15] 2419501ms, 0.00RPM, 41.30avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.08] y[0.39] z[1.05] mag[1.13] 2420001ms, 0.00RPM, 41.29avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.09] y[0.39] z[1.08] mag[1.15] 2420501ms, 0.00RPM, 41.28avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.05] y[0.38] z[1.08] mag[1.14] 2421001ms, 0.00RPM, 41.27avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.10] y[0.35] z[1.09] mag[1.15] 2421501ms, 0.00RPM, 41.26avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.06] y[0.39] z[1.09] mag[1.15] 2422001ms, 10.00RPM, 41.26avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.06] y[0.39] z[1.10] mag[1.16] 2422501ms, 0.00RPM, 41.25avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.07] y[0.39] z[1.07] mag[1.14] 2423001ms, 0.00RPM, 41.24avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.07] y[0.40] z[1.08] mag[1.15] 2423501ms, 0.00RPM, 41.23avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.05] y[0.41] z[1.06] mag[1.14] 2424001ms, 0.00RPM, 41.22avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.06] y[0.40] z[1.07] mag[1.15] 2424501ms, 0.00RPM, 41.21avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.05] y[0.39] z[1.07] mag[1.14] 2425001ms, 0.00RPM, 41.21avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.06] y[0.40] z[1.11] mag[1.18] 2425501ms, 0.00RPM, 41.20avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.06] y[0.32] z[1.11] mag[1.15] 2426001ms, 0.00RPM, 41.19avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.04] y[0.35] z[1.08] mag[1.13] 2426501ms, 0.00RPM, 41.18avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.08] y[0.32] z[1.15] mag[1.19] 2427001ms, 0.00RPM, 41.17avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.08] y[0.33] z[1.12] mag[1.17] 2427501ms, 0.00RPM, 41.16avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.07] y[0.40] z[1.07] mag[1.15] 2428001ms, 0.00RPM, 41.16avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.08] y[0.44] z[1.13] mag[1.22] 2428502ms, 0.00RPM, 41.15avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.11] y[0.37] z[1.07] mag[1.14] 2429001ms, 0.00RPM, 41.14avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.09] y[0.39] z[1.07] mag[1.14] 2429501ms, 0.00RPM, 41.13avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.07] y[0.38] z[1.07] mag[1.14] 2430001ms, 0.00RPM, 41.12avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.08] y[0.40] z[1.09] mag[1.16] 2430501ms, 0.00RPM, 41.11avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.11] y[0.37] z[1.08] mag[1.15] 2431001ms, 0.00RPM, 41.10avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.05] y[0.42] z[1.09] mag[1.17] 2431501ms, 0.00RPM, 41.10avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.02] y[0.38] z[1.08] mag[1.14] 2432001ms, 0.00RPM, 41.09avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.07] y[0.39] z[1.08] mag[1.15] 2432501ms, 0.00RPM, 41.08avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.05] y[0.37] z[1.08] mag[1.14] 2433001ms, 0.00RPM, 41.07avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.07] y[0.42] z[1.09] mag[1.17] 2433501ms, 0.00RPM, 41.06avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.05] y[0.39] z[1.07] mag[1.14] 2434001ms, 0.00RPM, 41.05avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.00] y[0.40] z[1.09] mag[1.16] 2434501ms, 0.00RPM, 41.05avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.21] y[0.39] z[1.06] mag[1.15] 2435001ms, 40.00RPM, 41.05avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.14] y[0.40] z[1.06] mag[1.14] 2435501ms, 5.00RPM, 41.04avgRPM, 2.22V MTR_DIS NOT BRAKING
x[-0.01] y[0.39] z[1.07] mag[1.14] 2436001ms, 0.00RPM, 41.03avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.11] y[0.39] z[1.09] mag[1.16] 2436501ms, 0.00RPM, 41.02avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.04] y[0.38] z[1.07] mag[1.14] 2437001ms, 0.00RPM, 41.01avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.10] y[0.40] z[1.06] mag[1.14] 2437501ms, 0.00RPM, 41.00avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.08] y[0.37] z[1.07] mag[1.13] 2438001ms, 0.00RPM, 41.00avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.09] y[0.37] z[1.08] mag[1.15] 2438501ms, 0.00RPM, 40.99avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.07] y[0.37] z[1.07] mag[1.14] 2439001ms, 0.00RPM, 40.98avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.09] y[0.39] z[1.08] mag[1.15] 2439501ms, 0.00RPM, 40.97avgRPM, 2.22V MTR_DIS NOT BRAKING
x[-0.02] y[0.39] z[1.07] mag[1.14] 2440001ms, 0.00RPM, 40.96avgRPM, 2.22V MTR_DIS NOT BRAKING
x[0.09] y[0.38] z[1.08] mag[1.15] 2440501ms, 0.00RPM, 40.95avgRPM, 2.22V MTR_DIS NOT BRAKING
