x[0.12] y[0.39] z[1.10] mag[1.17] 7896001ms, 0.00RPM, 0.00avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.09] y[0.40] z[1.09] mag[1.16] 7896501ms, 0.00RPM, 0.00avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.08] y[0.40] z[1.09] mag[1.16] 7897001ms, 0.00RPM, 0.00avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.10] y[0.40] z[1.12] mag[1.19] 7897501ms, 0.00RPM, 0.00avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.12] y[0.39] z[1.10] mag[1.17] 7898001ms, 0.00RPM, 0.00avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.14] y[0.41] z[1.10] mag[1.18] 7898501ms, 0.00RPM, 0.00avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.08] y[0.39] z[1.10] mag[1.17] 7899001ms, 0.00RPM, 0.00avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.11] y[0.39] z[1.09] mag[1.17] 7899501ms, 20.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.08] y[0.39] z[1.08] mag[1.15] 7900001ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.10] y[0.36] z[1.14] mag[1.20] 7900502ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.05] y[0.36] z[1.15] mag[1.21] 7901001ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.11] y[0.39] z[1.10] mag[1.17] 7901501ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.13] y[0.38] z[1.09] mag[1.16] 7902001ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.11] y[0.42] z[1.09] mag[1.18] 7902501ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.11] y[0.39] z[1.09] mag[1.16] 7903001ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.12] y[0.40] z[1.08] mag[1.16] 7903501ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.09] y[0.39] z[1.11] mag[1.18] 7904001ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.14] y[0.38] z[1.18] mag[1.25] 7904501ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.10] y[0.40] z[1.08] mag[1.16] 7905001ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.11] y[0.37] z[1.13] mag[1.19] 7905501ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.11] y[0.41] z[1.10] mag[1.18] 7906001ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.09] y[0.38] z[1.12] mag[1.19] 7906501ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.11] y[0.41] z[1.11] mag[1.19] 7907001ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.11] y[0.38] z[1.11] mag[1.18] 7907501ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.10] y[0.39] z[1.09] mag[1.16] 7908001ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.10] y[0.40] z[1.09] mag[1.17] 7908501ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.12] y[0.42] z[1.10] mag[1.18] 7909001ms, 0.00RPM, 0.01avgRPM, 2.22V MTR_DIS YES BRAKING
