Finished setup, waiting to start, PID: p:0.30 i(x100):0.03 d(x10):10
UPLoading
csdt0
csdt1000
csdt4000
csdt10000
csdt12000
0.00 4.00 2.00 10.00 5.00 150000.00 0.00 
0 1000 4000 10000 12000 17000 0 
UPLoading
csdt0
csdt1000
csdt4000
csdt10000
csdt12000
csdt15000
0.00 4.00 2.00 10.00 5.00 150000.00 0.00 4.00 2.00 10.00 5.00 0.00 0.00 
0 1000 4000 10000 12000 17000 0 1000 4000 10000 12000 15000 20000 
Finished setup, waiting to start, PID: p:0.30 i(x100):0.03 d(x10):10
UPLoading
csdt0
csdt1000
csdt4000
csdt10000
csdt12000
csdt15000
0.00 4.00 2.00 10.00 5.00 0.00 0.00 
0 1000 4000 10000 12000 15000 20000 
4831 x:0.09 y:0.19 z:1.05 acc:1.07 inst:3.11 dt:9 timee:10000 pComp:0.61 iComp:0.64 dComp:0.00 FF:nan PID:nan
4840 x:0.09 y:0.19 z:1.05 acc:1.07 inst:3.12 dt:9 timee:10000 pComp:0.61 iComp:0.64 dComp:0.00 FF:nan PID:nan
4850 x:0.10 y:0.19 z:1.05 acc:1.07 inst:3.13 dt:10 timee:10000 pComp:0.62 iComp:0.65 dComp:0.00 FF:0.08 PID:1.34
4860 x:0.10 y:0.19 z:1.05 acc:1.07 inst:3.15 dt:10 timee:10000 pComp:0.62 iComp:0.65 dComp:0.00 FF:0.14 PID:1.42
4870 x:0.10 y:0.18 z:1.05 acc:1.07 inst:3.16 dt:10 timee:10000 pComp:0.63 iComp:0.66 dComp:0.00 FF:0.17 PID:1.45
4879 x:0.10 y:0.18 z:1.05 acc:1.07 inst:3.17 dt:9 timee:10000 pComp:0.63 iComp:0.67 dComp:0.00 FF:0.18 PID:1.48
4888 x:0.10 y:0.18 z:1.05 acc:1.07 inst:3.18 dt:9 timee:10000 pComp:0.63 iComp:0.67 dComp:0.00 FF:0.19 PID:1.50
4898 x:0.10 y:0.18 z:1.05 acc:1.07 inst:3.20 dt:10 timee:10000 pComp:0.64 iComp:0.68 dComp:0.00 FF:0.20 PID:1.52
4908 x:0.10 y:0.18 z:1.05 acc:1.07 inst:3.21 dt:10 timee:10000 pComp:0.64 iComp:0.68 dComp:0.00 FF:0.21 PID:1.54
4918 x:0.11 y:0.18 z:1.05 acc:1.07 inst:3.22 dt:10 timee:10000 pComp:0.64 iComp:0.69 dComp:0.00 FF:0.22 PID:1.56
4927 x:0.11 y:0.18 z:1.05 acc:1.07 inst:3.24 dt:9 timee:10000 pComp:0.65 iComp:0.70 dComp:0.00 FF:0.23 PID:1.58
4937 x:0.11 y:0.18 z:1.05 acc:1.07 inst:3.25 dt:10 timee:10000 pComp:0.65 iComp:0.70 dComp:0.00 FF:0.24 PID:1.59
4947 x:0.12 y:0.16 z:1.06 acc:1.08 inst:3.26 dt:10 timee:10000 pComp:0.66 iComp:0.71 dComp:0.00 FF:0.24 PID:1.61
4957 x:0.12 y:0.16 z:1.06 acc:1.08 inst:3.28 dt:10 timee:10000 pComp:0.66 iComp:0.72 dComp:0.00 FF:0.25 PID:1.63
4966 x:0.12 y:0.16 z:1.06 acc:1.08 inst:3.29 dt:9 timee:10000 pComp:0.66 iComp:0.72 dComp:0.00 FF:0.26 PID:1.64
4976 x:0.08 y:0.18 z:1.10 acc:1.12 inst:3.30 dt:10 timee:10000 pComp:0.65 iComp:0.73 dComp:-0.00 FF:0.26 PID:1.64
4985 x:0.08 y:0.18 z:1.10 acc:1.12 inst:3.31 dt:9 timee:10000 pComp:0.66 iComp:0.73 dComp:0.00 FF:0.27 PID:1.66
4995 x:0.09 y:0.21 z:1.09 acc:1.12 inst:3.33 dt:10 timee:10000 pComp:0.66 iComp:0.74 dComp:0.00 FF:0.27 PID:1.68
5005 x:0.09 y:0.21 z:1.09 acc:1.12 inst:3.34 dt:10 timee:10000 pComp:0.67 iComp:0.75 dComp:0.00 FF:0.27 PID:1.69
5014 x:0.09 y:0.21 z:1.09 acc:1.12 inst:3.35 dt:9 timee:10000 pComp:0.67 iComp:0.75 dComp:0.00 FF:0.28 PID:1.70
5024 x:0.10 y:0.23 z:1.07 acc:1.10 inst:3.37 dt:10 timee:10000 pComp:0.68 iComp:0.76 dComp:0.00 FF:0.28 PID:1.72
5034 x:0.10 y:0.23 z:1.07 acc:1.10 inst:3.38 dt:10 timee:10000 pComp:0.68 iComp:0.77 dComp:0.00 FF:0.29 PID:1.74
5044 x:0.11 y:0.22 z:1.06 acc:1.08 inst:3.39 dt:10 timee:10000 pComp:0.69 iComp:0.77 dComp:0.00 FF:0.29 PID:1.76
5053 x:0.11 y:0.22 z:1.06 acc:1.08 inst:3.40 dt:9 timee:10000 pComp:0.70 iComp:0.78 dComp:0.00 FF:0.29 PID:1.77
5062 x:0.11 y:0.22 z:1.06 acc:1.08 inst:3.42 dt:9 timee:10000 pComp:0.70 iComp:0.79 dComp:0.00 FF:0.30 PID:1.78
5073 x:0.08 y:0.21 z:1.11 acc:1.13 inst:3.43 dt:11 timee:10000 pComp:0.69 iComp:0.79 dComp:-0.00 FF:0.30 PID:1.78
5082 x:0.08 y:0.21 z:1.11 acc:1.13 inst:3.44 dt:9 timee:10000 pComp:0.69 iComp:0.80 dComp:0.00 FF:0.30 PID:1.80
5092 x:0.06 y:0.21 z:1.14 acc:1.16 inst:3.46 dt:10 timee:10000 pComp:0.69 iComp:0.81 dComp:-0.00 FF:0.31 PID:1.80
5101 x:0.06 y:0.21 z:1.14 acc:1.16 inst:3.47 dt:9 timee:10000 pComp:0.69 iComp:0.81 dComp:0.00 FF:0.31 PID:1.82
5111 x:0.06 y:0.21 z:1.14 acc:1.16 inst:3.48 dt:10 timee:10000 pComp:0.70 iComp:0.82 dComp:0.00 FF:0.31 PID:1.83
5121 x:0.08 y:0.22 z:1.10 acc:1.12 inst:3.49 dt:10 timee:10000 pComp:0.71 iComp:0.83 dComp:0.01 FF:0.32 PID:1.86
5131 x:0.08 y:0.22 z:1.10 acc:1.12 inst:3.51 dt:10 timee:10000 pComp:0.71 iComp:0.83 dComp:0.00 FF:0.32 PID:1.87
5140 x:0.08 y:0.22 z:1.07 acc:1.10 inst:3.52 dt:9 timee:10000 pComp:0.73 iComp:0.84 dComp:0.00 FF:0.32 PID:1.89
5149 x:0.08 y:0.22 z:1.07 acc:1.10 inst:3.53 dt:9 timee:10000 pComp:0.73 iComp:0.85 dComp:0.00 FF:0.33 PID:1.90
5160 x:0.08 y:0.22 z:1.07 acc:1.10 inst:3.55 dt:11 timee:10000 pComp:0.73 iComp:0.86 dComp:0.00 FF:0.33 PID:1.92
5169 x:0.07 y:0.22 z:1.07 acc:1.10 inst:3.56 dt:9 timee:10000 pComp:0.74 iComp:0.86 dComp:0.00 FF:0.33 PID:1.93
5179 x:0.07 y:0.22 z:1.07 acc:1.10 inst:3.57 dt:10 timee:10000 pComp:0.74 iComp:0.87 dComp:0.00 FF:0.33 PID:1.95
5188 x:0.08 y:0.22 z:1.08 acc:1.10 inst:3.58 dt:9 timee:10000 pComp:0.74 iComp:0.88 dComp:0.00 FF:0.34 PID:1.96
5197 x:0.08 y:0.22 z:1.08 acc:1.10 inst:3.60 dt:9 timee:10000 pComp:0.75 iComp:0.88 dComp:0.00 FF:0.34 PID:1.97
5208 x:0.08 y:0.22 z:1.08 acc:1.10 inst:3.61 dt:11 timee:10000 pComp:0.75 iComp:0.89 dComp:0.00 FF:0.34 PID:1.99
5217 x:0.08 y:0.20 z:1.07 acc:1.09 inst:3.62 dt:9 timee:10000 pComp:0.76 iComp:0.90 dComp:0.00 FF:0.34 PID:2.00
5227 x:0.08 y:0.20 z:1.07 acc:1.09 inst:3.64 dt:10 timee:10000 pComp:0.76 iComp:0.91 dComp:0.00 FF:0.35 PID:2.00
5236 x:0.08 y:0.20 z:1.06 acc:1.08 inst:3.65 dt:9 timee:10000 pComp:0.77 iComp:0.91 dComp:0.00 FF:0.35 PID:2.00
5246 x:0.08 y:0.20 z:1.06 acc:1.08 inst:3.66 dt:10 timee:10000 pComp:0.77 iComp:0.92 dComp:0.00 FF:0.35 PID:2.00
5256 x:0.08 y:0.20 z:1.06 acc:1.08 inst:3.67 dt:10 timee:10000 pComp:0.78 iComp:0.93 dComp:0.00 FF:0.35 PID:2.00
5266 x:0.08 y:0.21 z:1.05 acc:1.08 inst:3.69 dt:10 timee:10000 pComp:0.78 iComp:0.94 dComp:0.00 FF:0.36 PID:2.00
5275 x:0.08 y:0.21 z:1.05 acc:1.08 inst:3.70 dt:9 timee:10000 pComp:0.79 iComp:0.94 dComp:0.00 FF:0.36 PID:2.00
5284 x:0.08 y:0.20 z:1.05 acc:1.08 inst:3.71 dt:9 timee:10000 pComp:0.79 iComp:0.95 dComp:0.00 FF:0.36 PID:2.00
5295 x:0.08 y:0.20 z:1.05 acc:1.08 inst:3.73 dt:11 timee:10000 pComp:0.80 iComp:0.96 dComp:0.00 FF:0.36 PID:2.00
5304 x:0.08 y:0.20 z:1.05 acc:1.08 inst:3.74 dt:9 timee:10000 pComp:0.80 iComp:0.97 dComp:0.00 FF:0.36 PID:2.00
5314 x:0.09 y:0.19 z:1.07 acc:1.09 inst:3.75 dt:10 timee:10000 pComp:0.80 iComp:0.97 dComp:-0.00 FF:0.37 PID:2.00
5323 x:0.09 y:0.19 z:1.07 acc:1.09 inst:3.76 dt:9 timee:10000 pComp:0.80 iComp:0.98 dComp:0.00 FF:0.37 PID:2.00
5334 x:0.11 y:0.18 z:1.07 acc:1.09 inst:3.78 dt:11 timee:10000 pComp:0.81 iComp:0.99 dComp:0.00 FF:0.37 PID:2.00
5343 x:0.11 y:0.18 z:1.07 acc:1.09 inst:3.79 dt:9 timee:10000 pComp:0.81 iComp:1.00 dComp:0.00 FF:0.37 PID:2.00
5352 x:0.11 y:0.18 z:1.07 acc:1.09 inst:3.80 dt:9 timee:10000 pComp:0.81 iComp:1.00 dComp:0.00 FF:0.37 PID:2.00
5362 x:0.10 y:0.18 z:1.06 acc:1.08 inst:3.82 dt:10 timee:10000 pComp:0.82 iComp:1.01 dComp:0.00 FF:0.38 PID:2.00
5372 x:0.10 y:0.18 z:1.06 acc:1.08 inst:3.83 dt:10 timee:10000 pComp:0.82 iComp:1.02 dComp:0.00 FF:0.38 PID:2.00
5382 x:0.09 y:0.20 z:1.05 acc:1.07 inst:3.84 dt:10 timee:10000 pComp:0.83 iComp:1.03 dComp:0.00 FF:0.38 PID:2.00
5391 x:0.09 y:0.20 z:1.05 acc:1.07 inst:3.85 dt:9 timee:10000 pComp:0.83 iComp:1.04 dComp:0.00 FF:0.38 PID:2.00
5400 x:0.09 y:0.20 z:1.05 acc:1.07 inst:3.87 dt:9 timee:10000 pComp:0.84 iComp:1.04 dComp:0.00 FF:0.38 PID:2.00
5410 x:0.09 y:0.20 z:1.04 acc:1.07 inst:3.88 dt:10 timee:10000 pComp:0.84 iComp:1.05 dComp:0.00 FF:0.39 PID:2.00
5420 x:0.09 y:0.20 z:1.04 acc:1.07 inst:3.89 dt:10 timee:10000 pComp:0.85 iComp:1.06 dComp:0.00 FF:0.39 PID:2.00
5430 x:0.06 y:0.22 z:1.14 acc:1.16 inst:3.91 dt:10 timee:10000 pComp:0.82 iComp:1.07 dComp:-0.01 FF:0.39 PID:2.00
5439 x:0.06 y:0.22 z:1.14 acc:1.16 inst:3.92 dt:9 timee:10000 pComp:0.83 iComp:1.08 dComp:0.00 FF:0.39 PID:2.00
5449 x:0.06 y:0.22 z:1.14 acc:1.16 inst:3.93 dt:10 timee:10000 pComp:0.83 iComp:1.08 dComp:0.00 FF:0.39 PID:2.00
5459 x:0.06 y:0.22 z:1.10 acc:1.13 inst:3.95 dt:10 timee:10000 pComp:0.85 iComp:1.09 dComp:0.00 FF:0.39 PID:2.00
5469 x:0.06 y:0.22 z:1.10 acc:1.13 inst:3.96 dt:10 timee:10000 pComp:0.85 iComp:1.10 dComp:0.00 FF:0.40 PID:2.00
5478 x:0.06 y:0.22 z:1.09 acc:1.12 inst:3.97 dt:9 timee:10000 pComp:0.86 iComp:1.11 dComp:0.00 FF:0.40 PID:2.00
5487 x:0.06 y:0.22 z:1.09 acc:1.12 inst:3.98 dt:9 timee:10000 pComp:0.86 iComp:1.12 dComp:0.00 FF:0.40 PID:2.00
5497 x:0.06 y:0.22 z:1.09 acc:1.12 inst:4.00 dt:10 timee:10000 pComp:0.86 iComp:1.13 dComp:0.00 FF:0.40 PID:2.00
5507 x:0.08 y:0.23 z:1.08 acc:1.11 inst:4.01 dt:10 timee:10000 pComp:0.87 iComp:1.13 dComp:0.00 FF:0.40 PID:2.00
5517 x:0.08 y:0.23 z:1.08 acc:1.11 inst:4.02 dt:10 timee:10000 pComp:0.88 iComp:1.14 dComp:0.00 FF:0.41 PID:2.00
5526 x:0.05 y:0.17 z:1.09 acc:1.10 inst:4.03 dt:9 timee:10000 pComp:0.88 iComp:1.15 dComp:0.00 FF:0.41 PID:2.00
5536 x:0.05 y:0.17 z:1.09 acc:1.10 inst:4.05 dt:10 timee:10000 pComp:0.88 iComp:1.16 dComp:0.00 FF:0.41 PID:2.00
5546 x:0.05 y:0.17 z:1.09 acc:1.10 inst:4.06 dt:10 timee:10000 pComp:0.89 iComp:1.17 dComp:0.00 FF:0.41 PID:2.00
5556 x:0.05 y:0.14 z:1.09 acc:1.10 inst:4.07 dt:10 timee:10000 pComp:0.89 iComp:1.18 dComp:0.00 FF:0.41 PID:2.00
5565 x:0.05 y:0.14 z:1.09 acc:1.10 inst:4.09 dt:9 timee:10000 pComp:0.90 iComp:1.19 dComp:0.00 FF:0.41 PID:2.00
5574 x:0.06 y:0.18 z:1.08 acc:1.10 inst:4.10 dt:9 timee:10000 pComp:0.90 iComp:1.19 dComp:0.00 FF:0.41 PID:2.00
5585 x:0.06 y:0.18 z:1.08 acc:1.10 inst:4.11 dt:11 timee:10000 pComp:0.91 iComp:1.20 dComp:0.00 FF:0.42 PID:2.00
5594 x:0.06 y:0.18 z:1.08 acc:1.10 inst:4.13 dt:9 timee:10000 pComp:0.91 iComp:1.21 dComp:0.00 FF:0.42 PID:2.00
5604 x:0.07 y:0.21 z:1.08 acc:1.11 inst:4.14 dt:10 timee:10000 pComp:0.91 iComp:1.22 dComp:0.00 FF:0.42 PID:2.00
5613 x:0.07 y:0.21 z:1.08 acc:1.11 inst:4.15 dt:9 timee:10000 pComp:0.91 iComp:1.23 dComp:0.00 FF:0.42 PID:2.00
5623 x:0.09 y:0.22 z:1.09 acc:1.11 inst:4.16 dt:10 timee:10000 pComp:0.92 iComp:1.24 dComp:0.00 FF:0.42 PID:2.00
5633 x:0.09 y:0.22 z:1.09 acc:1.11 inst:4.18 dt:10 timee:10000 pComp:0.92 iComp:1.25 dComp:0.00 FF:0.42 PID:2.00
5642 x:0.09 y:0.22 z:1.09 acc:1.11 inst:4.19 dt:9 timee:10000 pComp:0.92 iComp:1.26 dComp:0.00 FF:0.43 PID:2.00
5652 x:0.10 y:0.21 z:1.05 acc:1.08 inst:4.20 dt:10 timee:10000 pComp:0.94 iComp:1.27 dComp:0.00 FF:0.43 PID:2.00
5661 x:0.10 y:0.21 z:1.05 acc:1.08 inst:4.21 dt:9 timee:10000 pComp:0.94 iComp:1.27 dComp:0.00 FF:0.43 PID:2.00
5672 x:0.11 y:0.20 z:1.06 acc:1.09 inst:4.23 dt:11 timee:10000 pComp:0.94 iComp:1.28 dComp:0.00 FF:0.43 PID:2.00
5681 x:0.11 y:0.20 z:1.06 acc:1.09 inst:4.24 dt:9 timee:10000 pComp:0.95 iComp:1.29 dComp:0.00 FF:0.43 PID:2.00
5690 x:0.11 y:0.20 z:1.06 acc:1.09 inst:4.25 dt:9 timee:10000 pComp:0.95 iComp:1.30 dComp:0.00 FF:0.43 PID:2.00
5700 x:0.11 y:0.19 z:1.06 acc:1.09 inst:4.27 dt:10 timee:10000 pComp:0.95 iComp:1.31 dComp:0.00 FF:0.43 PID:2.00
5709 x:0.11 y:0.19 z:1.06 acc:1.09 inst:4.28 dt:9 timee:10000 pComp:0.96 iComp:1.32 dComp:0.00 FF:0.44 PID:2.00
5720 x:0.11 y:0.19 z:1.06 acc:1.09 inst:4.29 dt:11 timee:10000 pComp:0.96 iComp:1.33 dComp:0.00 FF:0.44 PID:2.00
5729 x:0.11 y:0.20 z:1.06 acc:1.09 inst:4.31 dt:9 timee:10000 pComp:0.97 iComp:1.34 dComp:0.00 FF:0.44 PID:2.00
5738 x:0.11 y:0.20 z:1.06 acc:1.09 inst:4.32 dt:9 timee:10000 pComp:0.97 iComp:1.35 dComp:0.00 FF:0.44 PID:2.00
5748 x:0.10 y:0.22 z:1.05 acc:1.08 inst:4.33 dt:10 timee:10000 pComp:0.98 iComp:1.36 dComp:0.00 FF:0.44 PID:2.00
5758 x:0.10 y:0.22 z:1.05 acc:1.08 inst:4.34 dt:10 timee:10000 pComp:0.98 iComp:1.37 dComp:0.00 FF:0.44 PID:2.00
5768 x:0.10 y:0.22 z:1.05 acc:1.08 inst:4.36 dt:10 timee:10000 pComp:0.98 iComp:1.38 dComp:0.00 FF:0.44 PID:2.00
5777 x:0.09 y:0.20 z:1.05 acc:1.07 inst:4.37 dt:9 timee:10000 pComp:0.99 iComp:1.39 dComp:0.00 FF:0.45 PID:2.00
5787 x:0.09 y:0.20 z:1.05 acc:1.07 inst:4.38 dt:10 timee:10000 pComp:0.99 iComp:1.40 dComp:0.00 FF:0.45 PID:2.00
5796 x:0.09 y:0.19 z:1.06 acc:1.08 inst:4.39 dt:9 timee:10000 pComp:0.99 iComp:1.40 dComp:0.00 FF:0.45 PID:2.00
5806 x:0.09 y:0.19 z:1.06 acc:1.08 inst:4.41 dt:10 timee:10000 pComp:1.00 iComp:1.41 dComp:0.00 FF:0.45 PID:2.00
5816 x:0.09 y:0.19 z:1.06 acc:1.08 inst:4.42 dt:10 timee:10000 pComp:1.00 iComp:1.42 dComp:0.00 FF:0.45 PID:2.00
5826 x:0.08 y:0.19 z:1.07 acc:1.09 inst:4.43 dt:10 timee:10000 pComp:1.00 iComp:1.43 dComp:0.00 FF:0.45 PID:2.00
5835 x:0.08 y:0.19 z:1.07 acc:1.09 inst:4.45 dt:9 timee:10000 pComp:1.01 iComp:1.44 dComp:0.00 FF:0.45 PID:2.00
5845 x:0.07 y:0.20 z:1.07 acc:1.10 inst:4.46 dt:10 timee:10000 pComp:1.01 iComp:1.45 dComp:0.00 FF:0.45 PID:2.00
5855 x:0.07 y:0.20 z:1.07 acc:1.10 inst:4.47 dt:10 timee:10000 pComp:1.01 iComp:1.46 dComp:0.00 FF:0.46 PID:2.00
5864 x:0.07 y:0.20 z:1.07 acc:1.10 inst:4.49 dt:9 timee:10000 pComp:1.02 iComp:1.47 dComp:0.00 FF:0.46 PID:2.00
5874 x:0.09 y:0.19 z:1.08 acc:1.10 inst:4.50 dt:10 timee:10000 pComp:1.02 iComp:1.48 dComp:0.00 FF:0.46 PID:2.00
5884 x:0.09 y:0.19 z:1.08 acc:1.10 inst:4.51 dt:10 timee:10000 pComp:1.02 iComp:1.49 dComp:0.00 FF:0.46 PID:2.00
5894 x:0.09 y:0.17 z:1.07 acc:1.08 inst:4.53 dt:10 timee:10000 pComp:1.03 iComp:1.50 dComp:0.00 FF:0.46 PID:2.00
5903 x:0.09 y:0.17 z:1.07 acc:1.08 inst:4.54 dt:9 timee:10000 pComp:1.04 iComp:1.51 dComp:0.00 FF:0.46 PID:2.00
5912 x:0.09 y:0.17 z:1.07 acc:1.08 inst:4.55 dt:9 timee:10000 pComp:1.04 iComp:1.52 dComp:0.00 FF:0.46 PID:2.00
5922 x:0.10 y:0.17 z:1.06 acc:1.08 inst:4.56 dt:10 timee:10000 pComp:1.04 iComp:1.53 dComp:0.00 FF:0.46 PID:2.00
5932 x:0.10 y:0.17 z:1.06 acc:1.08 inst:4.58 dt:10 timee:10000 pComp:1.05 iComp:1.54 dComp:0.00 FF:0.47 PID:2.00
5942 x:0.13 y:0.19 z:1.06 acc:1.08 inst:4.59 dt:10 timee:10000 pComp:1.05 iComp:1.55 dComp:0.00 FF:0.47 PID:2.00
5951 x:0.13 y:0.19 z:1.06 acc:1.08 inst:4.60 dt:9 timee:10000 pComp:1.06 iComp:1.56 dComp:0.00 FF:0.47 PID:2.00
5960 x:0.13 y:0.19 z:1.06 acc:1.08 inst:4.61 dt:9 timee:10000 pComp:1.06 iComp:1.57 dComp:0.00 FF:0.47 PID:2.00
5971 x:0.11 y:0.19 z:1.04 acc:1.07 inst:4.63 dt:11 timee:10000 pComp:1.07 iComp:1.58 dComp:0.00 FF:0.47 PID:2.00
5980 x:0.11 y:0.19 z:1.04 acc:1.07 inst:4.64 dt:9 timee:10000 pComp:1.07 iComp:1.59 dComp:0.00 FF:0.47 PID:2.00
5990 x:0.09 y:0.11 z:1.08 acc:1.09 inst:4.65 dt:10 timee:10000 pComp:1.07 iComp:1.60 dComp:-0.00 FF:0.47 PID:2.00
5999 x:0.09 y:0.11 z:1.08 acc:1.09 inst:4.67 dt:9 timee:10000 pComp:1.07 iComp:1.61 dComp:0.00 FF:0.47 PID:2.00
6009 x:0.09 y:0.11 z:1.08 acc:1.09 inst:4.68 dt:10 timee:10000 pComp:1.08 iComp:1.62 dComp:0.00 FF:0.48 PID:2.00
6019 x:0.09 y:0.14 z:1.07 acc:1.08 inst:4.69 dt:10 timee:10000 pComp:1.08 iComp:1.64 dComp:0.00 FF:0.48 PID:2.00
6028 x:0.09 y:0.14 z:1.07 acc:1.08 inst:4.70 dt:9 timee:10000 pComp:1.09 iComp:1.64 dComp:0.00 FF:0.48 PID:2.00
6038 x:0.08 y:0.17 z:1.07 acc:1.09 inst:4.72 dt:10 timee:10000 pComp:1.09 iComp:1.66 dComp:0.00 FF:0.48 PID:2.00
6047 x:0.08 y:0.17 z:1.07 acc:1.09 inst:4.73 dt:9 timee:10000 pComp:1.09 iComp:1.67 dComp:0.00 FF:0.48 PID:2.00
6058 x:0.08 y:0.17 z:1.07 acc:1.09 inst:4.74 dt:11 timee:10000 pComp:1.10 iComp:1.68 dComp:0.00 FF:0.48 PID:2.00
6067 x:0.07 y:0.21 z:1.06 acc:1.09 inst:4.76 dt:9 timee:10000 pComp:1.10 iComp:1.69 dComp:0.00 FF:0.48 PID:2.00
6077 x:0.07 y:0.21 z:1.06 acc:1.09 inst:4.77 dt:10 timee:10000 pComp:1.11 iComp:1.70 dComp:0.00 FF:0.48 PID:2.00
6086 x:0.12 y:0.25 z:1.07 acc:1.11 inst:4.78 dt:9 timee:10000 pComp:1.10 iComp:1.71 dComp:-0.00 FF:0.48 PID:2.00
6095 x:0.12 y:0.25 z:1.07 acc:1.11 inst:4.79 dt:9 timee:10000 pComp:1.11 iComp:1.72 dComp:0.00 FF:0.49 PID:2.00
6106 x:0.12 y:0.25 z:1.07 acc:1.11 inst:4.81 dt:11 timee:10000 pComp:1.11 iComp:1.73 dComp:0.00 FF:0.49 PID:2.00
6116 x:0.15 y:0.23 z:1.09 acc:1.12 inst:4.82 dt:10 timee:10000 pComp:1.11 iComp:1.74 dComp:-0.00 FF:0.49 PID:2.00
6125 x:0.15 y:0.23 z:1.09 acc:1.12 inst:4.83 dt:9 timee:10000 pComp:1.11 iComp:1.75 dComp:0.00 FF:0.49 PID:2.00
6134 x:0.15 y:0.23 z:1.09 acc:1.12 inst:4.85 dt:9 timee:10000 pComp:1.12 iComp:1.76 dComp:0.00 FF:0.49 PID:2.00
6145 x:0.13 y:0.20 z:1.08 acc:1.11 inst:4.86 dt:11 timee:10000 pComp:1.13 iComp:1.77 dComp:0.00 FF:0.49 PID:2.00
6154 x:0.13 y:0.20 z:1.08 acc:1.11 inst:4.87 dt:9 timee:10000 pComp:1.13 iComp:1.78 dComp:0.00 FF:0.49 PID:2.00
6164 x:0.11 y:0.20 z:1.08 acc:1.10 inst:4.89 dt:10 timee:10000 pComp:1.14 iComp:1.80 dComp:0.00 FF:0.49 PID:2.00
6173 x:0.11 y:0.20 z:1.08 acc:1.10 inst:4.90 dt:9 timee:10000 pComp:1.14 iComp:1.81 dComp:0.00 FF:0.49 PID:2.00
6183 x:0.11 y:0.20 z:1.08 acc:1.10 inst:4.91 dt:10 timee:10000 pComp:1.14 iComp:1.82 dComp:0.00 FF:0.50 PID:2.00
6193 x:0.08 y:0.21 z:1.06 acc:1.08 inst:4.92 dt:10 timee:10000 pComp:1.15 iComp:1.83 dComp:0.00 FF:0.50 PID:2.00
6202 x:0.08 y:0.21 z:1.06 acc:1.08 inst:4.94 dt:9 timee:10000 pComp:1.16 iComp:1.84 dComp:0.00 FF:0.50 PID:2.00
6212 x:0.11 y:0.22 z:1.06 acc:1.09 inst:4.95 dt:10 timee:10000 pComp:1.16 iComp:1.85 dComp:0.00 FF:0.50 PID:2.00
6221 x:0.11 y:0.22 z:1.06 acc:1.09 inst:4.96 dt:9 timee:10000 pComp:1.16 iComp:1.86 dComp:0.00 FF:0.50 PID:2.00
6231 x:0.11 y:0.22 z:1.06 acc:1.09 inst:4.97 dt:10 timee:10000 pComp:1.17 iComp:1.87 dComp:0.00 FF:0.50 PID:2.00
6241 x:0.11 y:0.21 z:1.06 acc:1.09 inst:4.99 dt:10 timee:10000 pComp:1.17 iComp:1.88 dComp:0.00 FF:0.50 PID:2.00
6250 x:0.11 y:0.21 z:1.06 acc:1.09 inst:5.00 dt:9 timee:10000 pComp:1.17 iComp:1.90 dComp:0.00 FF:0.50 PID:2.00
6260 x:0.12 y:0.21 z:1.07 acc:1.10 inst:5.01 dt:10 timee:10000 pComp:1.18 iComp:1.91 dComp:0.00 FF:0.50 PID:2.00
6270 x:0.12 y:0.21 z:1.07 acc:1.10 inst:5.03 dt:10 timee:10000 pComp:1.18 iComp:1.92 dComp:0.00 FF:0.51 PID:2.00
6280 x:0.12 y:0.21 z:1.07 acc:1.10 inst:5.04 dt:10 timee:10000 pComp:1.18 iComp:1.93 dComp:0.00 FF:0.51 PID:2.00
6289 x:0.11 y:0.21 z:1.07 acc:1.09 inst:5.05 dt:9 timee:10000 pComp:1.19 iComp:1.94 dComp:0.00 FF:0.51 PID:2.00
6299 x:0.11 y:0.21 z:1.07 acc:1.09 inst:5.07 dt:10 timee:10000 pComp:1.19 iComp:1.95 dComp:0.00 FF:0.51 PID:2.00
6308 x:0.10 y:0.19 z:1.06 acc:1.09 inst:5.08 dt:9 timee:10000 pComp:1.20 iComp:1.96 dComp:0.00 FF:0.51 PID:2.00
6318 x:0.10 y:0.19 z:1.06 acc:1.09 inst:5.09 dt:10 timee:10000 pComp:1.20 iComp:1.98 dComp:0.00 FF:0.51 PID:2.00
6328 x:0.10 y:0.19 z:1.06 acc:1.09 inst:5.10 dt:10 timee:10000 pComp:1.21 iComp:1.99 dComp:0.00 FF:0.51 PID:2.00
6337 x:0.07 y:0.18 z:1.06 acc:1.08 inst:5.12 dt:9 timee:10000 pComp:1.21 iComp:2.00 dComp:0.00 FF:0.51 PID:2.00
6347 x:0.07 y:0.18 z:1.06 acc:1.08 inst:5.13 dt:10 timee:10000 pComp:1.22 iComp:2.01 dComp:0.00 FF:0.51 PID:2.00
6357 x:0.07 y:0.19 z:1.05 acc:1.07 inst:5.14 dt:10 timee:10000 pComp:1.22 iComp:2.02 dComp:0.00 FF:0.51 PID:2.00
6367 x:0.07 y:0.19 z:1.05 acc:1.07 inst:5.16 dt:10 timee:10000 pComp:1.23 iComp:2.04 dComp:0.00 FF:0.52 PID:2.00
6376 x:0.07 y:0.19 z:1.05 acc:1.07 inst:5.17 dt:9 timee:10000 pComp:1.23 iComp:2.05 dComp:0.00 FF:0.52 PID:2.00
6386 x:0.07 y:0.19 z:1.07 acc:1.09 inst:5.18 dt:10 timee:10000 pComp:1.23 iComp:2.06 dComp:-0.00 FF:0.52 PID:2.00
