Finished setup, waiting to start, PID: p:0.30 i(x100):0.03 d(x10):10
UPLoading
csdt0
csdt1000
csdt4000
csdt10000
csdt12000
0.00 4.00 2.00 10.00 5.00 150000.00 0.00 
0 1000 4000 10000 12000 17000 0 
UPLoading
csdt0
csdt1000
csdt4000
csdt10000
csdt12000
csdt15000
0.00 4.00 2.00 10.00 5.00 150000.00 0.00 4.00 2.00 10.00 5.00 0.00 0.00 
0 1000 4000 10000 12000 17000 0 1000 4000 10000 12000 15000 20000 
Finished setup, waiting to start, PID: p:0.30 i(x100):0.03 d(x10):10
UPLoading
csdt0
csdt1000
csdt4000
csdt10000
csdt12000
csdt15000
0.00 4.00 2.00 10.00 5.00 0.00 0.00 
0 1000 4000 10000 12000 15000 20000 
9804 x:0.08 y:0.19 z:1.07 acc:1.09 inst:9.74 dt:10 timee:10000 pComp:2.60 iComp:3.00 dComp:0.00 FF:0.77 PID:2.00
9814 x:0.08 y:0.19 z:1.07 acc:1.09 inst:9.75 dt:10 timee:10000 pComp:2.60 iComp:3.00 dComp:0.00 FF:0.77 PID:2.00
9824 x:0.07 y:0.18 z:1.07 acc:1.08 inst:9.77 dt:10 timee:10000 pComp:2.60 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9833 x:0.07 y:0.18 z:1.07 acc:1.08 inst:9.78 dt:9 timee:10000 pComp:2.61 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9843 x:0.09 y:0.17 z:1.07 acc:1.08 inst:9.79 dt:10 timee:10000 pComp:2.61 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9853 x:0.09 y:0.17 z:1.07 acc:1.08 inst:9.80 dt:10 timee:10000 pComp:2.62 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9862 x:0.09 y:0.17 z:1.07 acc:1.08 inst:9.82 dt:9 timee:10000 pComp:2.62 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9872 x:0.08 y:0.17 z:1.08 acc:1.10 inst:9.83 dt:10 timee:10000 pComp:2.62 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9881 x:0.08 y:0.17 z:1.08 acc:1.10 inst:9.84 dt:9 timee:10000 pComp:2.62 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9891 x:0.08 y:0.19 z:1.08 acc:1.10 inst:9.85 dt:10 timee:10000 pComp:2.63 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9901 x:0.08 y:0.19 z:1.08 acc:1.10 inst:9.87 dt:10 timee:10000 pComp:2.63 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9910 x:0.08 y:0.19 z:1.08 acc:1.10 inst:9.88 dt:9 timee:10000 pComp:2.63 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9920 x:0.08 y:0.21 z:1.08 acc:1.10 inst:9.89 dt:10 timee:10000 pComp:2.64 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9929 x:0.08 y:0.21 z:1.08 acc:1.10 inst:9.91 dt:9 timee:10000 pComp:2.64 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9940 x:0.08 y:0.18 z:1.08 acc:1.10 inst:9.92 dt:11 timee:10000 pComp:2.65 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9949 x:0.08 y:0.18 z:1.08 acc:1.10 inst:9.93 dt:9 timee:10000 pComp:2.65 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9959 x:0.08 y:0.18 z:1.08 acc:1.10 inst:9.95 dt:10 timee:10000 pComp:2.65 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9968 x:0.06 y:0.17 z:1.07 acc:1.09 inst:9.96 dt:9 timee:10000 pComp:2.66 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9977 x:0.06 y:0.17 z:1.07 acc:1.09 inst:9.97 dt:9 timee:10000 pComp:2.66 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9988 x:0.06 y:0.17 z:1.07 acc:1.08 inst:9.98 dt:11 timee:10000 pComp:2.67 iComp:3.00 dComp:0.00 FF:0.78 PID:2.00
9997 x:0.06 y:0.17 z:1.07 acc:1.08 inst:10.00 dt:9 timee:10000 pComp:2.67 iComp:3.00 dComp:0.00 FF:0.79 PID:2.00
10007 x:0.06 y:0.17 z:1.07 acc:1.08 inst:9.98 dt:10 timee:12000 pComp:2.67 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10016 x:0.06 y:0.18 z:1.07 acc:1.08 inst:9.96 dt:9 timee:12000 pComp:2.66 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10027 x:0.06 y:0.18 z:1.07 acc:1.08 inst:9.93 dt:11 timee:12000 pComp:2.65 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10037 x:0.07 y:0.18 z:1.07 acc:1.08 inst:9.91 dt:10 timee:12000 pComp:2.65 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10046 x:0.07 y:0.18 z:1.07 acc:1.08 inst:9.89 dt:9 timee:12000 pComp:2.64 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10056 x:0.07 y:0.18 z:1.07 acc:1.08 inst:9.86 dt:10 timee:12000 pComp:2.63 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10066 x:0.07 y:0.19 z:1.09 acc:1.11 inst:9.84 dt:10 timee:12000 pComp:2.62 iComp:3.00 dComp:-0.01 FF:0.79 PID:2.00
10076 x:0.07 y:0.19 z:1.09 acc:1.11 inst:9.81 dt:10 timee:12000 pComp:2.61 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10086 x:0.08 y:0.19 z:1.08 acc:1.10 inst:9.78 dt:10 timee:12000 pComp:2.61 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10095 x:0.08 y:0.19 z:1.08 acc:1.10 inst:9.76 dt:9 timee:12000 pComp:2.60 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10105 x:0.08 y:0.19 z:1.08 acc:1.10 inst:9.74 dt:10 timee:12000 pComp:2.59 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10116 x:0.07 y:0.21 z:1.06 acc:1.08 inst:9.71 dt:11 timee:12000 pComp:2.59 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10125 x:0.07 y:0.21 z:1.06 acc:1.08 inst:9.69 dt:9 timee:12000 pComp:2.58 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10135 x:0.07 y:0.21 z:1.06 acc:1.08 inst:9.66 dt:10 timee:12000 pComp:2.57 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10144 x:0.07 y:0.21 z:1.06 acc:1.08 inst:9.64 dt:9 timee:12000 pComp:2.57 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10155 x:0.07 y:0.21 z:1.06 acc:1.08 inst:9.61 dt:11 timee:12000 pComp:2.56 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10164 x:0.10 y:0.20 z:1.07 acc:1.09 inst:9.59 dt:9 timee:12000 pComp:2.55 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10174 x:0.10 y:0.20 z:1.07 acc:1.09 inst:9.56 dt:10 timee:12000 pComp:2.54 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10183 x:0.10 y:0.20 z:1.07 acc:1.09 inst:9.54 dt:9 timee:12000 pComp:2.54 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10194 x:0.09 y:0.20 z:1.07 acc:1.09 inst:9.52 dt:11 timee:12000 pComp:2.53 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10204 x:0.09 y:0.20 z:1.07 acc:1.09 inst:9.49 dt:10 timee:12000 pComp:2.52 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10213 x:0.08 y:0.21 z:1.06 acc:1.08 inst:9.47 dt:9 timee:12000 pComp:2.52 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10223 x:0.08 y:0.21 z:1.06 acc:1.08 inst:9.44 dt:10 timee:12000 pComp:2.51 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10233 x:0.09 y:0.22 z:1.05 acc:1.08 inst:9.42 dt:10 timee:12000 pComp:2.50 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10243 x:0.09 y:0.22 z:1.05 acc:1.08 inst:9.39 dt:10 timee:12000 pComp:2.50 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10253 x:0.09 y:0.22 z:1.05 acc:1.08 inst:9.37 dt:10 timee:12000 pComp:2.49 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10263 x:0.09 y:0.22 z:1.07 acc:1.10 inst:9.34 dt:10 timee:12000 pComp:2.47 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10272 x:0.09 y:0.22 z:1.07 acc:1.10 inst:9.32 dt:9 timee:12000 pComp:2.47 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10283 x:0.11 y:0.20 z:1.07 acc:1.09 inst:9.29 dt:11 timee:12000 pComp:2.46 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10292 x:0.11 y:0.20 z:1.07 acc:1.09 inst:9.27 dt:9 timee:12000 pComp:2.45 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10302 x:0.11 y:0.20 z:1.07 acc:1.09 inst:9.25 dt:10 timee:12000 pComp:2.45 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10312 x:0.10 y:0.21 z:1.08 acc:1.10 inst:9.22 dt:10 timee:12000 pComp:2.44 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10322 x:0.10 y:0.21 z:1.08 acc:1.10 inst:9.19 dt:10 timee:12000 pComp:2.43 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10332 x:0.09 y:0.22 z:1.07 acc:1.10 inst:9.17 dt:10 timee:12000 pComp:2.42 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10341 x:0.09 y:0.22 z:1.07 acc:1.10 inst:9.15 dt:9 timee:12000 pComp:2.42 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10351 x:0.09 y:0.22 z:1.07 acc:1.10 inst:9.12 dt:10 timee:12000 pComp:2.41 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10361 x:0.11 y:0.22 z:1.06 acc:1.09 inst:9.10 dt:10 timee:12000 pComp:2.40 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10371 x:0.11 y:0.22 z:1.06 acc:1.09 inst:9.07 dt:10 timee:12000 pComp:2.40 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10381 x:0.12 y:0.21 z:1.04 acc:1.07 inst:9.05 dt:10 timee:12000 pComp:2.39 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10390 x:0.12 y:0.21 z:1.04 acc:1.07 inst:9.02 dt:9 timee:12000 pComp:2.39 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10400 x:0.12 y:0.21 z:1.04 acc:1.07 inst:9.00 dt:10 timee:12000 pComp:2.38 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10411 x:0.12 y:0.21 z:1.03 acc:1.06 inst:8.97 dt:11 timee:12000 pComp:2.37 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10420 x:0.12 y:0.21 z:1.03 acc:1.06 inst:8.95 dt:9 timee:12000 pComp:2.37 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10430 x:0.10 y:0.20 z:1.06 acc:1.08 inst:8.93 dt:10 timee:12000 pComp:2.35 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10439 x:0.10 y:0.20 z:1.06 acc:1.08 inst:8.90 dt:9 timee:12000 pComp:2.35 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10450 x:0.10 y:0.20 z:1.06 acc:1.08 inst:8.88 dt:11 timee:12000 pComp:2.34 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10460 x:0.10 y:0.18 z:1.07 acc:1.09 inst:8.85 dt:10 timee:12000 pComp:2.33 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10469 x:0.10 y:0.18 z:1.07 acc:1.09 inst:8.83 dt:9 timee:12000 pComp:2.32 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10479 x:0.10 y:0.18 z:1.06 acc:1.08 inst:8.80 dt:10 timee:12000 pComp:2.32 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10488 x:0.10 y:0.18 z:1.06 acc:1.08 inst:8.78 dt:9 timee:12000 pComp:2.31 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10499 x:0.10 y:0.18 z:1.06 acc:1.08 inst:8.75 dt:11 timee:12000 pComp:2.30 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10509 x:0.10 y:0.18 z:1.06 acc:1.08 inst:8.73 dt:10 timee:12000 pComp:2.30 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10518 x:0.10 y:0.18 z:1.06 acc:1.08 inst:8.71 dt:9 timee:12000 pComp:2.29 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10528 x:0.11 y:0.19 z:1.06 acc:1.08 inst:8.68 dt:10 timee:12000 pComp:2.28 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10538 x:0.11 y:0.19 z:1.06 acc:1.08 inst:8.65 dt:10 timee:12000 pComp:2.27 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10548 x:0.11 y:0.19 z:1.06 acc:1.08 inst:8.63 dt:10 timee:12000 pComp:2.26 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10558 x:0.10 y:0.20 z:1.08 acc:1.10 inst:8.60 dt:10 timee:12000 pComp:2.25 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10567 x:0.10 y:0.20 z:1.08 acc:1.10 inst:8.58 dt:9 timee:12000 pComp:2.24 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10578 x:0.09 y:0.18 z:1.08 acc:1.10 inst:8.56 dt:11 timee:12000 pComp:2.24 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10587 x:0.09 y:0.18 z:1.08 acc:1.10 inst:8.53 dt:9 timee:12000 pComp:2.23 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10597 x:0.09 y:0.18 z:1.08 acc:1.10 inst:8.51 dt:10 timee:12000 pComp:2.22 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10607 x:0.09 y:0.17 z:1.08 acc:1.10 inst:8.48 dt:10 timee:12000 pComp:2.22 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10616 x:0.09 y:0.17 z:1.08 acc:1.10 inst:8.46 dt:9 timee:12000 pComp:2.21 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10627 x:0.10 y:0.19 z:1.07 acc:1.09 inst:8.43 dt:11 timee:12000 pComp:2.20 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10636 x:0.10 y:0.19 z:1.07 acc:1.09 inst:8.41 dt:9 timee:12000 pComp:2.20 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10646 x:0.10 y:0.19 z:1.07 acc:1.09 inst:8.39 dt:10 timee:12000 pComp:2.19 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10656 x:0.09 y:0.19 z:1.06 acc:1.08 inst:8.36 dt:10 timee:12000 pComp:2.18 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10666 x:0.09 y:0.19 z:1.06 acc:1.08 inst:8.34 dt:10 timee:12000 pComp:2.18 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10676 x:0.10 y:0.20 z:1.05 acc:1.08 inst:8.31 dt:10 timee:12000 pComp:2.17 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10685 x:0.10 y:0.20 z:1.05 acc:1.08 inst:8.29 dt:9 timee:12000 pComp:2.16 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10695 x:0.10 y:0.20 z:1.05 acc:1.08 inst:8.26 dt:10 timee:12000 pComp:2.16 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10706 x:0.10 y:0.21 z:1.05 acc:1.08 inst:8.23 dt:11 timee:12000 pComp:2.15 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10715 x:0.10 y:0.21 z:1.05 acc:1.08 inst:8.21 dt:9 timee:12000 pComp:2.14 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10725 x:0.09 y:0.19 z:1.08 acc:1.10 inst:8.19 dt:10 timee:12000 pComp:2.13 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10734 x:0.09 y:0.19 z:1.08 acc:1.10 inst:8.17 dt:9 timee:12000 pComp:2.12 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10744 x:0.10 y:0.14 z:1.08 acc:1.10 inst:8.14 dt:10 timee:12000 pComp:2.11 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10754 x:0.10 y:0.14 z:1.08 acc:1.10 inst:8.11 dt:10 timee:12000 pComp:2.11 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10764 x:0.10 y:0.14 z:1.08 acc:1.10 inst:8.09 dt:10 timee:12000 pComp:2.10 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10774 x:0.09 y:0.14 z:1.08 acc:1.09 inst:8.07 dt:10 timee:12000 pComp:2.09 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10783 x:0.09 y:0.14 z:1.08 acc:1.09 inst:8.04 dt:9 timee:12000 pComp:2.08 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10794 x:0.08 y:0.15 z:1.08 acc:1.09 inst:8.02 dt:11 timee:12000 pComp:2.08 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10804 x:0.08 y:0.15 z:1.08 acc:1.09 inst:7.99 dt:10 timee:12000 pComp:2.07 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10813 x:0.08 y:0.15 z:1.08 acc:1.09 inst:7.97 dt:9 timee:12000 pComp:2.06 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10823 x:0.09 y:0.17 z:1.06 acc:1.08 inst:7.94 dt:10 timee:12000 pComp:2.06 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10833 x:0.09 y:0.17 z:1.06 acc:1.08 inst:7.92 dt:10 timee:12000 pComp:2.05 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10843 x:0.13 y:0.17 z:1.10 acc:1.12 inst:7.89 dt:10 timee:12000 pComp:2.03 iComp:3.00 dComp:-0.01 FF:0.79 PID:2.00
10853 x:0.13 y:0.17 z:1.10 acc:1.12 inst:7.87 dt:10 timee:12000 pComp:2.02 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10862 x:0.13 y:0.17 z:1.10 acc:1.12 inst:7.85 dt:9 timee:12000 pComp:2.02 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10872 x:0.14 y:0.17 z:1.12 acc:1.14 inst:7.82 dt:10 timee:12000 pComp:2.00 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10882 x:0.14 y:0.17 z:1.12 acc:1.14 inst:7.80 dt:10 timee:12000 pComp:2.00 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10892 x:0.12 y:0.20 z:1.10 acc:1.13 inst:7.77 dt:10 timee:12000 pComp:1.99 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10902 x:0.12 y:0.20 z:1.10 acc:1.13 inst:7.75 dt:10 timee:12000 pComp:1.99 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10911 x:0.12 y:0.20 z:1.10 acc:1.13 inst:7.72 dt:9 timee:12000 pComp:1.98 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10922 x:0.10 y:0.22 z:1.10 acc:1.13 inst:7.69 dt:11 timee:12000 pComp:1.97 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10931 x:0.10 y:0.22 z:1.10 acc:1.13 inst:7.67 dt:9 timee:12000 pComp:1.96 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10941 x:0.10 y:0.23 z:1.09 acc:1.12 inst:7.65 dt:10 timee:12000 pComp:1.96 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10951 x:0.10 y:0.23 z:1.09 acc:1.12 inst:7.62 dt:10 timee:12000 pComp:1.95 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10961 x:0.10 y:0.23 z:1.09 acc:1.12 inst:7.60 dt:10 timee:12000 pComp:1.94 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10971 x:0.11 y:0.20 z:1.07 acc:1.09 inst:7.57 dt:10 timee:12000 pComp:1.94 iComp:3.00 dComp:0.00 FF:0.79 PID:2.00
10980 x:0.11 y:0.20 z:1.07 acc:1.09 inst:7.55 dt:9 timee:12000 pComp:1.94 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
10990 x:0.12 y:0.18 z:1.06 acc:1.08 inst:7.53 dt:10 timee:12000 pComp:1.93 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11000 x:0.12 y:0.18 z:1.06 acc:1.08 inst:7.50 dt:10 timee:12000 pComp:1.93 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11010 x:0.12 y:0.18 z:1.06 acc:1.08 inst:7.48 dt:10 timee:12000 pComp:1.92 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11020 x:0.12 y:0.18 z:1.05 acc:1.07 inst:7.45 dt:10 timee:12000 pComp:1.91 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11029 x:0.12 y:0.18 z:1.05 acc:1.07 inst:7.43 dt:9 timee:12000 pComp:1.91 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11039 x:0.12 y:0.17 z:1.04 acc:1.07 inst:7.40 dt:10 timee:12000 pComp:1.90 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11050 x:0.12 y:0.17 z:1.04 acc:1.07 inst:7.38 dt:11 timee:12000 pComp:1.89 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11059 x:0.12 y:0.17 z:1.04 acc:1.07 inst:7.35 dt:9 timee:12000 pComp:1.89 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11069 x:0.11 y:0.16 z:1.05 acc:1.07 inst:7.33 dt:10 timee:12000 pComp:1.88 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11078 x:0.11 y:0.16 z:1.05 acc:1.07 inst:7.31 dt:9 timee:12000 pComp:1.87 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11089 x:0.10 y:0.18 z:1.08 acc:1.10 inst:7.28 dt:11 timee:12000 pComp:1.85 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11099 x:0.10 y:0.18 z:1.08 acc:1.10 inst:7.25 dt:10 timee:12000 pComp:1.85 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11108 x:0.10 y:0.18 z:1.08 acc:1.10 inst:7.23 dt:9 timee:12000 pComp:1.84 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11118 x:0.08 y:0.20 z:1.07 acc:1.09 inst:7.21 dt:10 timee:12000 pComp:1.83 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11127 x:0.08 y:0.20 z:1.07 acc:1.09 inst:7.18 dt:9 timee:12000 pComp:1.83 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11138 x:0.08 y:0.20 z:1.07 acc:1.09 inst:7.15 dt:11 timee:12000 pComp:1.82 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11148 x:0.08 y:0.20 z:1.07 acc:1.09 inst:7.13 dt:10 timee:12000 pComp:1.81 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11157 x:0.09 y:0.19 z:1.07 acc:1.09 inst:7.11 dt:9 timee:12000 pComp:1.80 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11167 x:0.09 y:0.19 z:1.07 acc:1.09 inst:7.08 dt:10 timee:12000 pComp:1.80 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11177 x:0.09 y:0.19 z:1.07 acc:1.09 inst:7.06 dt:10 timee:12000 pComp:1.79 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11187 x:0.07 y:0.19 z:1.07 acc:1.09 inst:7.03 dt:10 timee:12000 pComp:1.78 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11197 x:0.07 y:0.19 z:1.07 acc:1.09 inst:7.01 dt:10 timee:12000 pComp:1.78 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11207 x:0.07 y:0.11 z:1.12 acc:1.12 inst:6.98 dt:10 timee:12000 pComp:1.76 iComp:3.00 dComp:-0.01 FF:0.79 PID:2.00
11217 x:0.07 y:0.11 z:1.12 acc:1.12 inst:6.96 dt:10 timee:12000 pComp:1.75 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11227 x:0.07 y:0.11 z:1.12 acc:1.12 inst:6.93 dt:10 timee:12000 pComp:1.74 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11236 x:0.07 y:0.15 z:1.09 acc:1.10 inst:6.91 dt:9 timee:12000 pComp:1.74 iComp:3.00 dComp:0.00 FF:0.79 PID:2.00
11246 x:0.07 y:0.15 z:1.09 acc:1.10 inst:6.89 dt:10 timee:12000 pComp:1.74 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11255 x:0.08 y:0.18 z:1.07 acc:1.09 inst:6.86 dt:9 timee:12000 pComp:1.73 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11266 x:0.08 y:0.18 z:1.07 acc:1.09 inst:6.84 dt:11 timee:12000 pComp:1.72 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11275 x:0.08 y:0.18 z:1.07 acc:1.09 inst:6.81 dt:9 timee:12000 pComp:1.72 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11285 x:0.09 y:0.20 z:1.07 acc:1.09 inst:6.79 dt:10 timee:12000 pComp:1.71 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11295 x:0.09 y:0.20 z:1.07 acc:1.09 inst:6.76 dt:10 timee:12000 pComp:1.70 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11305 x:0.01 y:0.15 z:1.12 acc:1.13 inst:6.74 dt:10 timee:12000 pComp:1.68 iComp:3.00 dComp:-0.01 FF:0.79 PID:2.00
11315 x:0.01 y:0.15 z:1.12 acc:1.13 inst:6.71 dt:10 timee:12000 pComp:1.68 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11325 x:0.01 y:0.15 z:1.12 acc:1.13 inst:6.69 dt:10 timee:12000 pComp:1.67 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11334 x:-0.03 y:0.12 z:1.13 acc:1.14 inst:6.67 dt:9 timee:12000 pComp:1.66 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11345 x:-0.03 y:0.12 z:1.13 acc:1.14 inst:6.64 dt:11 timee:12000 pComp:1.65 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
11355 x:0.03 y:0.15 z:1.09 acc:1.10 inst:6.61 dt:10 timee:12000 pComp:1.65 iComp:3.00 dComp:0.00 FF:0.79 PID:2.00
11364 x:0.03 y:0.15 z:1.09 acc:1.10 inst:6.59 dt:9 timee:12000 pComp:1.65 iComp:3.00 dComp:-0.00 FF:0.79 PID:2.00
