x[0.00] y[0.00] z[0.00] mag[0.00] 88001ms, 2140.00RPM, 981.36avgRPM, 2.22V MTR_ENA NOT BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 88501ms, 2120.00RPM, 987.80avgRPM, 2.22V MTR_ENA NOT BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 89001ms, 2150.00RPM, 994.33avgRPM, 2.22V MTR_ENA NOT BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 89501ms, 2115.00RPM, 1000.59avgRPM, 2.22V MTR_ENA NOT BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 90001ms, 1965.00RPM, 1005.94avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 90501ms, 2000.00RPM, 1011.44avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 91001ms, 1865.00RPM, 1016.13avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 91501ms, 1720.00RPM, 1019.97avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 92001ms, 1595.00RPM, 1023.10avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 92502ms, 1480.00RPM, 1025.57avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 93001ms, 1360.00RPM, 1027.37avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 93501ms, 1245.00RPM, 1028.53avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 94001ms, 1145.00RPM, 1029.15avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 94501ms, 1050.00RPM, 1029.26avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 95001ms, 945.00RPM, 1028.82avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 95501ms, 850.00RPM, 1027.88avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 96001ms, 760.00RPM, 1026.48avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 96501ms, 665.00RPM, 1024.61avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 97001ms, 575.00RPM, 1022.29avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 97501ms, 495.00RPM, 1019.59avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 98001ms, 400.00RPM, 1016.43avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 98501ms, 305.00RPM, 1012.82avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 99001ms, 205.00RPM, 1008.74avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 99501ms, 100.00RPM, 1004.17avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 100001ms, 10.00RPM, 999.20avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 100501ms, 0.00RPM, 994.23avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 101001ms, 0.00RPM, 989.31avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 101501ms, 0.00RPM, 984.43avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 102001ms, 0.00RPM, 979.61avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 102501ms, 0.00RPM, 974.83avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 103001ms, 0.00RPM, 970.10avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 103501ms, 0.00RPM, 965.41avgRPM, 2.22V MTR_DIS YES BRAKING
x[0.00] y[0.00] z[0.00] mag[0.00] 104001ms, 0.00RPM, 960.77avgRPM, 2.22V MTR_DIS YES BRAKING
