Finished setup, waiting to start, PID: p:0.30 i(x100):0.03 d(x10):10
UPLoading
csdt0
csdt1000
csdt4000
csdt10000
csdt12000
csdt15000
0.00 4.00 2.00 10.00 5.00 0.00 0.00 
0 1000 4000 10000 12000 15000 20000 
0 x:0.08 y:0.20 z:1.05 acc:1.07 inst:0.00 dt:0 timee:0 pComp:-0.32 iComp:0.00 dComp:inf FF:0.00 PID:0.00
3106 x:0.08 y:0.18 z:1.06 acc:1.07 inst:2.60 dt:9 timee:4000 pComp:0.46 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3116 x:0.08 y:0.18 z:1.06 acc:1.07 inst:2.59 dt:10 timee:4000 pComp:0.45 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3126 x:0.07 y:0.16 z:1.04 acc:1.05 inst:2.58 dt:10 timee:4000 pComp:0.46 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
3135 x:0.07 y:0.16 z:1.04 acc:1.05 inst:2.58 dt:9 timee:4000 pComp:0.46 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3145 x:0.07 y:0.16 z:1.04 acc:1.05 inst:2.57 dt:10 timee:4000 pComp:0.46 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3155 x:0.07 y:0.19 z:1.05 acc:1.07 inst:2.56 dt:10 timee:4000 pComp:0.45 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3165 x:0.07 y:0.19 z:1.05 acc:1.07 inst:2.56 dt:10 timee:4000 pComp:0.45 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3174 x:0.08 y:0.20 z:1.07 acc:1.09 inst:2.55 dt:9 timee:4000 pComp:0.44 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3183 x:0.08 y:0.20 z:1.07 acc:1.09 inst:2.54 dt:9 timee:4000 pComp:0.44 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3193 x:0.08 y:0.20 z:1.07 acc:1.09 inst:2.54 dt:10 timee:4000 pComp:0.43 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3203 x:0.08 y:0.19 z:1.06 acc:1.08 inst:2.53 dt:10 timee:4000 pComp:0.44 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
3213 x:0.08 y:0.19 z:1.06 acc:1.08 inst:2.52 dt:10 timee:4000 pComp:0.43 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3222 x:0.09 y:0.19 z:1.06 acc:1.08 inst:2.52 dt:9 timee:4000 pComp:0.43 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3232 x:0.09 y:0.19 z:1.06 acc:1.08 inst:2.51 dt:10 timee:4000 pComp:0.43 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3242 x:0.09 y:0.19 z:1.06 acc:1.08 inst:2.51 dt:10 timee:4000 pComp:0.43 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3252 x:0.09 y:0.18 z:1.06 acc:1.08 inst:2.50 dt:10 timee:4000 pComp:0.43 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3261 x:0.09 y:0.18 z:1.06 acc:1.08 inst:2.49 dt:9 timee:4000 pComp:0.42 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3270 x:0.08 y:0.19 z:1.07 acc:1.09 inst:2.49 dt:9 timee:4000 pComp:0.42 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3280 x:0.08 y:0.19 z:1.07 acc:1.09 inst:2.48 dt:10 timee:4000 pComp:0.42 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3290 x:0.08 y:0.19 z:1.07 acc:1.09 inst:2.47 dt:10 timee:4000 pComp:0.42 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3300 x:0.08 y:0.20 z:1.08 acc:1.10 inst:2.47 dt:10 timee:4000 pComp:0.41 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3309 x:0.08 y:0.20 z:1.08 acc:1.10 inst:2.46 dt:9 timee:4000 pComp:0.41 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3319 x:0.09 y:0.20 z:1.09 acc:1.11 inst:2.45 dt:10 timee:4000 pComp:0.40 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3329 x:0.09 y:0.20 z:1.09 acc:1.11 inst:2.45 dt:10 timee:4000 pComp:0.40 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3338 x:0.09 y:0.20 z:1.09 acc:1.11 inst:2.44 dt:9 timee:4000 pComp:0.40 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3348 x:0.09 y:0.19 z:1.08 acc:1.10 inst:2.43 dt:10 timee:4000 pComp:0.40 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
3357 x:0.09 y:0.19 z:1.08 acc:1.10 inst:2.43 dt:9 timee:4000 pComp:0.40 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3368 x:0.08 y:0.20 z:1.07 acc:1.10 inst:2.42 dt:11 timee:4000 pComp:0.40 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3377 x:0.08 y:0.20 z:1.07 acc:1.10 inst:2.42 dt:9 timee:4000 pComp:0.40 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3386 x:0.08 y:0.20 z:1.07 acc:1.10 inst:2.41 dt:9 timee:4000 pComp:0.39 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3396 x:0.08 y:0.20 z:1.06 acc:1.08 inst:2.40 dt:10 timee:4000 pComp:0.40 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
3405 x:0.08 y:0.20 z:1.06 acc:1.08 inst:2.40 dt:9 timee:4000 pComp:0.39 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3416 x:0.08 y:0.19 z:1.06 acc:1.08 inst:2.39 dt:11 timee:4000 pComp:0.39 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3425 x:0.08 y:0.19 z:1.06 acc:1.08 inst:2.38 dt:9 timee:4000 pComp:0.39 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3434 x:0.08 y:0.19 z:1.06 acc:1.08 inst:2.38 dt:9 timee:4000 pComp:0.39 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3444 x:0.08 y:0.19 z:1.05 acc:1.07 inst:2.37 dt:10 timee:4000 pComp:0.39 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3454 x:0.08 y:0.19 z:1.05 acc:1.07 inst:2.36 dt:10 timee:4000 pComp:0.39 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3464 x:0.06 y:0.20 z:1.05 acc:1.07 inst:2.36 dt:10 timee:4000 pComp:0.39 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3473 x:0.06 y:0.20 z:1.05 acc:1.07 inst:2.35 dt:9 timee:4000 pComp:0.39 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3482 x:0.06 y:0.20 z:1.05 acc:1.07 inst:2.35 dt:9 timee:4000 pComp:0.38 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3492 x:0.06 y:0.20 z:1.05 acc:1.07 inst:2.34 dt:10 timee:4000 pComp:0.38 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3502 x:0.06 y:0.20 z:1.05 acc:1.07 inst:2.33 dt:10 timee:4000 pComp:0.38 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3512 x:0.07 y:0.19 z:1.05 acc:1.07 inst:2.33 dt:10 timee:4000 pComp:0.38 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3521 x:0.07 y:0.19 z:1.05 acc:1.07 inst:2.32 dt:9 timee:4000 pComp:0.38 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3531 x:0.07 y:0.19 z:1.05 acc:1.07 inst:2.31 dt:10 timee:4000 pComp:0.37 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3541 x:0.07 y:0.19 z:1.04 acc:1.06 inst:2.31 dt:10 timee:4000 pComp:0.37 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3551 x:0.07 y:0.19 z:1.04 acc:1.06 inst:2.30 dt:10 timee:4000 pComp:0.37 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3560 x:0.08 y:0.19 z:1.04 acc:1.06 inst:2.29 dt:9 timee:4000 pComp:0.37 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3569 x:0.08 y:0.19 z:1.04 acc:1.06 inst:2.29 dt:9 timee:4000 pComp:0.37 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3579 x:0.08 y:0.19 z:1.04 acc:1.06 inst:2.28 dt:10 timee:4000 pComp:0.37 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3589 x:0.08 y:0.14 z:1.05 acc:1.07 inst:2.27 dt:10 timee:4000 pComp:0.36 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3599 x:0.08 y:0.14 z:1.05 acc:1.07 inst:2.27 dt:10 timee:4000 pComp:0.36 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3608 x:0.08 y:0.14 z:1.05 acc:1.07 inst:2.26 dt:9 timee:4000 pComp:0.36 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3618 x:0.07 y:0.17 z:1.06 acc:1.08 inst:2.25 dt:10 timee:4000 pComp:0.35 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3628 x:0.07 y:0.17 z:1.06 acc:1.08 inst:2.25 dt:10 timee:4000 pComp:0.35 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3638 x:0.07 y:0.19 z:1.06 acc:1.08 inst:2.24 dt:10 timee:4000 pComp:0.35 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3647 x:0.07 y:0.19 z:1.06 acc:1.08 inst:2.24 dt:9 timee:4000 pComp:0.35 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3656 x:0.07 y:0.19 z:1.06 acc:1.08 inst:2.23 dt:9 timee:4000 pComp:0.35 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3667 x:0.09 y:0.20 z:1.06 acc:1.09 inst:2.22 dt:11 timee:4000 pComp:0.34 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3676 x:0.09 y:0.20 z:1.06 acc:1.09 inst:2.22 dt:9 timee:4000 pComp:0.34 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3686 x:0.10 y:0.21 z:1.07 acc:1.10 inst:2.21 dt:10 timee:4000 pComp:0.33 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3695 x:0.10 y:0.21 z:1.07 acc:1.10 inst:2.20 dt:9 timee:4000 pComp:0.33 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3704 x:0.10 y:0.21 z:1.07 acc:1.10 inst:2.20 dt:9 timee:4000 pComp:0.33 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3715 x:0.05 y:0.14 z:1.12 acc:1.12 inst:2.19 dt:11 timee:4000 pComp:0.32 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3724 x:0.05 y:0.14 z:1.12 acc:1.12 inst:2.18 dt:9 timee:4000 pComp:0.32 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3734 x:0.06 y:0.15 z:1.09 acc:1.10 inst:2.18 dt:10 timee:4000 pComp:0.32 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
3743 x:0.06 y:0.15 z:1.09 acc:1.10 inst:2.17 dt:9 timee:4000 pComp:0.32 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3753 x:0.06 y:0.15 z:1.09 acc:1.10 inst:2.16 dt:10 timee:4000 pComp:0.32 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3763 x:0.06 y:0.16 z:1.07 acc:1.08 inst:2.16 dt:10 timee:4000 pComp:0.32 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
3772 x:0.06 y:0.16 z:1.07 acc:1.08 inst:2.15 dt:9 timee:4000 pComp:0.32 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3782 x:0.07 y:0.18 z:1.05 acc:1.07 inst:2.15 dt:10 timee:4000 pComp:0.32 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
3791 x:0.07 y:0.18 z:1.05 acc:1.07 inst:2.14 dt:9 timee:4000 pComp:0.32 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3801 x:0.07 y:0.18 z:1.05 acc:1.07 inst:2.13 dt:10 timee:4000 pComp:0.32 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3811 x:0.05 y:0.21 z:1.07 acc:1.10 inst:2.13 dt:10 timee:4000 pComp:0.31 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3820 x:0.05 y:0.21 z:1.07 acc:1.10 inst:2.12 dt:9 timee:4000 pComp:0.31 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3830 x:0.04 y:0.21 z:1.08 acc:1.10 inst:2.11 dt:10 timee:4000 pComp:0.30 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3840 x:0.04 y:0.21 z:1.08 acc:1.10 inst:2.11 dt:10 timee:4000 pComp:0.30 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3850 x:0.04 y:0.21 z:1.08 acc:1.10 inst:2.10 dt:10 timee:4000 pComp:0.30 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3859 x:0.06 y:0.21 z:1.06 acc:1.09 inst:2.09 dt:9 timee:4000 pComp:0.30 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
3868 x:0.06 y:0.21 z:1.06 acc:1.09 inst:2.09 dt:9 timee:4000 pComp:0.30 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3878 x:0.07 y:0.22 z:1.06 acc:1.08 inst:2.08 dt:10 timee:4000 pComp:0.30 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3888 x:0.07 y:0.22 z:1.06 acc:1.08 inst:2.07 dt:10 timee:4000 pComp:0.30 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3898 x:0.07 y:0.22 z:1.06 acc:1.08 inst:2.07 dt:10 timee:4000 pComp:0.30 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3907 x:0.08 y:0.23 z:1.05 acc:1.08 inst:2.06 dt:9 timee:4000 pComp:0.30 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
3916 x:0.08 y:0.23 z:1.05 acc:1.08 inst:2.06 dt:9 timee:4000 pComp:0.29 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3927 x:0.09 y:0.21 z:1.06 acc:1.09 inst:2.05 dt:11 timee:4000 pComp:0.29 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3936 x:0.09 y:0.21 z:1.06 acc:1.09 inst:2.04 dt:9 timee:4000 pComp:0.29 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3946 x:0.09 y:0.21 z:1.06 acc:1.09 inst:2.04 dt:10 timee:4000 pComp:0.28 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3955 x:0.07 y:0.20 z:1.08 acc:1.10 inst:2.03 dt:9 timee:4000 pComp:0.28 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3964 x:0.07 y:0.20 z:1.08 acc:1.10 inst:2.02 dt:9 timee:4000 pComp:0.28 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3975 x:0.07 y:0.20 z:1.08 acc:1.10 inst:2.02 dt:11 timee:4000 pComp:0.28 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3984 x:0.07 y:0.20 z:1.08 acc:1.10 inst:2.01 dt:9 timee:4000 pComp:0.27 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3994 x:0.07 y:0.20 z:1.08 acc:1.10 inst:2.00 dt:10 timee:4000 pComp:0.27 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
4003 x:0.07 y:0.21 z:1.07 acc:1.09 inst:2.00 dt:9 timee:10000 pComp:0.27 iComp:0.27 dComp:0.00 FF:0.00 PID:0.54
4014 x:0.07 y:0.21 z:1.07 acc:1.09 inst:2.02 dt:11 timee:10000 pComp:0.28 iComp:0.27 dComp:0.00 FF:0.00 PID:0.55
4023 x:0.08 y:0.19 z:1.07 acc:1.09 inst:2.03 dt:9 timee:10000 pComp:0.28 iComp:0.28 dComp:0.00 FF:0.00 PID:0.56
4032 x:0.08 y:0.19 z:1.07 acc:1.09 inst:2.04 dt:9 timee:10000 pComp:0.29 iComp:0.28 dComp:0.00 FF:0.00 PID:0.57
4042 x:0.08 y:0.19 z:1.07 acc:1.09 inst:2.06 dt:10 timee:10000 pComp:0.29 iComp:0.28 dComp:0.00 FF:0.00 PID:0.57
4052 x:0.08 y:0.21 z:1.07 acc:1.09 inst:2.07 dt:10 timee:10000 pComp:0.29 iComp:0.29 dComp:0.00 FF:0.00 PID:0.58
4062 x:0.08 y:0.21 z:1.07 acc:1.09 inst:2.08 dt:10 timee:10000 pComp:0.30 iComp:0.29 dComp:0.00 FF:0.00 PID:0.59
4071 x:0.09 y:0.20 z:1.06 acc:1.08 inst:2.09 dt:9 timee:10000 pComp:0.30 iComp:0.29 dComp:0.00 FF:0.00 PID:0.60
4081 x:0.09 y:0.20 z:1.06 acc:1.08 inst:2.11 dt:10 timee:10000 pComp:0.31 iComp:0.29 dComp:0.00 FF:0.00 PID:0.60
4090 x:0.09 y:0.20 z:1.06 acc:1.08 inst:2.12 dt:9 timee:10000 pComp:0.31 iComp:0.30 dComp:0.00 FF:0.00 PID:0.61
4101 x:0.07 y:0.19 z:1.06 acc:1.08 inst:2.13 dt:11 timee:10000 pComp:0.32 iComp:0.30 dComp:0.00 FF:0.00 PID:0.62
4110 x:0.07 y:0.19 z:1.06 acc:1.08 inst:2.15 dt:9 timee:10000 pComp:0.32 iComp:0.30 dComp:0.00 FF:0.00 PID:0.62
4119 x:0.07 y:0.20 z:1.07 acc:1.09 inst:2.16 dt:9 timee:10000 pComp:0.32 iComp:0.31 dComp:0.00 FF:0.00 PID:0.63
4129 x:0.07 y:0.20 z:1.07 acc:1.09 inst:2.17 dt:10 timee:10000 pComp:0.32 iComp:0.31 dComp:0.00 FF:0.00 PID:0.63
4139 x:0.07 y:0.20 z:1.07 acc:1.09 inst:2.19 dt:10 timee:10000 pComp:0.33 iComp:0.31 dComp:0.00 FF:0.00 PID:0.64
4149 x:0.09 y:0.19 z:1.08 acc:1.10 inst:2.20 dt:10 timee:10000 pComp:0.33 iComp:0.32 dComp:0.00 FF:0.00 PID:0.65
4158 x:0.09 y:0.19 z:1.08 acc:1.10 inst:2.21 dt:9 timee:10000 pComp:0.33 iComp:0.32 dComp:0.00 FF:0.00 PID:0.65
4168 x:0.08 y:0.15 z:1.05 acc:1.07 inst:2.22 dt:10 timee:10000 pComp:0.35 iComp:0.32 dComp:0.00 FF:0.00 PID:0.67
4177 x:0.08 y:0.15 z:1.05 acc:1.07 inst:2.24 dt:9 timee:10000 pComp:0.35 iComp:0.33 dComp:0.00 FF:0.00 PID:0.68
4187 x:0.08 y:0.15 z:1.05 acc:1.07 inst:2.25 dt:10 timee:10000 pComp:0.35 iComp:0.33 dComp:0.00 FF:0.00 PID:0.68
4197 x:0.09 y:0.18 z:1.07 acc:1.09 inst:2.26 dt:10 timee:10000 pComp:0.35 iComp:0.33 dComp:-0.00 FF:0.00 PID:0.68
4206 x:0.09 y:0.18 z:1.07 acc:1.09 inst:2.27 dt:9 timee:10000 pComp:0.36 iComp:0.34 dComp:0.00 FF:0.00 PID:0.69
4216 x:0.09 y:0.20 z:1.08 acc:1.10 inst:2.29 dt:10 timee:10000 pComp:0.36 iComp:0.34 dComp:0.00 FF:0.00 PID:0.70
4226 x:0.09 y:0.20 z:1.08 acc:1.10 inst:2.30 dt:10 timee:10000 pComp:0.36 iComp:0.34 dComp:0.00 FF:0.00 PID:0.71
4235 x:0.09 y:0.20 z:1.08 acc:1.10 inst:2.31 dt:9 timee:10000 pComp:0.36 iComp:0.35 dComp:0.00 FF:0.00 PID:0.71
4245 x:0.09 y:0.21 z:1.06 acc:1.09 inst:2.33 dt:10 timee:10000 pComp:0.37 iComp:0.35 dComp:0.00 FF:0.00 PID:0.72
4254 x:0.09 y:0.21 z:1.06 acc:1.09 inst:2.34 dt:9 timee:10000 pComp:0.38 iComp:0.35 dComp:0.00 FF:0.00 PID:0.73
4265 x:0.05 y:0.19 z:1.05 acc:1.07 inst:2.35 dt:11 timee:10000 pComp:0.39 iComp:0.36 dComp:0.00 FF:0.00 PID:0.75
4274 x:0.05 y:0.19 z:1.05 acc:1.07 inst:2.37 dt:9 timee:10000 pComp:0.39 iComp:0.36 dComp:0.00 FF:0.00 PID:0.75
4284 x:0.05 y:0.19 z:1.05 acc:1.07 inst:2.38 dt:10 timee:10000 pComp:0.39 iComp:0.36 dComp:0.00 FF:0.00 PID:0.76
4293 x:0.04 y:0.18 z:1.06 acc:1.07 inst:2.39 dt:9 timee:10000 pComp:0.40 iComp:0.37 dComp:0.00 FF:0.00 PID:0.76
4302 x:0.04 y:0.18 z:1.06 acc:1.07 inst:2.40 dt:9 timee:10000 pComp:0.40 iComp:0.37 dComp:0.00 FF:0.00 PID:0.77
4313 x:0.07 y:0.18 z:1.06 acc:1.08 inst:2.42 dt:11 timee:10000 pComp:0.40 iComp:0.38 dComp:0.00 FF:0.00 PID:0.78
4322 x:0.07 y:0.18 z:1.06 acc:1.08 inst:2.43 dt:9 timee:10000 pComp:0.40 iComp:0.38 dComp:0.00 FF:0.00 PID:0.79
4332 x:0.07 y:0.18 z:1.06 acc:1.08 inst:2.44 dt:10 timee:10000 pComp:0.41 iComp:0.38 dComp:0.00 FF:0.00 PID:0.79
4341 x:0.09 y:0.21 z:1.07 acc:1.09 inst:2.45 dt:9 timee:10000 pComp:0.41 iComp:0.39 dComp:0.00 FF:0.00 PID:0.80
4351 x:0.09 y:0.21 z:1.07 acc:1.09 inst:2.47 dt:10 timee:10000 pComp:0.41 iComp:0.39 dComp:0.00 FF:0.00 PID:0.81
4361 x:0.11 y:0.22 z:1.06 acc:1.09 inst:2.48 dt:10 timee:10000 pComp:0.42 iComp:0.40 dComp:0.00 FF:0.00 PID:0.81
4370 x:0.11 y:0.22 z:1.06 acc:1.09 inst:2.49 dt:9 timee:10000 pComp:0.42 iComp:0.40 dComp:0.00 FF:0.00 PID:0.82
4380 x:0.11 y:0.22 z:1.06 acc:1.09 inst:2.51 dt:10 timee:10000 pComp:0.42 iComp:0.40 dComp:0.00 FF:0.00 PID:0.83
4389 x:0.09 y:0.20 z:1.06 acc:1.08 inst:2.52 dt:9 timee:10000 pComp:0.43 iComp:0.41 dComp:0.00 FF:0.00 PID:0.84
4400 x:0.09 y:0.20 z:1.06 acc:1.08 inst:2.53 dt:11 timee:10000 pComp:0.44 iComp:0.41 dComp:0.00 FF:0.00 PID:0.85
4409 x:0.09 y:0.20 z:1.06 acc:1.08 inst:2.55 dt:9 timee:10000 pComp:0.44 iComp:0.42 dComp:0.00 FF:0.00 PID:0.86
4419 x:0.10 y:0.18 z:1.06 acc:1.08 inst:2.56 dt:10 timee:10000 pComp:0.44 iComp:0.42 dComp:0.00 FF:0.00 PID:0.87
4428 x:0.10 y:0.18 z:1.06 acc:1.08 inst:2.57 dt:9 timee:10000 pComp:0.45 iComp:0.42 dComp:0.00 FF:0.00 PID:0.87
4438 x:0.09 y:0.19 z:1.07 acc:1.09 inst:2.58 dt:10 timee:10000 pComp:0.45 iComp:0.43 dComp:0.00 FF:0.00 PID:0.88
4448 x:0.09 y:0.19 z:1.07 acc:1.09 inst:2.60 dt:10 timee:10000 pComp:0.45 iComp:0.43 dComp:0.00 FF:0.00 PID:0.89
4457 x:0.09 y:0.19 z:1.07 acc:1.09 inst:2.61 dt:9 timee:10000 pComp:0.46 iComp:0.44 dComp:0.00 FF:0.00 PID:0.90
4467 x:0.08 y:0.20 z:1.06 acc:1.09 inst:2.62 dt:10 timee:10000 pComp:0.46 iComp:0.44 dComp:0.00 FF:0.00 PID:0.91
4476 x:0.08 y:0.20 z:1.06 acc:1.09 inst:2.63 dt:9 timee:10000 pComp:0.46 iComp:0.45 dComp:0.00 FF:0.00 PID:0.91
4487 x:0.11 y:0.23 z:1.07 acc:1.10 inst:2.65 dt:11 timee:10000 pComp:0.46 iComp:0.45 dComp:-0.00 FF:0.00 PID:0.92
4496 x:0.11 y:0.23 z:1.07 acc:1.10 inst:2.66 dt:9 timee:10000 pComp:0.47 iComp:0.46 dComp:0.00 FF:0.00 PID:0.92
4505 x:0.11 y:0.23 z:1.07 acc:1.10 inst:2.67 dt:9 timee:10000 pComp:0.47 iComp:0.46 dComp:0.00 FF:0.00 PID:0.93
4515 x:0.13 y:0.26 z:1.09 acc:1.13 inst:2.69 dt:10 timee:10000 pComp:0.47 iComp:0.46 dComp:-0.00 FF:0.00 PID:0.93
4525 x:0.13 y:0.26 z:1.09 acc:1.13 inst:2.70 dt:10 timee:10000 pComp:0.47 iComp:0.47 dComp:0.00 FF:0.00 PID:0.94
4535 x:0.10 y:0.22 z:1.08 acc:1.11 inst:2.71 dt:10 timee:10000 pComp:0.48 iComp:0.47 dComp:0.00 FF:0.00 PID:0.96
4544 x:0.10 y:0.22 z:1.08 acc:1.11 inst:2.73 dt:9 timee:10000 pComp:0.48 iComp:0.48 dComp:0.00 FF:0.00 PID:0.96
4554 x:0.10 y:0.22 z:1.08 acc:1.11 inst:2.74 dt:10 timee:10000 pComp:0.49 iComp:0.48 dComp:0.00 FF:0.00 PID:0.97
4564 x:0.07 y:0.21 z:1.08 acc:1.10 inst:2.75 dt:10 timee:10000 pComp:0.50 iComp:0.49 dComp:0.00 FF:0.00 PID:0.99
4574 x:0.07 y:0.21 z:1.08 acc:1.10 inst:2.77 dt:10 timee:10000 pComp:0.50 iComp:0.49 dComp:0.00 FF:0.00 PID:0.99
4583 x:0.07 y:0.20 z:1.07 acc:1.09 inst:2.78 dt:9 timee:10000 pComp:0.51 iComp:0.50 dComp:0.00 FF:0.00 PID:1.01
4592 x:0.07 y:0.20 z:1.07 acc:1.09 inst:2.79 dt:9 timee:10000 pComp:0.51 iComp:0.50 dComp:0.00 FF:0.00 PID:1.01
4602 x:0.07 y:0.20 z:1.07 acc:1.09 inst:2.80 dt:10 timee:10000 pComp:0.51 iComp:0.51 dComp:0.00 FF:0.00 PID:1.02
4612 x:0.06 y:0.19 z:1.07 acc:1.09 inst:2.82 dt:10 timee:10000 pComp:0.52 iComp:0.51 dComp:0.00 FF:0.00 PID:1.03
4622 x:0.06 y:0.19 z:1.07 acc:1.09 inst:2.83 dt:10 timee:10000 pComp:0.52 iComp:0.52 dComp:0.00 FF:0.00 PID:1.04
4631 x:0.06 y:0.19 z:1.06 acc:1.08 inst:2.84 dt:9 timee:10000 pComp:0.53 iComp:0.52 dComp:0.00 FF:0.00 PID:1.05
4641 x:0.06 y:0.19 z:1.06 acc:1.08 inst:2.85 dt:10 timee:10000 pComp:0.53 iComp:0.53 dComp:0.00 FF:0.00 PID:1.06
4651 x:0.06 y:0.19 z:1.06 acc:1.08 inst:2.87 dt:10 timee:10000 pComp:0.54 iComp:0.53 dComp:0.00 FF:0.00 PID:1.07
4661 x:0.07 y:0.19 z:1.06 acc:1.08 inst:2.88 dt:10 timee:10000 pComp:0.54 iComp:0.54 dComp:0.00 FF:0.00 PID:1.08
4670 x:0.07 y:0.19 z:1.06 acc:1.08 inst:2.89 dt:9 timee:10000 pComp:0.54 iComp:0.54 dComp:0.00 FF:0.00 PID:1.09
