x[0.04] y[0.37] z[1.05] mag[1.12] 18001ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.36] z[1.04] mag[1.10] 18501ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.38] z[1.05] mag[1.11] 19001ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.38] z[1.05] mag[1.12] 19501ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.34] z[1.06] mag[1.11] 20001ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.35] z[1.04] mag[1.10] 20501ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.36] z[1.07] mag[1.13] 21001ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.37] z[1.08] mag[1.14] 21501ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.36] z[1.04] mag[1.10] 22001ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.32] z[1.06] mag[1.11] 22501ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.37] z[1.04] mag[1.11] 23001ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.35] z[1.04] mag[1.10] 23501ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.37] z[1.05] mag[1.11] 24001ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.35] z[1.05] mag[1.11] 24501ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.39] z[1.05] mag[1.12] 25001ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_ENA NOT BRAKING
x[-0.03] y[0.34] z[1.04] mag[1.10] 25501ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_ENA NOT BRAKING
x[0.03] y[0.38] z[1.04] mag[1.10] 26001ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_ENA NOT BRAKING
x[0.01] y[0.35] z[1.06] mag[1.12] 26501ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_ENA NOT BRAKING
x[-0.01] y[0.36] z[1.10] mag[1.15] 27001ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_ENA NOT BRAKING
x[0.01] y[0.34] z[1.08] mag[1.13] 27501ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_ENA NOT BRAKING
x[0.04] y[0.36] z[1.04] mag[1.10] 28001ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_ENA NOT BRAKING
x[-0.30] y[0.42] z[0.73] mag[0.89] 28502ms, 250.00RPM, 4.39avgRPM, 0.56V MTR_ENA NOT BRAKING
x[-0.22] y[0.41] z[1.14] mag[1.23] 29001ms, 290.00RPM, 9.31avgRPM, 0.56V MTR_ENA NOT BRAKING
x[-0.15] y[0.41] z[1.09] mag[1.18] 29501ms, 320.00RPM, 14.58avgRPM, 0.56V MTR_ENA NOT BRAKING
x[-0.09] y[0.31] z[1.03] mag[1.08] 30001ms, 300.00RPM, 19.33avgRPM, 0.56V MTR_ENA NOT BRAKING
x[0.16] y[0.35] z[1.03] mag[1.10] 30501ms, 345.00RPM, 24.67avgRPM, 0.56V MTR_ENA NOT BRAKING
x[0.10] y[0.38] z[1.12] mag[1.18] 31001ms, 440.00RPM, 31.37avgRPM, 0.56V MTR_ENA NOT BRAKING
x[0.05] y[0.41] z[1.15] mag[1.22] 31501ms, 440.00RPM, 37.86avgRPM, 0.56V MTR_ENA NOT BRAKING
x[0.05] y[0.40] z[1.11] mag[1.18] 32001ms, 485.00RPM, 44.84avgRPM, 0.56V MTR_ENA NOT BRAKING
x[0.01] y[0.42] z[1.12] mag[1.20] 32501ms, 475.00RPM, 51.46avgRPM, 0.56V MTR_ENA NOT BRAKING
x[0.18] y[0.37] z[1.17] mag[1.24] 33001ms, 510.00RPM, 58.41avgRPM, 0.56V MTR_ENA NOT BRAKING
x[0.09] y[0.42] z[1.15] mag[1.23] 33501ms, 520.00RPM, 65.30avgRPM, 0.56V MTR_ENA NOT BRAKING
x[0.03] y[0.46] z[1.19] mag[1.27] 34001ms, 515.00RPM, 71.91avgRPM, 0.56V MTR_ENA NOT BRAKING
