18762	7.41	8.51	1.93
18777	7.34	8.53	1.97
18791	7.34	8.55	1.98
18805	7.37	8.57	1.98
18821	7.37	8.59	1.99
18834	7.48	8.60	1.95
18849	7.38	8.62	2.00
18864	7.38	8.64	2.01
18879	7.41	8.65	2.01
18893	7.41	8.67	2.02
18908	7.45	8.69	2.01
18922	7.45	8.71	2.02
18936	7.34	8.72	2.08
18952	7.43	8.74	2.05
18966	7.43	8.76	2.06
18981	7.51	8.78	2.03
18996	7.57	8.80	2.01
19010	7.57	8.81	2.02
19026	7.56	8.83	2.04
19039	7.56	8.85	2.05
19054	7.60	8.86	2.04
19069	7.60	8.88	2.05
19084	7.70	8.90	2.01
19098	7.84	8.92	1.96
19113	7.84	8.94	1.97
19127	7.80	8.95	1.99
19141	7.75	8.97	2.03
19157	7.75	8.99	2.04
19172	7.79	9.01	2.03
19186	7.79	9.02	2.04
19202	7.89	9.04	2.00
19216	7.89	9.06	2.01
19230	7.91	9.08	2.01
19244	7.92	9.09	2.02
19259	7.92	9.11	2.03
19273	7.93	9.13	2.03
19289	7.93	9.15	2.04
19303	7.99	9.16	2.03
19318	8.04	9.18	2.01
19333	8.04	9.20	2.02
19348	8.10	9.22	2.00
19362	8.10	9.23	2.01
19377	8.07	9.25	2.04
19392	8.17	9.27	2.00
19406	8.17	9.29	2.01
19421	8.45	9.31	1.90
19436	8.45	9.32	1.91
19449	8.60	9.34	1.85
19464	8.64	9.36	1.84
19479	8.64	9.37	1.85
19493	8.48	9.39	1.93
19508	8.48	9.41	1.94
19522	8.28	9.43	2.04
19538	8.18	9.45	2.09
19552	8.18	9.46	2.10
19566	8.14	9.48	2.13
19582	8.14	9.50	2.14
19596	8.20	9.52	2.12
19611	8.33	9.53	2.07
19626	8.33	9.55	2.08
19640	8.36	9.57	2.08
19654	8.36	9.58	2.09
19670	8.49	9.60	2.04
19684	8.64	9.62	1.98
19698	8.64	9.64	1.99
19713	8.55	9.66	2.04
19727	8.55	9.67	2.05
19741	8.26	9.69	2.19
19756	8.22	9.71	2.21
19770	8.22	9.72	2.22
19785	8.32	9.74	2.19
19800	8.32	9.76	2.20
19814	8.33	9.78	2.20
